sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
38,-0.27,0.25,-0.04,0.08,0.66,-0.42,-0.12,-0.14
39,-0.09,0.25,0.05,-0.05,0.87,-0.43,-0.11,-0.15
40,0.53,0.24,-0.09,-0.10,0.85,-0.36,-0.11,-0.16
41,1.02,0.23,0.07,-0.19,0.59,-0.27,-0.12,-0.17
42,1.26,0.22,0.04,-0.34,0.16,-0.16,-0.14,-0.17
43,1.15,0.22,-0.02,-0.29,-0.33,-0.05,-0.17,-0.18
44,0.72,0.21,-0.04,-0.04,-0.72,0.05,-0.24,-0.19
45,0.15,0.20,-0.05,0.12,-0.94,0.14,-0.30,-0.21
46,-0.43,0.20,-0.02,0.14,-0.93,0.20,-0.35,-0.23
47,-0.20,0.19,-0.11,0.16,-0.69,0.24,-0.37,-0.25
48,-0.17,0.19,0.20,0.23,-0.29,0.26,-0.35,-0.27
49,-0.17,0.19,0.04,0.26,0.19,0.29,-0.30,-0.29
50,-1.01,0.18,0.08,0.18,0.64,0.32,-0.24,-0.30
51,-0.83,0.17,-0.34,0.02,0.92,0.33,-0.17,-0.31
52,0.00,0.16,0.02,-0.27,0.97,0.32,-0.12,-0.30
53,0.69,0.15,0.26,-0.51,0.76,0.26,-0.09,-0.30
54,1.09,0.15,0.06,-0.38,0.35,0.16,-0.07,-0.29
55,1.21,0.14,-0.08,0.15,-0.13,0.05,-0.06,-0.29
56,1.04,0.13,-0.05,0.44,-0.58,-0.08,-0.07,-0.29
57,0.61,0.12,-0.02,0.09,-0.86,-0.20,-0.08,-0.30
58,0.12,0.12,-0.03,-0.35,-0.91,-0.29,-0.08,-0.30
59,-0.49,0.11,0.02,-0.23,-0.70,-0.34,-0.07,-0.31
60,-0.34,0.11,-0.12,0.20,-0.28,-0.31,-0.03,-0.31
61,-0.34,0.10,0.17,0.42,0.22,-0.21,0.03,-0.31
62,-0.34,0.09,0.04,0.35,0.62,-0.06,0.10,-0.30
63,-0.43,0.08,-0.03,0.14,0.80,0.09,0.17,-0.28
64,0.51,0.06,-0.21,-0.08,0.72,0.21,0.23,-0.25
65,0.95,0.05,0.26,-0.31,0.47,0.27,0.28,-0.22
66,1.32,0.03,0.01,-0.46,0.16,0.27,0.30,-0.20
67,1.18,0.02,-0.01,-0.29,-0.11,0.21,0.30,-0.17
68,0.90,0.00,-0.09,0.08,-0.33,0.08,0.28,-0.15
69,0.44,-0.01,-0.02,0.16,-0.54,-0.08,0.26,-0.14
70,0.10,-0.02,-0.03,-0.02,-0.71,-0.23,0.25,-0.13
71,-0.12,-0.03,0.01,0.01,-0.74,-0.34,0.24,-0.12
72,-1.01,-0.04,0.16,0.25,-0.56,-0.37,0.26,-0.11
73,-0.83,-0.04,-0.28,0.36,-0.15,-0.33,0.28,-0.10
74,-0.83,-0.06,0.16,0.24,0.36,-0.22,0.32,-0.08
75,-0.34,-0.07,0.00,-0.03,0.77,-0.08,0.34,-0.06
76,0.06,-0.08,0.06,-0.27,0.95,0.06,0.36,-0.04
77,0.57,-0.09,-0.02,-0.25,0.82,0.16,0.35,-0.01
78,0.87,-0.10,0.02,-0.11,0.47,0.21,0.32,0.01
79,0.89,-0.12,0.00,-0.15,0.03,0.20,0.26,0.03
80,0.68,-0.13,-0.03,-0.20,-0.39,0.15,0.18,0.04
81,0.35,-0.13,-0.04,-0.07,-0.70,0.05,0.09,0.04
82,0.08,-0.14,-0.03,0.10,-0.83,-0.06,0.02,0.04
83,-0.20,-0.15,0.03,0.21,-0.74,-0.14,-0.03,0.04
84,-0.62,-0.15,0.04,0.28,-0.45,-0.16,-0.06,0.04
85,-0.62,-0.16,-0.09,0.27,-0.02,-0.10,-0.08,0.05
86,-0.39,-0.17,0.03,0.16,0.42,0.01,-0.08,0.05
87,-0.14,-0.17,0.08,-0.03,0.74,0.13,-0.08,0.07
88,0.34,-0.18,-0.03,-0.21,0.84,0.22,-0.09,0.08
89,0.74,-0.19,0.03,-0.22,0.72,0.29,-0.11,0.10
90,0.99,-0.20,0.01,-0.15,0.40,0.31,-0.15,0.12
91,0.99,-0.21,-0.01,-0.15,-0.03,0.27,-0.20,0.13
92,0.72,-0.22,-0.02,-0.13,-0.45,0.17,-0.25,0.13
93,0.26,-0.23,-0.03,-0.02,-0.77,0.00,-0.29,0.13
94,-0.43,-0.23,0.00,0.09,-0.90,-0.16,-0.31,0.13
95,-1.01,-0.23,-0.05,0.16,-0.78,-0.28,-0.30,0.13
96,-4.90,-0.23,0.56,0.22,-0.45,-0.32,-0.26,0.12
97,-0.71,-0.23,-1.88,0.23,0.01,-0.30,-0.21,0.12
98,-0.62,-0.23,1.87,0.16,0.45,-0.22,-0.14,0.12
99,-0.27,-0.23,-0.01,-0.09,0.74,-0.12,-0.08,0.13
100,0.44,-0.24,-0.58,-0.13,0.83,-0.02,-0.04,0.14
101,0.88,-0.24,0.04,0.35,0.71,0.08,-0.01,0.16
102,1.23,-0.24,0.08,-0.03,0.42,0.15,-0.01,0.17
103,1.23,-0.24,0.02,-1.33,0.04,0.16,-0.01,0.18
104,0.93,-0.23,-0.02,-1.01,-0.34,0.11,-0.02,0.18
105,0.35,-0.23,-0.02,0.62,-0.61,0.02,-0.02,0.17
106,-0.71,-0.22,0.03,1.02,-0.76,-0.08,-0.01,0.17
107,-1.01,-0.21,-0.20,0.56,-0.71,-0.13,0.01,0.16
108,-0.34,-0.20,-0.03,0.28,-0.44,-0.13,0.05,0.15
109,-0.17,-0.19,0.35,-0.01,-0.09,-0.08,0.09,0.15
110,-0.07,-0.19,-0.02,-0.13,0.44,0.01,0.13,0.15
111,0.47,-0.18,-0.19,-0.03,0.93,0.11,0.15,0.15
112,0.82,-0.18,0.09,-0.09,1.10,0.22,0.16,0.17
113,1.13,-0.18,0.02,-0.44,1.02,0.30,0.14,0.18
114,1.31,-0.18,-0.01,-0.63,0.43,0.33,0.11,0.20
115,1.30,-0.17,0.00,-0.22,-0.47,0.29,0.06,0.21
116,1.22,-0.17,-0.03,0.28,-1.11,0.18,0.02,0.21
117,0.79,-0.16,0.04,0.34,-1.53,0.03,-0.02,0.20
118,0.39,-0.15,-0.06,0.24,-1.40,-0.12,-0.04,0.19
119,-0.34,-0.14,0.04,0.18,-0.75,-0.23,-0.04,0.18
120,-4.85,-0.14,0.58,0.10,-0.05,-0.30,-0.03,0.17
121,-1.01,-0.13,-2.05,0.04,0.69,-0.31,-0.02,0.15
122,-1.01,-0.12,1.86,0.02,1.21,-0.28,0.00,0.14
123,-1.01,-0.12,0.14,-0.17,1.35,-0.20,0.00,0.14
124,0.13,-0.11,-0.73,-0.11,1.21,-0.11,0.00,0.14
125,0.82,-0.10,0.17,0.55,0.73,-0.01,-0.02,0.14
126,1.17,-0.10,0.15,0.25,0.09,0.04,-0.04,0.14
127,1.20,-0.09,-0.07,-1.28,-0.52,0.02,-0.07,0.13
128,0.87,-0.08,-0.05,-1.20,-0.92,-0.01,-0.09,0.11
129,0.48,-0.07,-0.05,0.36,-0.99,-0.04,-0.11,0.09
130,0.02,-0.05,0.00,0.77,-0.83,-0.05,-0.11,0.06
131,-0.23,-0.04,-0.02,0.47,-0.55,-0.01,-0.10,0.03
132,-0.83,-0.03,0.11,0.49,-0.19,0.04,-0.07,0.00
133,-1.01,-0.01,-0.11,0.31,0.09,0.11,-0.04,-0.03
134,-0.83,0.00,-0.02,0.03,0.48,0.22,0.00,-0.05
135,-0.17,0.00,0.03,-0.16,0.91,0.36,0.02,-0.07
136,0.33,0.01,0.13,-0.36,1.09,0.43,0.03,-0.08
137,0.87,0.02,-0.03,-0.33,1.12,0.43,0.02,-0.09
138,1.22,0.02,-0.01,-0.15,0.65,0.32,0.01,-0.10
139,1.21,0.03,0.01,-0.10,-0.23,0.11,-0.02,-0.11
140,0.88,0.04,-0.03,-0.17,-0.97,-0.10,-0.04,-0.13
141,0.26,0.05,-0.03,-0.13,-1.58,-0.29,-0.06,-0.15
142,-0.27,0.06,-0.07,0.09,-1.66,-0.47,-0.07,-0.17
143,-0.55,0.07,-0.02,0.28,-1.12,-0.60,-0.07,-0.20
144,-1.01,0.08,0.11,0.34,-0.44,-0.63,-0.06,-0.23
145,-0.83,0.09,-0.11,0.30,0.36,-0.55,-0.03,-0.25
146,-0.39,0.10,0.05,0.21,1.00,-0.37,0.00,-0.27
147,-0.07,0.10,0.11,0.00,1.29,-0.13,0.02,-0.28
148,0.49,0.11,-0.07,-0.24,1.33,0.06,0.03,-0.29
149,0.97,0.11,0.01,-0.35,1.10,0.20,0.02,-0.29
150,1.21,0.12,0.03,-0.29,0.63,0.25,0.00,-0.28
151,1.23,0.12,-0.02,-0.23,0.04,0.24,-0.02,-0.29
152,0.98,0.13,-0.02,-0.12,-0.54,0.18,-0.04,-0.29
153,0.58,0.13,-0.03,0.11,-0.99,0.08,-0.05,-0.29
154,0.00,0.14,0.00,0.24,-1.17,0.00,-0.05,-0.29
155,-4.85,0.15,0.68,0.23,-1.02,-0.02,-0.04,-0.30
156,-1.01,0.16,-2.18,0.26,-0.59,0.03,-0.01,-0.30
157,-1.01,0.16,1.88,0.23,-0.01,0.13,0.03,-0.31
158,-0.71,0.17,0.13,-0.07,0.55,0.31,0.07,-0.31
159,-0.09,0.17,-0.54,-0.12,0.93,0.51,0.11,-0.29
160,0.45,0.16,-0.03,0.51,1.00,0.64,0.13,-0.28
161,1.18,0.16,0.05,0.26,0.79,0.70,0.13,-0.25
162,1.42,0.16,0.11,-1.34,0.35,0.62,0.10,-0.23
163,1.44,0.16,-0.05,-1.40,-0.18,0.40,0.06,-0.21
164,0.99,0.15,-0.01,0.26,-0.59,0.12,0.03,-0.18
165,0.51,0.15,-0.08,0.92,-0.88,-0.17,0.00,-0.17
166,-0.04,0.15,0.00,0.59,-0.95,-0.47,-0.01,-0.15
167,-0.23,0.15,-0.04,0.34,-0.75,-0.72,-0.01,-0.13
168,-0.23,0.15,0.05,0.12,-0.43,-0.84,0.01,-0.12
169,-0.12,0.15,0.05,0.04,0.14,-0.85,0.03,-0.11
170,-0.39,0.15,0.08,0.03,0.80,-0.72,0.07,-0.09
171,0.12,0.15,-0.21,-0.10,1.20,-0.47,0.10,-0.07
172,0.40,0.14,0.13,-0.25,1.40,-0.23,0.11,-0.05
173,1.01,0.14,-0.02,-0.38,1.02,-0.01,0.10,-0.03
174,1.16,0.13,0.09,-0.34,0.15,0.16,0.08,-0.01
175,1.26,0.13,-0.07,-0.06,-0.66,0.25,0.04,0.01
176,0.97,0.13,0.01,0.17,-1.38,0.25,0.01,0.03
177,0.67,0.13,-0.06,0.13,-1.59,0.20,-0.01,0.05
178,0.18,0.13,0.02,0.03,-1.21,0.14,-0.01,0.06
179,-0.34,0.13,-0.01,0.06,-0.66,0.06,0.01,0.07
180,-0.62,0.13,-0.04,0.16,0.06,0.03,0.05,0.08
181,-0.55,0.14,0.00,0.22,0.70,0.04,0.08,0.09
182,-0.49,0.14,0.09,0.16,1.08,0.08,0.11,0.10
183,-0.49,0.14,0.03,0.01,1.24,0.17,0.14,0.11
184,0.23,0.14,-0.15,-0.10,1.11,0.26,0.13,0.13
185,0.78,0.13,0.14,-0.17,0.73,0.29,0.10,0.14
186,1.12,0.13,0.06,-0.27,0.21,0.25,0.04,0.15
187,1.09,0.13,-0.02,-0.26,-0.29,0.16,-0.04,0.16
188,0.78,0.13,-0.06,-0.06,-0.68,0.03,-0.11,0.17
189,0.27,0.13,-0.03,0.09,-0.89,-0.08,-0.17,0.17
190,-0.17,0.14,-0.04,0.03,-0.89,-0.15,-0.21,0.18
191,-0.49,0.14,0.01,0.05,-0.74,-0.20,-0.22,0.18
192,-0.71,0.14,0.03,0.23,-0.43,-0.20,-0.22,0.18
193,-0.34,0.14,-0.06,0.34,-0.01,-0.10,-0.21,0.18
194,0.04,0.15,0.11,0.25,0.41,0.07,-0.20,0.18
195,0.10,0.15,0.09,0.03,0.72,0.23,-0.19,0.18
196,0.29,0.14,-0.11,-0.20,0.83,0.35,-0.19,0.18
197,0.69,0.14,-0.06,-0.31,0.71,0.37,-0.19,0.18
198,1.13,0.14,0.05,-0.33,0.41,0.25,-0.21,0.18
199,1.17,0.14,0.09,-0.28,0.00,0.10,-0.23,0.18
200,0.85,0.14,-0.02,-0.05,-0.40,-0.09,-0.24,0.17
201,0.27,0.15,-0.06,0.28,-0.72,-0.31,-0.22,0.17
202,-0.09,0.15,-0.09,0.32,-0.86,-0.53,-0.18,0.16
203,-0.09,0.16,-0.01,0.09,-0.76,-0.67,-0.09,0.16
204,-0.23,0.16,0.13,-0.03,-0.45,-0.71,0.00,0.16
205,-0.39,0.17,0.01,0.07,0.03,-0.60,0.09,0.16
206,-0.43,0.17,-0.06,0.21,0.52,-0.36,0.17,0.16
207,-0.39,0.17,0.00,0.14,0.84,-0.11,0.24,0.17
208,0.33,0.17,-0.08,-0.16,0.89,0.12,0.29,0.17
209,0.82,0.17,0.16,-0.37,0.66,0.32,0.31,0.17
210,1.05,0.17,0.04,-0.26,0.25,0.44,0.30,0.17
211,1.03,0.17,-0.06,0.00,-0.19,0.48,0.26,0.17
212,0.92,0.17,-0.07,0.13,-0.52,0.44,0.23,0.16
213,0.74,0.17,-0.01,0.03,-0.69,0.33,0.19,0.15
214,0.43,0.18,0.03,-0.11,-0.67,0.17,0.16,0.14
215,-0.17,0.18,0.03,-0.02,-0.49,0.05,0.15,0.13
216,-4.85,0.19,0.61,0.23,-0.21,-0.02,0.15,0.12
217,-4.85,0.19,-1.51,0.33,0.14,-0.02,0.16,0.12
218,-4.85,0.19,0.55,0.20,0.45,0.03,0.15,0.11
219,-0.27,0.19,-0.19,-0.14,0.65,0.11,0.12,0.11
220,0.38,0.19,1.40,-0.30,0.66,0.19,0.08,0.11
221,0.69,0.19,-0.45,0.33,0.50,0.24,0.02,0.10
222,1.25,0.20,-0.65,0.84,0.22,0.24,-0.05,0.09
223,1.25,0.20,0.12,-0.26,-0.11,0.18,-0.13,0.08
224,1.15,0.20,0.07,-1.97,-0.37,0.08,-0.19,0.07
225,0.39,0.21,0.08,-1.82,-0.54,-0.06,-0.24,0.05
226,-0.27,0.22,-0.12,0.34,-0.62,-0.20,-0.25,0.04
227,-4.85,0.23,0.63,2.02,-0.59,-0.31,-0.22,0.02
228,-0.43,0.24,-2.12,1.69,-0.47,-0.36,-0.18,0.02
229,-0.43,0.24,2.06,0.52,-0.28,-0.34,-0.11,0.01
230,-0.34,0.25,0.06,-0.37,0.11,-0.26,-0.04,0.01
231,-0.27,0.25,-0.59,-0.56,0.66,-0.16,0.01,0.01
232,0.59,0.25,-0.23,0.08,1.22,-0.06,0.04,0.01
233,0.92,0.25,0.32,-0.16,1.62,0.02,0.05,0.01
234,1.18,0.26,0.01,-1.59,1.40,0.06,0.04,0.00
235,0.97,0.26,-0.01,-1.23,0.48,0.06,0.03,-0.01
236,0.68,0.26,-0.08,0.71,-0.85,0.02,0.02,-0.03
237,0.04,0.27,0.02,1.19,-2.18,-0.05,0.02,-0.05
238,-0.71,0.27,-0.02,0.49,-2.72,-0.12,0.04,-0.07
239,-4.82,0.28,0.52,0.13,-2.25,-0.16,0.08,-0.08
240,-4.82,0.29,-1.26,0.04,-1.08,-0.13,0.12,-0.09
241,-0.62,0.29,-0.18,0.03,0.52,-0.05,0.16,-0.10
242,-0.30,0.29,1.86,-0.10,1.81,0.05,0.19,-0.10
243,0.00,0.29,-0.44,-0.23,2.39,0.14,0.19,-0.10
244,0.51,0.29,-0.66,0.38,2.36,0.20,0.17,-0.10
245,1.00,0.29,0.03,0.66,1.59,0.24,0.12,-0.10
246,1.31,0.28,0.16,-1.00,0.42,0.24,0.05,-0.10
247,1.23,0.28,0.05,-2.23,-0.58,0.16,-0.03,-0.10
248,0.89,0.28,-0.05,-0.50,-1.36,0.01,-0.10,-0.10
249,0.35,0.28,-0.04,1.56,-1.61,-0.14,-0.15,-0.11
250,-0.07,0.28,-0.05,1.48,-1.33,-0.22,-0.17,-0.11
251,-0.17,0.28,-0.02,0.57,-0.89,-0.20,-0.18,-0.11
252,-0.49,0.28,0.13,-0.03,-0.33,-0.08,-0.17,-0.10
253,-0.34,0.28,-0.09,-0.29,0.29,0.07,-0.15,-0.09
254,-0.43,0.28,0.09,-0.25,0.96,0.22,-0.14,-0.08
255,-0.20,0.27,-0.06,-0.19,1.48,0.41,-0.13,-0.07
256,0.33,0.26,-0.03,-0.26,1.62,0.61,-0.13,-0.05
257,0.66,0.25,0.11,-0.27,1.19,0.72,-0.15,-0.04
258,1.02,0.25,-0.03,-0.17,0.04,0.64,-0.17,-0.04
259,0.92,0.24,0.04,-0.03,-1.17,0.38,-0.19,-0.04
260,0.69,0.23,-0.06,0.09,-1.98,0.01,-0.19,-0.05
261,0.00,0.23,0.02,0.09,-2.14,-0.36,-0.18,-0.05
262,-0.55,0.22,-0.09,0.03,-1.44,-0.61,-0.13,-0.06
263,-4.80,0.22,0.62,0.06,-0.42,-0.84,-0.08,-0.06
264,-0.83,0.21,-1.96,0.18,0.50,-1.01,-0.01,-0.06
265,-0.43,0.21,1.79,0.24,1.18,-1.05,0.06,-0.06
266,-0.30,0.20,0.20,0.07,1.45,-0.89,0.12,-0.05
267,-0.30,0.19,-0.55,0.02,1.40,-0.61,0.17,-0.03
268,0.13,0.18,-0.23,0.47,1.14,-0.25,0.21,-0.02
269,0.90,0.17,0.10,0.06,0.72,0.03,0.22,-0.01
270,1.30,0.16,0.20,-1.45,0.17,0.15,0.22,0.00
271,1.41,0.15,-0.01,-1.30,-0.36,0.22,0.20,0.00
272,1.23,0.15,-0.06,0.57,-0.73,0.28,0.18,0.00
273,0.79,0.14,-0.03,1.22,-0.99,0.31,0.16,-0.01
274,0.46,0.14,-0.06,0.55,-1.05,0.31,0.15,-0.01
275,-0.07,0.14,0.06,-0.02,-0.88,0.32,0.15,-0.01
276,-0.07,0.13,-0.09,-0.18,-0.58,0.32,0.15,-0.01
277,-0.30,0.13,0.12,-0.04,-0.01,0.39,0.15,-0.01
278,-0.39,0.12,-0.02,0.11,0.68,0.59,0.14,0.00
279,-0.23,0.12,-0.05,0.05,1.09,0.76,0.13,0.01
280,0.49,0.11,-0.04,-0.08,1.23,0.82,0.11,0.01
281,0.97,0.10,0.16,-0.23,0.80,0.75,0.07,0.01
282,1.25,0.09,0.02,-0.29,-0.04,0.52,0.01,0.00
283,1.23,0.09,-0.04,-0.15,-0.72,0.20,-0.05,-0.02
284,0.93,0.08,-0.04,0.03,-1.19,-0.12,-0.12,-0.04
285,0.51,0.08,-0.04,0.01,-1.19,-0.45,-0.17,-0.05
286,-0.14,0.08,0.02,-0.07,-0.76,-0.77,-0.20,-0.07
287,-0.39,0.08,-0.09,0.06,-0.32,-0.99,-0.21,-0.08
288,-0.34,0.07,0.02,0.28,0.15,-1.06,-0.20,-0.09
289,-0.27,0.07,0.10,0.34,0.54,-0.95,-0.17,-0.09
290,-0.49,0.06,0.06,0.22,0.80,-0.66,-0.11,-0.08
291,-0.14,0.06,-0.17,0.05,0.97,-0.30,-0.05,-0.07
292,0.37,0.05,0.04,-0.14,0.97,0.02,0.00,-0.07
293,0.92,0.04,0.08,-0.36,0.77,0.26,0.04,-0.06
294,1.15,0.03,0.06,-0.41,0.37,0.42,0.05,-0.06
295,1.32,0.03,-0.07,-0.14,-0.09,0.51,0.05,-0.06
296,1.17,0.03,0.00,0.14,-0.53,0.51,0.04,-0.07
297,0.89,0.03,-0.03,0.12,-0.86,0.45,0.04,-0.07
298,0.30,0.03,0.02,-0.01,-0.98,0.36,0.06,-0.08
299,-0.83,0.03,0.04,0.05,-0.89,0.26,0.10,-0.08
300,-1.01,0.03,-0.26,0.19,-0.57,0.19,0.16,-0.08
301,-0.49,0.03,0.04,0.23,-0.08,0.21,0.23,-0.08
302,-0.07,0.02,0.25,0.13,0.42,0.30,0.29,-0.07
303,0.18,0.02,0.04,0.02,0.76,0.35,0.34,-0.06
304,0.38,0.01,-0.10,0.04,0.85,0.36,0.35,-0.04
305,0.91,0.01,-0.11,-0.02,0.67,0.27,0.32,-0.04
306,1.26,0.00,0.09,-0.39,0.32,0.08,0.24,-0.04
307,1.41,0.00,0.04,-0.63,-0.07,-0.12,0.13,-0.04
308,1.03,0.00,0.02,-0.27,-0.40,-0.33,0.02,-0.05
309,0.55,0.01,-0.10,0.28,-0.62,-0.55,-0.09,-0.05
310,-0.30,0.01,0.02,0.44,-0.71,-0.77,-0.16,-0.06
311,-0.39,0.01,-0.16,0.26,-0.64,-0.89,-0.19,-0.06
312,-0.62,0.02,0.16,0.08,-0.41,-0.88,-0.21,-0.06
313,-0.62,0.02,0.02,0.08,-0.03,-0.72,-0.19,-0.04
314,-0.49,0.02,-0.01,0.14,0.43,-0.44,-0.17,-0.03
315,-0.43,0.02,0.03,0.12,0.81,-0.15,-0.18,0.00
316,0.66,0.01,-0.18,-0.09,0.97,0.11,-0.20,0.02
317,0.95,0.01,0.30,-0.36,0.84,0.33,-0.25,0.03
318,1.25,0.02,-0.07,-0.40,0.41,0.49,-0.33,0.04
319,1.13,0.02,-0.04,-0.17,-0.14,0.57,-0.39,0.05
320,0.97,0.02,-0.07,0.07,-0.63,0.55,-0.44,0.05
321,0.57,0.03,0.02,0.08,-0.93,0.45,-0.46,0.04
322,-0.09,0.04,0.02,0.00,-0.93,0.30,-0.41,0.04
323,-0.43,0.05,-0.10,0.13,-0.70,0.18,-0.34,0.03
324,-0.39,0.06,-0.01,0.34,-0.30,0.10,-0.24,0.03
325,-0.04,0.07,0.06,0.30,0.16,0.07,-0.14,0.04
326,-0.02,0.07,0.14,0.10,0.58,0.09,-0.05,0.05
327,-0.04,0.08,-0.06,-0.04,0.86,0.12,0.00,0.06
328,0.50,0.08,-0.16,-0.12,0.91,0.15,0.03,0.07
329,0.95,0.09,0.11,-0.28,0.71,0.16,0.01,0.08
330,1.23,0.09,0.07,-0.41,0.33,0.13,-0.04,0.08
331,1.29,0.10,-0.02,-0.26,-0.16,0.05,-0.09,0.07
332,0.97,0.11,-0.01,0.12,-0.58,-0.06,-0.12,0.06
333,0.56,0.12,-0.06,0.29,-0.86,-0.19,-0.13,0.05
334,-0.71,0.13,0.11,0.12,-0.93,-0.31,-0.10,0.04
335,-4.80,0.14,0.33,0.00,-0.74,-0.37,-0.06,0.03
336,-4.80,0.15,-1.22,0.10,-0.36,-0.38,0.00,0.02
337,-0.83,0.16,-0.08,0.21,0.14,-0.33,0.05,0.02
338,-0.71,0.16,1.82,0.05,0.62,-0.20,0.08,0.03
339,-0.14,0.17,-0.54,-0.03,0.89,-0.06,0.10,0.03
340,0.15,0.17,-0.49,0.55,0.90,0.08,0.10,0.04
341,1.01,0.17,-0.11,0.64,0.64,0.17,0.09,0.04
342,1.22,0.18,0.28,-1.16,0.24,0.20,0.07,0.04
343,1.23,0.18,-0.02,-2.32,-0.18,0.17,0.06,0.03
344,0.69,0.19,-0.02,-0.55,-0.47,0.10,0.06,0.02
345,0.25,0.19,-0.12,1.49,-0.66,0.00,0.09,0.00
346,-0.09,0.20,-0.01,1.45,-0.74,-0.10,0.16,-0.02
347,-0.34,0.21,0.05,0.58,-0.68,-0.18,0.23,-0.03
348,-0.71,0.22,0.06,0.03,-0.50,-0.21,0.29,-0.03
349,-0.71,0.23,-0.08,-0.17,-0.07,-0.15,0.35,-0.03
350,-0.55,0.23,0.02,-0.16,0.65,-0.04,0.39,-0.03
351,-0.12,0.23,0.01,-0.23,1.27,0.09,0.40,-0.02
352,0.54,0.24,0.01,-0.34,1.56,0.20,0.39,-0.02
353,1.06,0.24,0.06,-0.28,1.25,0.26,0.35,-0.01
354,1.34,0.24,0.01,-0.12,0.20,0.28,0.28,-0.02
355,1.35,0.25,-0.03,-0.04,-1.00,0.24,0.22,-0.02
356,1.09,0.25,-0.03,-0.02,-1.87,0.14,0.15,-0.03
357,0.74,0.26,-0.04,0.00,-2.12,0.01,0.09,-0.05
358,0.38,0.27,-0.01,0.05,-1.53,-0.12,0.04,-0.06
359,0.00,0.27,0.02,0.18,-0.56,-0.22,0.01,-0.07
360,-0.17,0.28,-0.02,0.30,0.38,-0.26,-0.01,-0.07
361,-0.71,0.28,0.10,0.29,1.11,-0.24,-0.03,-0.07
362,-0.14,0.28,-0.23,0.15,1.45,-0.18,-0.05,-0.06
363,0.15,0.28,0.21,-0.05,1.46,-0.09,-0.08,-0.05
364,0.45,0.28,0.04,-0.22,1.26,0.01,-0.10,-0.04
365,0.87,0.28,-0.08,-0.27,0.84,0.08,-0.14,-0.04
366,1.17,0.29,0.02,-0.16,0.27,0.07,-0.18,-0.03
367,1.34,0.29,0.01,-0.10,-0.32,0.03,-0.21,-0.03
368,1.01,0.29,0.05,-0.17,-0.82,-0.02,-0.22,-0.03
369,0.49,0.30,-0.07,-0.08,-1.12,-0.05,-0.21,-0.03
370,-0.71,0.30,0.05,0.16,-1.15,-0.03,-0.18,-0.03
371,-0.49,0.31,-0.34,0.24,-0.91,0.03,-0.13,-0.02
