Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
0.64,-0.13,0.25,0.15,-0.50,-0.29,-0.23,-0.05
0.15,-0.13,0.13,-0.30,-0.60,-0.49,-0.17,-0.03
-0.03,-0.13,-0.17,-0.31,-0.60,-0.60,-0.09,-0.02
-0.92,-0.14,0.13,0.22,-0.53,-0.62,0.01,-0.01
-0.43,-0.14,-0.30,0.51,-0.32,-0.53,0.11,0.00
-1.53,-0.14,0.46,0.15,0.03,-0.37,0.21,0.01
-0.66,-0.14,-0.48,-0.17,0.32,-0.17,0.31,0.02
-0.43,-0.15,0.30,-0.09,0.52,0.02,0.41,0.03
-0.66,-0.15,0.14,-0.02,0.54,0.19,0.49,0.04
-0.92,-0.15,-0.17,-0.10,0.41,0.29,0.55,0.04
-1.93,-0.16,0.05,-0.11,0.24,0.32,0.59,0.05
-1.53,-0.16,-0.34,-0.08,0.03,0.27,0.61,0.05
-0.92,-0.16,0.19,-0.19,-0.17,0.13,0.61,0.06
-0.43,-0.16,0.20,-0.14,-0.34,-0.06,0.62,0.05
-0.22,-0.16,0.00,0.26,-0.43,-0.26,0.64,0.04
-0.43,-0.16,-0.05,0.53,-0.37,-0.39,0.65,0.02
-0.03,-0.16,-0.21,0.28,-0.19,-0.43,0.67,0.00
-0.44,-0.15,0.23,-0.31,0.08,-0.38,0.66,-0.03
-0.66,-0.15,-0.10,-0.62,0.33,-0.28,0.64,-0.05
-0.43,-0.15,-0.11,-0.25,0.46,-0.16,0.58,-0.07
-0.03,-0.14,0.09,0.30,0.46,-0.02,0.51,-0.08
0.49,-0.14,0.06,0.41,0.30,0.12,0.42,-0.09
-0.03,-0.14,0.18,0.21,0.03,0.23,0.31,-0.09
0.79,-0.13,-0.42,0.08,-0.25,0.28,0.20,-0.09
0.49,-0.13,0.33,-0.05,-0.47,0.23,0.08,-0.09
0.64,-0.13,-0.13,-0.32,-0.48,0.11,-0.04,-0.09
-0.43,-0.12,0.17,-0.37,-0.32,-0.01,-0.15,-0.10
0.15,-0.11,-0.44,-0.02,-0.09,-0.11,-0.24,-0.11
0.79,-0.10,0.21,0.25,0.09,-0.15,-0.32,-0.12
0.64,-0.09,0.31,0.13,0.05,-0.16,-0.39,-0.14
-0.44,-0.08,-0.02,0.03,-0.09,-0.14,-0.46,-0.16
-2.44,-0.08,-0.13,0.21,-0.22,-0.11,-0.53,-0.17
-1.21,-0.07,-0.74,0.16,-0.20,-0.05,-0.59,-0.19
1.07,-0.06,0.41,-0.34,0.02,0.05,-0.64,-0.19
2.21,-0.05,0.71,-0.58,0.29,0.12,-0.68,-0.19
2.21,-0.05,-0.05,0.03,0.47,0.15,-0.69,-0.19
1.20,-0.04,-0.29,0.85,0.45,0.12,-0.69,-0.19
0.64,-0.03,-0.35,0.56,0.26,0.07,-0.68,-0.19
0.93,-0.02,-0.05,-0.84,0.02,0.05,-0.65,-0.19
1.07,-0.01,0.31,-1.45,-0.15,0.06,-0.59,-0.18
0.15,0.00,0.24,-0.27,-0.17,0.10,-0.50,-0.17
-0.03,0.01,-0.37,1.22,-0.09,0.13,-0.40,-0.16
-0.66,0.02,0.10,1.45,0.01,0.18,-0.29,-0.15
0.15,0.03,-0.21,0.41,0.05,0.25,-0.19,-0.13
-0.66,0.04,0.50,-0.73,0.03,0.35,-0.10,-0.10
-0.92,0.04,-0.27,-0.84,0.03,0.42,-0.03,-0.08
-1.93,0.05,0.04,-0.20,0.15,0.43,0.04,-0.04
-1.53,0.05,-0.30,0.13,0.29,0.38,0.09,0.00
-0.03,0.05,0.04,-0.05,0.32,0.27,0.14,0.03
0.15,0.06,0.55,-0.19,0.09,0.15,0.18,0.07
0.15,0.06,-0.17,0.08,-0.45,0.01,0.22,0.10
-0.22,0.07,-0.17,0.43,-0.92,-0.15,0.26,0.13
-0.43,0.08,-0.10,0.26,-1.06,-0.32,0.30,0.16
-0.03,0.09,-0.05,-0.40,-0.71,-0.46,0.36,0.18
0.33,0.09,0.16,-0.67,0.03,-0.56,0.40,0.20
0.33,0.10,0.11,-0.04,0.72,-0.60,0.42,0.21
-0.03,0.11,-0.04,0.67,1.06,-0.60,0.42,0.23
0.64,0.11,-0.28,0.65,0.99,-0.59,0.40,0.24
0.64,0.12,0.28,0.10,0.61,-0.57,0.36,0.25
0.79,0.12,-0.04,-0.43,0.22,-0.51,0.31,0.27
-0.66,0.13,0.20,-0.46,-0.05,-0.41,0.27,0.28
-0.66,0.14,-0.52,-0.02,-0.18,-0.29,0.23,0.30
-0.03,0.14,0.05,0.19,-0.24,-0.19,0.20,0.31
0.15,0.16,0.37,-0.04,-0.34,-0.08,0.18,0.32
0.49,0.17,-0.07,-0.12,-0.47,0.04,0.18,0.33
-0.44,0.18,0.13,0.24,-0.63,0.21,0.18,0.34
-0.66,0.19,-0.35,0.42,-0.70,0.39,0.17,0.35
-1.54,0.20,0.14,-0.08,-0.56,0.53,0.14,0.34
-1.54,0.21,-0.15,-0.62,-0.26,0.59,0.09,0.34
-1.21,0.22,0.07,-0.42,0.16,0.61,0.02,0.33
-0.66,0.23,0.10,0.19,0.50,0.62,-0.06,0.32
0.15,0.24,0.00,0.53,0.60,0.58,-0.13,0.31
0.49,0.25,0.10,0.42,0.50,0.47,-0.20,0.29
-0.03,0.26,0.05,0.02,0.28,0.26,-0.25,0.27
-0.92,0.27,-0.15,-0.37,0.10,0.01,-0.28,0.25
-0.44,0.28,-0.34,-0.51,0.08,-0.19,-0.30,0.22
-0.03,0.29,0.29,-0.34,0.15,-0.30,-0.31,0.19
-0.03,0.30,0.21,-0.01,0.22,-0.34,-0.32,0.16
-1.20,0.31,0.07,0.44,0.20,-0.35,-0.32,0.12
0.15,0.32,-0.70,0.78,0.01,-0.31,-0.32,0.09
1.45,0.33,0.38,0.43,-0.22,-0.18,-0.32,0.06
2.11,0.33,0.36,-0.46,-0.38,0.04,-0.32,0.02
1.68,0.34,-0.01,-0.72,-0.33,0.30,-0.31,-0.01
0.64,0.34,-0.23,-0.03,-0.08,0.48,-0.28,-0.04
0.15,0.34,-0.27,0.34,0.18,0.56,-0.24,-0.06
-0.66,0.35,0.18,-0.24,0.28,0.57,-0.17,-0.08
-0.66,0.35,-0.07,-0.56,0.09,0.51,-0.09,-0.10
-0.66,0.36,0.13,0.12,-0.28,0.38,-0.01,-0.12
0.33,0.36,-0.10,0.84,-0.59,0.18,0.09,-0.12
0.49,0.37,0.28,0.74,-0.64,-0.08,0.17,-0.13
-0.22,0.37,0.04,0.06,-0.37,-0.34,0.25,-0.13
0.15,0.37,-0.45,-0.50,0.06,-0.54,0.32,-0.13
0.15,0.37,0.19,-0.67,0.46,-0.68,0.37,-0.13
1.57,0.37,-0.15,-0.62,0.67,-0.77,0.41,-0.13
0.79,0.37,0.57,-0.29,0.61,-0.80,0.44,-0.14
0.64,0.36,-0.41,0.37,0.33,-0.75,0.47,-0.14
-1.93,0.36,0.28,0.79,-0.07,-0.63,0.47,-0.15
-0.03,0.36,-1.06,0.40,-0.46,-0.46,0.46,-0.15
0.49,0.35,0.89,-0.28,-0.61,-0.30,0.43,-0.16
1.45,0.35,0.13,-0.47,-0.45,-0.14,0.39,-0.15
0.93,0.35,0.09,0.06,0.02,0.02,0.35,-0.15
0.15,0.34,-0.28,0.72,0.59,0.20,0.29,-0.13
-1.54,0.34,-0.01,0.41,0.92,0.37,0.22,-0.12
-1.54,0.33,-0.40,-0.76,0.84,0.48,0.13,-0.10
-0.44,0.32,0.12,-1.12,0.39,0.54,0.04,-0.08
0.93,0.31,0.35,-0.20,-0.19,0.56,-0.05,-0.06
1.07,0.30,0.29,0.76,-0.65,0.58,-0.13,-0.05
1.33,0.29,-0.33,1.07,-0.82,0.56,-0.21,-0.03
0.79,0.28,-0.01,0.58,-0.76,0.50,-0.29,-0.01
0.33,0.28,-0.11,-0.59,-0.58,0.39,-0.37,0.01
-0.92,0.27,0.12,-1.32,-0.29,0.23,-0.44,0.03
-1.53,0.27,-0.20,-0.76,0.07,0.07,-0.50,0.06
-1.53,0.26,-0.02,0.40,0.42,-0.06,-0.54,0.08
-1.20,0.26,0.14,0.95,0.66,-0.17,-0.55,0.10
-1.93,0.26,0.28,0.74,0.58,-0.27,-0.54,0.13
-0.66,0.25,-0.54,0.32,0.20,-0.39,-0.52,0.14
0.49,0.24,0.25,-0.08,-0.19,-0.49,-0.49,0.16
1.33,0.23,0.21,-0.54,-0.35,-0.54,-0.45,0.16
0.64,0.23,0.13,-0.79,-0.13,-0.53,-0.40,0.17
0.33,0.22,-0.42,-0.38,0.31,-0.47,-0.34,0.16
-0.22,0.21,0.00,0.15,0.53,-0.40,-0.27,0.16
-0.22,0.20,-0.02,0.03,0.30,-0.33,-0.21,0.14
-1.54,0.20,0.34,-0.13,-0.27,-0.23,-0.15,0.13
-1.21,0.19,-0.46,0.39,-0.82,-0.08,-0.08,0.11
-1.21,0.19,0.23,0.85,-0.96,0.12,0.00,0.10
-0.92,0.18,0.06,0.53,-0.56,0.32,0.09,0.09
-1.54,0.17,0.14,-0.17,0.17,0.48,0.19,0.09
-1.20,0.16,-0.34,-0.43,0.81,0.54,0.27,0.08
0.64,0.15,-0.15,-0.33,1.13,0.55,0.35,0.08
0.33,0.14,0.73,-0.40,1.00,0.54,0.41,0.07
1.33,0.13,-0.50,-0.40,0.49,0.50,0.44,0.07
0.93,0.12,0.20,0.10,-0.15,0.42,0.46,0.06
1.07,0.11,-0.20,0.45,-0.77,0.26,0.47,0.04
0.15,0.10,0.17,0.06,-1.19,0.05,0.47,0.02
-0.92,0.09,-0.09,-0.28,-1.21,-0.13,0.45,0.00
-0.92,0.08,-0.26,0.06,-0.84,-0.21,0.42,-0.01
-1.93,0.08,0.39,0.40,-0.18,-0.21,0.39,-0.03
-3.22,0.07,-0.01,0.30,0.55,-0.17,0.36,-0.04
-0.92,0.06,-0.75,0.20,1.05,-0.14,0.33,-0.04
0.64,0.04,0.75,0.14,1.18,-0.15,0.30,-0.05
1.20,0.03,0.35,-0.21,0.95,-0.13,0.25,-0.06
1.33,0.02,-0.32,-0.45,0.51,-0.07,0.20,-0.07
0.64,0.01,-0.12,-0.13,0.02,-0.02,0.14,-0.08
1.20,0.00,-0.34,-0.15,-0.39,-0.02,0.08,-0.10
0.64,-0.02,0.41,-0.81,-0.69,-0.09,0.02,-0.12
0.64,-0.03,-0.13,-0.59,-0.90,-0.18,-0.04,-0.14
-0.66,-0.03,0.20,0.66,-0.93,-0.23,-0.09,-0.15
-0.66,-0.04,-0.39,1.30,-0.78,-0.18,-0.12,-0.17
-0.66,-0.05,0.14,0.81,-0.42,-0.09,-0.14,-0.17
-0.66,-0.06,0.15,-0.07,0.16,0.01,-0.14,-0.17
-0.92,-0.07,0.03,-0.54,0.73,0.09,-0.13,-0.17
-0.66,-0.08,-0.17,-0.35,1.21,0.15,-0.12,-0.16
-0.43,-0.09,0.07,-0.10,1.41,0.20,-0.11,-0.15
0.93,-0.10,-0.14,-0.22,1.13,0.23,-0.09,-0.14
2.68,-0.11,0.12,-0.34,0.54,0.22,-0.08,-0.13
3.43,-0.13,0.30,-0.09,-0.37,0.12,-0.08,-0.12
2.86,-0.14,0.01,0.20,-1.23,-0.03,-0.09,-0.12
1.45,-0.15,-0.24,0.23,-1.65,-0.19,-0.11,-0.11
0.49,-0.15,-0.30,0.03,-1.57,-0.30,-0.12,-0.11
0.15,-0.16,0.01,-0.30,-0.94,-0.33,-0.14,-0.11
-0.44,-0.16,0.28,-0.29,-0.03,-0.29,-0.14,-0.10
-1.54,-0.17,0.11,0.37,0.74,-0.19,-0.14,-0.09
-1.54,-0.17,-0.33,1.04,1.19,-0.08,-0.14,-0.08
-1.21,-0.18,0.09,0.83,1.24,0.04,-0.16,-0.07
0.15,-0.19,0.00,-0.18,1.00,0.14,-0.18,-0.06
1.45,-0.19,0.19,-0.96,0.62,0.22,-0.21,-0.05
1.45,-0.20,0.23,-0.79,0.22,0.23,-0.24,-0.04
1.20,-0.20,-0.27,-0.22,-0.14,0.15,-0.26,-0.03
-0.03,-0.20,-0.02,-0.04,-0.52,0.00,-0.29,-0.03
-0.43,-0.20,-0.27,-0.19,-0.87,-0.16,-0.32,-0.03
-0.66,-0.20,0.11,-0.21,-1.16,-0.28,-0.33,-0.04
-1.20,-0.20,0.21,0.17,-1.27,-0.30,-0.32,-0.04
-0.43,-0.20,-0.26,0.78,-1.01,-0.24,-0.29,-0.04
-0.92,-0.20,0.38,0.98,-0.36,-0.12,-0.25,-0.04
-0.66,-0.20,-0.25,0.48,0.52,0.03,-0.19,-0.03
-1.21,-0.20,0.12,-0.31,1.37,0.21,-0.14,-0.02
-0.22,-0.20,-0.33,-0.76,1.85,0.38,-0.09,0.00
-0.43,-0.20,0.41,-0.70,1.77,0.48,-0.05,0.01
-0.43,-0.20,-0.11,-0.39,1.21,0.46,0.00,0.02
-0.43,-0.20,-0.10,0.09,0.29,0.33,0.05,0.03
0.33,-0.20,-0.10,0.46,-0.69,0.11,0.09,0.03
-0.22,-0.19,0.37,0.28,-1.50,-0.09,0.12,0.03
-0.03,-0.19,-0.30,-0.06,-1.92,-0.25,0.15,0.03
-0.92,-0.18,0.17,0.00,-1.75,-0.36,0.18,0.03
-0.03,-0.18,-0.39,0.16,-1.06,-0.39,0.22,0.03
-1.21,-0.18,0.58,-0.02,-0.06,-0.30,0.27,0.04
-0.66,-0.18,-0.49,-0.17,0.86,-0.12,0.31,0.04
-1.54,-0.17,0.34,0.05,1.34,0.12,0.33,0.04
-0.92,-0.17,-0.33,0.20,1.29,0.33,0.34,0.04
0.64,-0.17,-0.01,0.01,0.83,0.42,0.33,0.04
1.07,-0.17,0.48,-0.18,0.25,0.40,0.32,0.04
1.68,-0.17,-0.19,-0.12,-0.20,0.30,0.30,0.04
0.33,-0.17,0.17,0.05,-0.45,0.12,0.27,0.03
0.15,-0.16,-0.52,0.05,-0.51,-0.13,0.24,0.02
-0.43,-0.16,0.15,-0.26,-0.49,-0.40,0.21,0.00
0.49,-0.16,-0.13,-0.46,-0.40,-0.60,0.18,-0.01
0.93,-0.15,0.34,-0.03,-0.27,-0.66,0.17,-0.02
0.49,-0.15,0.16,0.67,-0.10,-0.53,0.18,-0.03
-0.03,-0.15,-0.25,0.86,0.08,-0.29,0.20,-0.04
-0.43,-0.15,-0.13,0.34,0.23,-0.01,0.21,-0.04
0.79,-0.15,-0.20,-0.50,0.36,0.28,0.21,-0.04
1.07,-0.15,0.49,-0.95,0.44,0.54,0.18,-0.03
0.93,-0.15,0.03,-0.52,0.48,0.74,0.14,-0.03
0.33,-0.15,-0.15,0.36,0.40,0.83,0.09,-0.03
1.45,-0.14,-0.41,0.70,0.14,0.75,0.04,-0.03
2.21,-0.14,0.38,0.12,-0.23,0.52,-0.01,-0.03
2.50,-0.14,0.19,-0.53,-0.64,0.23,-0.06,-0.04
1.33,-0.13,0.07,-0.31,-0.83,-0.03,-0.09,-0.05
0.33,-0.13,-0.37,0.39,-0.68,-0.23,-0.11,-0.06
-0.66,-0.12,-0.06,0.42,-0.24,-0.35,-0.10,-0.07
-0.92,-0.12,-0.01,-0.24,0.32,-0.40,-0.09,-0.08
-0.22,-0.11,0.03,-0.45,0.69,-0.39,-0.09,-0.08
-0.22,-0.11,0.35,0.13,0.73,-0.31,-0.11,-0.09
0.49,-0.11,-0.20,0.67,0.50,-0.19,-0.15,-0.10
-0.03,-0.10,0.20,0.51,0.18,-0.08,-0.20,-0.10
1.07,-0.09,-0.44,-0.16,-0.05,-0.03,-0.26,-0.11
1.33,-0.08,0.32,-0.77,-0.16,-0.05,-0.31,-0.11
2.50,-0.07,-0.14,-0.82,-0.17,-0.11,-0.34,-0.11
2.01,-0.06,0.34,-0.27,-0.22,-0.21,-0.35,-0.11
1.33,-0.05,-0.21,0.39,-0.29,-0.29,-0.34,-0.11
-0.43,-0.04,-0.01,0.59,-0.37,-0.33,-0.30,-0.10
-0.66,-0.03,-0.41,0.28,-0.41,-0.32,-0.24,-0.09
-0.44,-0.02,0.18,-0.11,-0.34,-0.26,-0.19,-0.08
-0.22,-0.01,0.27,-0.12,-0.12,-0.16,-0.15,-0.06
-0.66,0.00,0.11,0.26,0.25,-0.05,-0.12,-0.04
-0.66,0.00,-0.26,0.58,0.66,0.04,-0.12,-0.02
-1.54,0.01,0.14,0.30,0.93,0.14,-0.13,0.00
0.33,0.02,-0.54,-0.54,0.89,0.19,-0.15,0.03
0.93,0.03,0.64,-1.00,0.48,0.19,-0.17,0.05
1.90,0.04,-0.05,-0.55,-0.12,0.12,-0.18,0.06
1.33,0.04,0.12,0.24,-0.69,0.00,-0.18,0.08
1.33,0.05,-0.38,0.64,-1.03,-0.09,-0.15,0.09
0.49,0.06,0.13,0.32,-1.08,-0.11,-0.11,0.11
-0.43,0.07,-0.03,-0.36,-0.91,-0.07,-0.06,0.11
-1.20,0.07,-0.07,-0.42,-0.55,-0.01,-0.02,0.12
-1.53,0.07,-0.02,0.24,-0.03,0.04,0.00,0.13
-0.43,0.08,-0.11,0.66,0.57,0.11,0.00,0.13
0.33,0.08,0.35,0.47,1.08,0.21,-0.02,0.14
1.07,0.08,0.03,0.10,1.30,0.32,-0.04,0.14
1.33,0.09,-0.04,-0.16,1.09,0.36,-0.07,0.15
1.07,0.09,-0.04,-0.38,0.59,0.30,-0.09,0.16
0.93,0.09,-0.15,-0.65,0.01,0.16,-0.10,0.17
0.64,0.10,0.03,-0.70,-0.47,0.03,-0.09,0.18
-0.03,0.10,0.09,-0.24,-0.75,-0.04,-0.05,0.18
-0.92,0.10,-0.03,0.44,-0.93,-0.07,0.02,0.19
-2.44,0.10,0.04,0.80,-1.04,-0.09,0.10,0.20
-0.92,0.10,-0.60,0.68,-0.97,-0.09,0.18,0.21
-0.44,0.10,0.69,0.20,-0.65,-0.02,0.25,0.21
0.93,0.10,-0.06,-0.25,-0.02,0.13,0.29,0.21
1.20,0.09,0.14,-0.25,0.77,0.32,0.32,0.20
1.33,0.09,-0.17,0.00,1.37,0.44,0.33,0.19
0.79,0.09,-0.02,-0.20,1.52,0.45,0.34,0.18
0.64,0.10,-0.17,-0.74,1.13,0.35,0.35,0.16
0.33,0.10,0.09,-0.67,0.33,0.20,0.36,0.14
0.64,0.10,-0.05,0.08,-0.55,0.04,0.39,0.11
0.33,0.10,0.21,0.72,-1.16,-0.14,0.42,0.09
0.15,0.10,-0.09,0.89,-1.34,-0.34,0.46,0.06
-0.43,0.11,0.02,0.57,-1.04,-0.53,0.51,0.04
-0.92,0.11,-0.07,-0.04,-0.42,-0.61,0.54,0.02
0.15,0.11,-0.26,-0.51,0.30,-0.55,0.54,-0.01
-0.44,0.11,0.58,-0.58,0.92,-0.37,0.50,-0.03
0.33,0.12,-0.39,-0.28,1.19,-0.14,0.44,-0.06
0.33,0.12,0.17,0.14,1.08,0.06,0.36,-0.08
2.01,0.13,-0.29,0.29,0.52,0.20,0.28,-0.10
1.79,0.13,0.54,-0.01,-0.27,0.30,0.19,-0.12
1.33,0.14,-0.18,-0.30,-0.96,0.34,0.12,-0.14
-0.66,0.14,0.00,-0.09,-1.30,0.30,0.05,-0.15
-0.92,0.15,-0.54,0.17,-1.10,0.16,-0.01,-0.15
-1.54,0.15,0.32,-0.01,-0.49,-0.05,-0.06,-0.14
-1.20,0.16,0.01,-0.15,0.19,-0.25,-0.11,-0.14
-0.92,0.16,0.13,0.24,0.70,-0.38,-0.16,-0.14
-0.92,0.16,0.07,0.74,0.85,-0.42,-0.21,-0.14
-0.66,0.16,-0.14,0.56,0.75,-0.38,-0.28,-0.14
-0.66,0.16,0.04,-0.28,0.54,-0.30,-0.35,-0.14
-0.22,0.16,-0.09,-0.88,0.33,-0.18,-0.42,-0.14
-0.92,0.17,0.24,-0.80,0.16,-0.05,-0.48,-0.15
-0.43,0.17,-0.36,-0.27,-0.06,0.06,-0.52,-0.15
-0.92,0.17,0.27,0.30,-0.33,0.13,-0.56,-0.15
-0.22,0.17,-0.24,0.50,-0.63,0.16,-0.58,-0.15
-0.92,0.17,0.35,0.33,-0.88,0.16,-0.59,-0.14
-0.03,0.16,-0.41,0.18,-0.88,0.15,-0.59,-0.12
-0.66,0.16,0.40,0.11,-0.56,0.13,-0.58,-0.10
-0.43,0.15,-0.26,-0.07,0.02,0.11,-0.55,-0.08
-1.20,0.15,0.17,-0.21,0.70,0.12,-0.51,-0.05
0.15,0.14,-0.44,-0.15,1.17,0.16,-0.48,-0.03
0.49,0.13,0.47,-0.06,1.21,0.21,-0.43,0.00
0.64,0.12,0.04,-0.04,0.80,0.25,-0.39,0.02
1.20,0.11,-0.25,0.09,0.10,0.21,-0.35,0.04
1.33,0.11,0.10,0.24,-0.57,0.10,-0.31,0.06
1.68,0.10,-0.05,0.00,-0.94,-0.02,-0.26,0.07
0.93,0.10,0.18,-0.39,-0.96,-0.13,-0.21,0.09
0.64,0.09,-0.25,-0.24,-0.70,-0.21,-0.15,0.11
-0.03,0.09,0.06,0.20,-0.32,-0.28,-0.09,0.14
-0.43,0.08,-0.03,0.27,0.01,-0.31,-0.03,0.17
-1.20,0.07,0.10,0.11,0.23,-0.28,0.05,0.19
-0.43,0.07,-0.29,0.13,0.33,-0.17,0.14,0.22
-0.22,0.06,0.34,0.16,0.33,0.00,0.24,0.23
0.49,0.05,-0.05,0.02,0.31,0.16,0.32,0.24
-0.22,0.05,0.22,-0.16,0.29,0.25,0.39,0.25
0.33,0.04,-0.45,-0.18,0.24,0.26,0.43,0.24
0.15,0.04,0.22,-0.24,0.16,0.22,0.46,0.22
0.64,0.04,-0.09,-0.40,0.01,0.15,0.46,0.20
-0.44,0.03,0.31,-0.26,-0.20,0.05,0.46,0.19
-1.54,0.03,-0.23,0.26,-0.37,-0.05,0.46,0.18
