Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-0.47,0.10,0.07,-0.15,1.06,-0.22,-0.20,0.03
0.52,0.11,0.25,-0.22,1.23,-0.46,-0.18,0.01
1.06,0.11,0.07,-0.13,1.14,-0.67,-0.14,0.00
1.22,0.11,-0.11,-0.01,0.73,-0.79,-0.07,-0.01
1.27,0.11,-0.12,-0.12,0.09,-0.82,-0.01,-0.01
1.24,0.11,-0.02,-0.46,-0.64,-0.73,0.04,0.00
0.94,0.10,0.06,-0.55,-1.22,-0.54,0.07,0.00
0.30,0.10,0.02,-0.06,-1.43,-0.30,0.08,0.01
-0.61,0.10,-0.03,0.57,-1.24,-0.01,0.07,0.01
-1.22,0.09,-0.11,0.77,-0.72,0.28,0.05,0.00
-1.64,0.10,0.03,0.45,-0.07,0.53,0.01,-0.02
-1.39,0.10,-0.02,0.00,0.51,0.71,-0.03,-0.04
-0.77,0.10,0.07,-0.21,0.96,0.81,-0.04,-0.06
-0.07,0.10,0.09,-0.17,1.21,0.82,-0.03,-0.08
0.55,0.10,0.01,-0.13,1.21,0.74,0.00,-0.09
0.84,0.10,0.00,-0.20,0.92,0.58,0.04,-0.10
0.99,0.10,-0.07,-0.31,0.35,0.35,0.08,-0.10
0.96,0.10,-0.02,-0.36,-0.39,0.08,0.10,-0.10
0.80,0.09,0.00,-0.22,-1.05,-0.17,0.10,-0.10
0.38,0.09,0.03,0.10,-1.38,-0.36,0.08,-0.09
-0.27,0.08,0.00,0.40,-1.27,-0.46,0.04,-0.10
-0.89,0.08,-0.05,0.50,-0.77,-0.48,-0.02,-0.10
-1.35,0.08,-0.02,0.36,-0.08,-0.42,-0.08,-0.12
-1.32,0.08,-0.03,0.09,0.58,-0.29,-0.12,-0.14
-0.30,0.08,-0.05,-0.11,1.04,-0.10,-0.14,-0.15
0.39,0.08,0.26,-0.15,1.25,0.10,-0.13,-0.17
0.80,0.07,0.03,-0.13,1.15,0.26,-0.08,-0.17
0.98,0.07,-0.10,-0.12,0.77,0.33,-0.03,-0.18
1.03,0.06,-0.07,-0.18,0.17,0.29,0.03,-0.17
1.11,0.05,-0.03,-0.36,-0.52,0.16,0.07,-0.16
0.78,0.05,0.09,-0.40,-1.08,-0.01,0.10,-0.14
0.21,0.04,-0.02,-0.01,-1.34,-0.19,0.11,-0.13
-0.48,0.03,-0.05,0.49,-1.22,-0.33,0.11,-0.12
-0.94,0.03,-0.06,0.60,-0.78,-0.41,0.09,-0.12
-1.32,0.02,0.05,0.32,-0.18,-0.43,0.08,-0.12
-1.64,0.02,0.04,0.00,0.42,-0.35,0.07,-0.13
-1.19,0.02,-0.11,-0.12,0.88,-0.21,0.09,-0.13
-0.27,0.02,0.05,-0.09,1.15,-0.02,0.14,-0.14
0.15,0.02,0.22,-0.14,1.15,0.16,0.20,-0.13
0.33,0.01,-0.05,-0.23,0.87,0.25,0.25,-0.13
0.41,0.01,-0.12,-0.19,0.35,0.25,0.29,-0.12
0.44,0.00,-0.03,-0.15,-0.31,0.16,0.29,-0.10
0.33,0.00,0.03,-0.23,-0.89,0.03,0.26,-0.08
-0.20,-0.01,0.06,-0.16,-1.17,-0.10,0.21,-0.05
-0.70,-0.01,-0.08,0.24,-1.09,-0.19,0.14,-0.04
-1.17,-0.02,-0.02,0.54,-0.69,-0.23,0.07,-0.03
-1.32,-0.02,-0.02,0.40,-0.13,-0.21,-0.01,-0.03
-1.25,-0.02,0.04,0.09,0.40,-0.10,-0.06,-0.03
-0.47,-0.02,-0.05,-0.08,0.80,0.08,-0.09,-0.03
0.14,-0.02,0.16,-0.09,1.00,0.29,-0.10,-0.03
0.62,-0.03,0.02,-0.11,0.97,0.47,-0.09,-0.03
0.88,-0.03,-0.04,-0.18,0.72,0.55,-0.10,-0.02
0.89,-0.04,-0.03,-0.24,0.26,0.51,-0.11,0.00
0.80,-0.04,-0.04,-0.27,-0.30,0.38,-0.15,0.02
0.52,-0.05,0.01,-0.21,-0.82,0.18,-0.20,0.05
0.05,-0.06,0.01,0.04,-1.11,-0.03,-0.25,0.07
-0.77,-0.06,0.02,0.35,-1.09,-0.23,-0.29,0.09
-2.00,-0.07,0.00,0.44,-0.77,-0.37,-0.30,0.09
-2.95,-0.07,-0.13,0.31,-0.25,-0.43,-0.29,0.10
-1.86,-0.07,-0.29,0.08,0.29,-0.40,-0.25,0.09
-0.56,-0.07,0.39,-0.12,0.72,-0.28,-0.19,0.09
0.16,-0.07,0.29,-0.18,0.97,-0.11,-0.11,0.09
0.70,-0.07,-0.16,-0.03,0.97,0.05,-0.03,0.09
0.94,-0.07,-0.12,0.11,0.71,0.16,0.03,0.09
0.96,-0.07,-0.03,-0.24,0.26,0.18,0.07,0.10
0.91,-0.07,-0.02,-0.82,-0.28,0.13,0.08,0.12
0.59,-0.08,0.04,-0.65,-0.73,0.02,0.08,0.14
0.06,-0.08,0.00,0.26,-0.94,-0.09,0.08,0.15
-0.72,-0.08,0.00,0.86,-0.87,-0.18,0.09,0.16
-1.50,-0.08,-0.04,0.78,-0.56,-0.23,0.12,0.17
-1.25,-0.08,-0.17,0.37,-0.10,-0.22,0.15,0.16
-0.58,-0.07,0.14,-0.07,0.37,-0.13,0.19,0.15
-0.08,-0.07,0.19,-0.29,0.80,0.01,0.23,0.14
0.51,-0.07,-0.06,-0.24,1.09,0.20,0.26,0.13
0.94,-0.06,-0.03,-0.10,1.10,0.36,0.27,0.12
1.16,-0.06,0.00,-0.17,0.80,0.45,0.24,0.11
1.28,-0.06,-0.03,-0.44,0.15,0.44,0.19,0.11
1.19,-0.06,0.01,-0.43,-0.67,0.35,0.12,0.12
0.96,-0.07,-0.01,-0.01,-1.33,0.20,0.05,0.13
0.52,-0.07,0.01,0.37,-1.58,0.02,-0.01,0.14
-0.10,-0.07,0.00,0.47,-1.32,-0.14,-0.05,0.14
-0.72,-0.07,-0.03,0.37,-0.64,-0.26,-0.06,0.14
-1.59,-0.07,0.04,0.16,0.14,-0.33,-0.06,0.13
-1.91,-0.06,-0.12,-0.03,0.83,-0.34,-0.05,0.11
-1.14,-0.06,-0.09,-0.12,1.27,-0.28,-0.05,0.09
0.00,-0.05,0.19,-0.13,1.37,-0.19,-0.05,0.07
0.62,-0.05,0.22,-0.12,1.16,-0.08,-0.06,0.05
0.88,-0.05,-0.08,-0.06,0.67,-0.02,-0.09,0.04
0.96,-0.05,-0.14,-0.02,-0.01,-0.02,-0.13,0.03
1.01,-0.04,-0.05,-0.23,-0.68,-0.08,-0.18,0.03
0.86,-0.04,0.05,-0.52,-1.13,-0.16,-0.22,0.04
0.33,-0.04,0.05,-0.33,-1.22,-0.20,-0.23,0.04
-0.42,-0.04,-0.04,0.31,-0.95,-0.20,-0.22,0.04
-1.11,-0.04,-0.07,0.73,-0.47,-0.15,-0.18,0.03
-1.39,-0.03,-0.05,0.58,0.05,-0.06,-0.13,0.01
-1.22,-0.03,0.03,0.15,0.49,0.08,-0.08,-0.01
-0.68,-0.02,0.06,-0.14,0.79,0.25,-0.03,-0.03
0.17,-0.01,0.03,-0.17,0.97,0.43,-0.01,-0.05
0.72,-0.01,0.10,-0.12,0.99,0.56,0.01,-0.07
0.96,0.00,-0.02,-0.18,0.79,0.57,0.00,-0.09
0.99,0.00,-0.08,-0.32,0.34,0.45,-0.02,-0.10
0.91,0.00,-0.04,-0.36,-0.29,0.24,-0.04,-0.10
0.73,0.00,0.00,-0.24,-0.93,0.01,-0.07,-0.10
0.15,0.00,0.06,0.03,-1.33,-0.20,-0.08,-0.10
-0.72,0.00,-0.02,0.36,-1.34,-0.37,-0.07,-0.09
-1.80,0.00,-0.04,0.54,-0.96,-0.48,-0.04,-0.10
-1.86,0.01,-0.20,0.41,-0.32,-0.50,0.00,-0.10
-1.39,0.01,0.11,0.08,0.37,-0.42,0.04,-0.11
-0.44,0.02,0.12,-0.15,0.93,-0.24,0.07,-0.13
0.38,0.03,0.11,-0.15,1.24,-0.02,0.08,-0.14
0.87,0.03,0.00,-0.02,1.24,0.15,0.08,-0.15
1.15,0.03,-0.09,-0.09,0.93,0.24,0.06,-0.16
1.22,0.04,-0.04,-0.41,0.38,0.24,0.03,-0.16
1.16,0.04,-0.02,-0.58,-0.29,0.16,-0.01,-0.16
0.88,0.04,0.02,-0.31,-0.88,0.04,-0.03,-0.15
0.32,0.04,0.02,0.23,-1.20,-0.09,-0.04,-0.14
-0.39,0.04,-0.03,0.61,-1.15,-0.19,-0.02,-0.13
-1.32,0.04,0.00,0.62,-0.77,-0.23,0.02,-0.12
-2.30,0.05,-0.02,0.32,-0.21,-0.18,0.07,-0.12
-2.00,0.05,-0.21,-0.01,0.38,-0.06,0.12,-0.12
-0.51,0.06,0.05,-0.18,0.87,0.13,0.17,-0.13
0.68,0.06,0.37,-0.21,1.15,0.33,0.19,-0.13
1.21,0.07,0.09,-0.14,1.15,0.49,0.20,-0.14
1.48,0.07,-0.20,-0.01,0.80,0.57,0.19,-0.15
1.57,0.07,-0.11,-0.10,0.16,0.53,0.15,-0.15
1.57,0.07,0.00,-0.54,-0.58,0.38,0.11,-0.14
1.30,0.06,0.05,-0.71,-1.16,0.16,0.07,-0.12
0.59,0.06,0.04,-0.08,-1.37,-0.07,0.04,-0.10
-0.15,0.06,-0.08,0.74,-1.15,-0.27,0.03,-0.08
-0.83,0.06,-0.03,0.93,-0.62,-0.41,0.04,-0.06
-1.32,0.06,0.01,0.50,0.03,-0.48,0.06,-0.05
-0.70,0.06,-0.12,-0.01,0.61,-0.46,0.08,-0.04
-0.41,0.06,0.27,-0.25,1.04,-0.36,0.09,-0.04
0.29,0.06,-0.05,-0.24,1.28,-0.19,0.08,-0.04
0.73,0.06,0.03,-0.18,1.27,-0.01,0.06,-0.04
1.01,0.06,-0.02,-0.20,0.93,0.10,0.02,-0.04
1.19,0.06,-0.05,-0.32,0.28,0.13,-0.04,-0.04
1.10,0.06,0.01,-0.39,-0.58,0.08,-0.10,-0.03
0.99,0.05,-0.04,-0.17,-1.32,-0.01,-0.15,-0.03
0.52,0.05,0.05,0.20,-1.67,-0.09,-0.18,-0.01
-0.02,0.05,-0.04,0.41,-1.51,-0.15,-0.18,0.00
-0.61,0.05,-0.02,0.43,-0.87,-0.17,-0.15,0.01
-1.32,0.05,0.03,0.28,-0.02,-0.15,-0.10,0.02
-1.74,0.05,-0.06,0.06,0.74,-0.06,-0.06,0.03
-0.73,0.05,-0.18,-0.08,1.27,0.07,-0.02,0.03
0.20,0.06,0.30,-0.12,1.46,0.23,0.00,0.04
0.69,0.06,0.16,-0.14,1.31,0.34,0.00,0.03
0.83,0.06,-0.11,-0.10,0.87,0.37,-0.01,0.03
0.89,0.06,-0.14,-0.05,0.21,0.29,-0.05,0.03
0.87,0.06,-0.01,-0.24,-0.51,0.13,-0.10,0.03
0.63,0.05,0.05,-0.52,-1.07,-0.06,-0.15,0.04
0.01,0.05,0.04,-0.28,-1.33,-0.23,-0.17,0.05
-0.85,0.05,-0.04,0.38,-1.20,-0.34,-0.16,0.07
-1.32,0.05,-0.12,0.71,-0.78,-0.38,-0.14,0.08
-1.19,0.05,-0.02,0.49,-0.23,-0.34,-0.10,0.10
-1.17,0.06,0.18,0.08,0.31,-0.21,-0.07,0.11
-0.64,0.06,-0.06,-0.14,0.73,-0.01,-0.05,0.12
0.09,0.06,0.01,-0.11,1.00,0.22,-0.04,0.12
0.85,0.06,0.05,-0.10,1.08,0.40,-0.05,0.12
1.03,0.06,0.09,-0.29,0.90,0.48,-0.07,0.11
0.96,0.06,-0.09,-0.40,0.46,0.42,-0.10,0.10
0.98,0.06,-0.12,-0.24,-0.16,0.25,-0.14,0.10
0.88,0.06,0.04,-0.03,-0.79,0.03,-0.16,0.09
0.48,0.06,0.07,0.08,-1.18,-0.19,-0.16,0.09
-0.51,0.06,0.04,0.26,-1.21,-0.36,-0.13,0.09
-1.01,0.06,-0.20,0.47,-0.85,-0.47,-0.06,0.10
-1.03,0.06,-0.02,0.40,-0.24,-0.48,0.01,0.11
-1.03,0.06,0.16,0.05,0.39,-0.38,0.08,0.12
-0.39,0.07,-0.06,-0.21,0.87,-0.18,0.14,0.13
0.14,0.07,0.10,-0.12,1.11,0.08,0.19,0.13
0.55,0.07,0.03,0.00,1.05,0.32,0.22,0.14
0.80,0.07,-0.04,-0.16,0.70,0.47,0.23,0.14
1.00,0.07,-0.05,-0.36,0.16,0.50,0.21,0.13
1.04,0.07,0.01,-0.32,-0.44,0.42,0.18,0.12
0.76,0.07,0.03,-0.14,-0.92,0.28,0.16,0.11
0.34,0.07,-0.04,0.11,-1.11,0.10,0.14,0.11
-0.15,0.07,-0.03,0.37,-0.98,-0.08,0.15,0.10
-0.72,0.07,0.01,0.40,-0.59,-0.21,0.17,0.10
-1.64,0.07,0.06,0.22,-0.05,-0.27,0.20,0.10
-1.46,0.08,-0.24,0.06,0.47,-0.25,0.23,0.10
-0.53,0.08,0.06,-0.01,0.86,-0.16,0.24,0.10
0.06,0.08,0.29,-0.09,1.05,-0.01,0.24,0.09
0.76,0.08,-0.06,-0.15,1.00,0.14,0.21,0.09
1.04,0.09,-0.01,-0.07,0.67,0.23,0.17,0.08
1.12,0.09,-0.06,-0.07,0.17,0.24,0.10,0.06
1.01,0.08,-0.03,-0.36,-0.41,0.16,0.03,0.04
0.75,0.08,-0.01,-0.48,-0.88,0.03,-0.04,0.02
0.39,0.08,0.00,-0.09,-1.08,-0.11,-0.08,0.00
-0.47,0.08,0.07,0.39,-0.98,-0.21,-0.09,-0.01
-1.42,0.09,-0.07,0.56,-0.64,-0.29,-0.08,-0.02
-1.93,0.09,-0.11,0.46,-0.17,-0.30,-0.05,-0.02
-1.46,0.10,-0.06,0.16,0.29,-0.25,-0.01,-0.02
-0.48,0.10,0.15,-0.13,0.68,-0.14,0.01,-0.01
0.06,0.11,0.22,-0.22,0.94,0.01,0.03,0.00
0.38,0.11,-0.07,-0.09,1.00,0.14,0.02,0.00
0.59,0.11,-0.12,-0.03,0.81,0.21,0.00,0.00
0.59,0.11,-0.01,-0.27,0.37,0.18,-0.05,-0.01
0.52,0.11,-0.01,-0.57,-0.25,0.09,-0.11,-0.03
0.14,0.11,0.04,-0.41,-0.82,-0.04,-0.16,-0.04
-0.38,0.11,-0.02,0.19,-1.16,-0.17,-0.18,-0.06
-1.08,0.11,-0.01,0.63,-1.15,-0.27,-0.18,-0.07
-1.69,0.11,-0.04,0.58,-0.78,-0.32,-0.15,-0.08
-1.64,0.12,-0.09,0.27,-0.22,-0.29,-0.11,-0.08
-1.17,0.12,0.07,-0.02,0.39,-0.19,-0.07,-0.08
-0.34,0.13,0.07,-0.16,0.88,-0.03,-0.04,-0.07
0.70,0.13,0.03,-0.15,1.16,0.15,-0.04,-0.06
1.12,0.13,0.12,-0.11,1.16,0.32,-0.05,-0.06
1.24,0.13,-0.08,-0.18,0.84,0.41,-0.07,-0.05
1.28,0.13,-0.11,-0.32,0.25,0.41,-0.12,-0.05
1.23,0.12,0.00,-0.35,-0.46,0.32,-0.18,-0.05
0.97,0.12,0.05,-0.18,-1.05,0.18,-0.22,-0.06
0.19,0.12,0.06,0.16,-1.30,0.02,-0.24,-0.06
-0.59,0.11,-0.10,0.53,-1.14,-0.11,-0.22,-0.05
-1.17,0.12,-0.06,0.60,-0.66,-0.19,-0.17,-0.05
-1.46,0.12,0.02,0.28,-0.04,-0.21,-0.11,-0.04
-1.29,0.12,0.01,-0.10,0.53,-0.16,-0.05,-0.02
-0.70,0.12,0.03,-0.21,0.94,-0.06,-0.01,-0.01
-0.16,0.12,0.10,-0.11,1.10,0.08,0.03,0.01
0.38,0.11,-0.01,-0.10,0.99,0.20,0.04,0.03
0.59,0.11,0.01,-0.21,0.60,0.27,0.04,0.04
0.63,0.10,-0.05,-0.31,0.00,0.24,0.03,0.04
0.56,0.10,-0.04,-0.30,-0.63,0.13,0.01,0.04
0.36,0.09,0.00,-0.15,-1.09,-0.02,-0.01,0.03
-0.08,0.08,0.03,0.13,-1.20,-0.16,0.00,0.02
-0.85,0.08,0.01,0.37,-0.92,-0.26,0.03,0.01
-1.50,0.08,-0.09,0.44,-0.39,-0.32,0.09,0.01
-1.93,0.08,-0.02,0.32,0.23,-0.32,0.16,0.00
-1.69,0.08,-0.03,0.06,0.75,-0.25,0.22,0.01
-0.39,0.08,-0.03,-0.12,1.08,-0.11,0.26,0.01
0.38,0.07,0.32,-0.13,1.18,0.07,0.28,0.02
0.94,0.07,-0.02,-0.08,1.01,0.24,0.28,0.03
1.23,0.06,-0.11,-0.08,0.60,0.32,0.26,0.03
1.49,0.05,-0.08,-0.22,0.00,0.31,0.22,0.02
1.47,0.04,0.04,-0.45,-0.63,0.23,0.17,0.01
1.21,0.04,0.01,-0.44,-1.11,0.10,0.12,0.00
0.79,0.03,-0.03,0.06,-1.29,-0.02,0.09,-0.01
0.16,0.03,0.00,0.60,-1.12,-0.12,0.07,-0.02
-0.45,0.03,-0.03,0.64,-0.69,-0.19,0.08,-0.03
-1.32,0.03,0.05,0.32,-0.13,-0.22,0.10,-0.03
-1.17,0.03,-0.19,0.03,0.42,-0.17,0.11,-0.04
-0.54,0.03,0.09,-0.14,0.85,-0.08,0.11,-0.04
0.21,0.03,0.16,-0.20,1.11,0.04,0.10,-0.03
0.83,0.02,0.04,-0.18,1.11,0.12,0.06,-0.04
1.00,0.02,0.00,-0.10,0.80,0.12,0.01,-0.04
1.08,0.01,-0.11,-0.11,0.25,0.04,-0.05,-0.06
1.05,0.00,-0.03,-0.33,-0.45,-0.10,-0.12,-0.08
0.81,0.00,0.03,-0.41,-1.02,-0.24,-0.18,-0.10
0.33,-0.01,0.02,-0.10,-1.27,-0.35,-0.22,-0.12
-0.56,-0.01,0.02,0.36,-1.11,-0.42,-0.23,-0.14
-1.08,-0.01,-0.14,0.59,-0.62,-0.40,-0.21,-0.15
-1.69,-0.01,0.07,0.46,0.01,-0.30,-0.18,-0.16
-1.39,-0.01,-0.11,0.12,0.58,-0.12,-0.15,-0.16
-0.53,-0.01,0.07,-0.11,0.99,0.12,-0.12,-0.15
0.32,-0.02,0.16,-0.14,1.19,0.38,-0.10,-0.14
0.71,-0.02,0.07,-0.11,1.14,0.57,-0.09,-0.13
1.10,-0.03,-0.14,-0.15,0.86,0.67,-0.10,-0.13
1.27,-0.03,-0.03,-0.25,0.33,0.64,-0.13,-0.13
1.24,-0.04,0.01,-0.40,-0.34,0.51,-0.16,-0.13
1.03,-0.04,-0.01,-0.37,-0.96,0.32,-0.18,-0.13
0.47,-0.04,0.02,0.05,-1.32,0.11,-0.19,-0.13
0.01,-0.04,-0.08,0.51,-1.30,-0.08,-0.17,-0.13
-0.75,-0.04,0.06,0.57,-0.92,-0.21,-0.12,-0.13
-1.46,-0.04,-0.03,0.33,-0.33,-0.27,-0.07,-0.12
-1.01,-0.04,-0.19,0.07,0.30,-0.25,-0.01,-0.10
-0.50,-0.04,0.22,-0.09,0.82,-0.16,0.04,-0.08
0.35,-0.05,0.05,-0.17,1.12,-0.05,0.07,-0.06
0.97,-0.05,0.05,-0.17,1.14,0.05,0.09,-0.04
1.21,-0.06,0.00,-0.10,0.86,0.07,0.08,-0.03
1.20,-0.06,-0.07,-0.17,0.32,0.01,0.06,-0.02
1.13,-0.06,-0.07,-0.39,-0.36,-0.13,0.03,-0.02
0.95,-0.07,0.01,-0.36,-0.94,-0.30,0.00,-0.02
0.40,-0.07,0.06,-0.01,-1.22,-0.45,0.00,-0.02
-0.44,-0.06,-0.01,0.37,-1.13,-0.54,0.02,-0.02
-1.50,-0.06,-0.04,0.57,-0.70,-0.56,0.06,-0.02
-1.64,-0.06,-0.19,0.46,-0.11,-0.49,0.11,-0.01
-1.50,-0.06,0.13,0.10,0.46,-0.32,0.16,0.01
-0.41,-0.06,-0.01,-0.17,0.90,-0.08,0.20,0.03
0.10,-0.06,0.25,-0.17,1.14,0.20,0.23,0.06
0.59,-0.06,-0.08,-0.05,1.12,0.45,0.23,0.08
1.08,-0.06,-0.11,-0.08,0.85,0.61,0.20,0.10
1.15,-0.06,0.06,-0.34,0.31,0.65,0.16,0.11
1.13,-0.06,-0.04,-0.53,-0.35,0.58,0.10,0.11
0.82,-0.06,0.00,-0.33,-0.93,0.43,0.05,0.10
0.53,-0.06,-0.04,0.18,-1.26,0.26,0.01,0.10
0.01,-0.05,0.04,0.55,-1.20,0.09,0.00,0.09
-0.99,-0.05,0.06,0.52,-0.80,-0.04,0.00,0.09
-1.22,-0.04,-0.22,0.31,-0.21,-0.11,0.02,0.09
-1.06,-0.03,0.05,0.10,0.40,-0.12,0.03,0.10
-0.08,-0.03,0.03,-0.12,0.89,-0.06,0.03,0.11
0.52,-0.03,0.22,-0.23,1.17,0.04,0.01,0.12
1.01,-0.03,-0.03,-0.14,1.16,0.14,-0.03,0.12
1.40,-0.03,-0.09,-0.04,0.83,0.17,-0.08,0.12
1.40,-0.02,0.02,-0.20,0.24,0.11,-0.14,0.11
1.35,-0.02,-0.06,-0.45,-0.47,-0.02,-0.21,0.10
0.99,-0.02,0.02,-0.37,-1.07,-0.19,-0.26,0.08
0.52,-0.01,-0.02,0.08,-1.33,-0.34,-0.27,0.06
-0.22,0.00,0.02,0.47,-1.19,-0.46,-0.26,0.04
-2.19,0.01,0.16,0.52,-0.72,-0.51,-0.22,0.03
-2.95,0.02,-0.42,0.35,-0.10,-0.49,-0.16,0.02
-1.74,0.02,-0.18,0.11,0.48,-0.38,-0.10,0.02
-1.14,0.02,0.61,-0.14,0.93,-0.20,-0.04,0.02
0.30,0.02,-0.10,-0.25,1.16,0.02,0.01,0.03
0.73,0.02,0.14,0.00,1.14,0.22,0.04,0.04
0.90,0.02,-0.13,0.20,0.84,0.35,0.05,0.04
1.01,0.02,-0.14,-0.32,0.29,0.37,0.05,0.04
0.98,0.03,0.01,-0.94,-0.37,0.30,0.04,0.03
0.88,0.03,0.03,-0.66,-0.94,0.17,0.03,0.01
0.05,0.03,0.12,0.18,-1.21,0.04,0.04,0.00
-0.66,0.04,-0.15,0.81,-1.13,-0.07,0.07,-0.01
-1.19,0.05,-0.05,0.94,-0.74,-0.13,0.11,-0.02
-2.00,0.05,0.13,0.49,-0.19,-0.14,0.14,-0.02
-1.46,0.06,-0.23,-0.09,0.38,-0.08,0.17,-0.02
-0.47,0.06,0.14,-0.28,0.90,0.05,0.18,-0.01
0.27,0.06,0.23,-0.20,1.24,0.21,0.17,0.00
0.72,0.06,-0.02,-0.17,1.32,0.34,0.14,0.01
1.00,0.06,-0.11,-0.17,1.03,0.39,0.09,0.02
1.11,0.06,-0.04,-0.22,0.30,0.33,0.02,0.02
1.04,0.06,0.01,-0.43,-0.61,0.19,-0.06,0.02
0.82,0.07,0.00,-0.40,-1.40,0.00,-0.14,0.01
0.31,0.07,0.02,0.12,-1.78,-0.19,-0.18,0.00
-0.23,0.08,-0.04,0.60,-1.53,-0.34,-0.20,0.00
-0.92,0.08,0.01,0.61,-0.86,-0.44,-0.19,0.00
-1.08,0.09,-0.09,0.33,-0.02,-0.46,-0.16,0.00
-0.85,0.09,0.03,0.02,0.75,-0.39,-0.13,0.01
-0.47,0.09,0.10,-0.17,1.25,-0.25,-0.09,0.03
0.26,0.09,-0.02,-0.19,1.47,-0.06,-0.06,0.04
0.76,0.08,0.07,-0.14,1.36,0.11,-0.04,0.06
1.20,0.08,-0.03,-0.15,0.95,0.22,-0.03,0.08
1.15,0.08,0.03,-0.25,0.28,0.22,-0.03,0.08
1.06,0.08,-0.09,-0.29,-0.52,0.14,-0.04,0.08
0.87,0.08,-0.02,-0.15,-1.15,0.03,-0.04,0.07
0.45,0.09,0.04,0.07,-1.43,-0.08,-0.02,0.07
-0.22,0.09,0.01,0.27,-1.28,-0.13,0.02,0.06
-1.86,0.09,0.11,0.40,-0.75,-0.13,0.08,0.06
-1.46,0.10,-0.51,0.37,-0.09,-0.08,0.15,0.06
-1.32,0.10,0.36,0.15,0.51,0.03,0.21,0.07
-0.42,0.09,0.04,-0.13,0.94,0.21,0.25,0.07
0.51,0.09,0.05,-0.19,1.12,0.41,0.27,0.08
1.11,0.09,0.06,0.02,1.05,0.56,0.27,0.09
1.35,0.09,-0.04,0.01,0.73,0.60,0.24,0.09
1.35,0.09,-0.08,-0.41,0.21,0.49,0.18,0.09
1.41,0.09,-0.07,-0.62,-0.38,0.26,0.11,0.07
1.16,0.09,0.07,-0.31,-0.87,0.00,0.04,0.06
0.52,0.09,0.04,0.14,-1.11,-0.25,-0.01,0.04
-0.35,0.09,-0.05,0.54,-1.04,-0.47,-0.03,0.03
-1.19,0.10,-0.06,0.68,-0.69,-0.61,-0.03,0.02
-1.08,0.10,-0.14,0.40,-0.20,-0.65,-0.02,0.01
-1.42,0.09,0.27,-0.02,0.35,-0.59,0.00,0.01
-0.41,0.09,-0.22,-0.21,0.82,-0.40,0.02,0.01
0.31,0.08,0.21,-0.14,1.09,-0.14,0.02,0.02
0.70,0.08,0.09,-0.07,1.13,0.09,0.02,0.03
0.97,0.07,-0.12,-0.21,0.83,0.24,-0.01,0.03
1.25,0.07,-0.08,-0.36,0.21,0.28,-0.05,0.03
