Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-1.24,-0.14,-0.10,0.58,-0.66,-0.49,0.08,-0.14
-1.39,-0.14,-0.05,0.30,-0.09,-0.50,0.06,-0.13
-1.67,-0.14,0.15,0.00,0.46,-0.42,0.06,-0.14
-1.03,-0.14,-0.13,-0.15,0.90,-0.27,0.09,-0.14
-0.13,-0.14,0.08,-0.13,1.15,-0.08,0.14,-0.14
0.25,-0.15,0.19,-0.10,1.14,0.11,0.21,-0.14
0.42,-0.15,-0.08,-0.18,0.85,0.22,0.27,-0.13
0.55,-0.15,-0.12,-0.26,0.30,0.25,0.31,-0.11
0.56,-0.16,0.00,-0.24,-0.37,0.20,0.32,-0.09
0.43,-0.16,0.03,-0.23,-0.94,0.11,0.30,-0.07
-0.11,-0.17,0.05,-0.06,-1.21,0.02,0.25,-0.05
-0.55,-0.17,-0.09,0.35,-1.10,-0.05,0.18,-0.04
-0.96,-0.18,-0.01,0.56,-0.66,-0.09,0.10,-0.03
-1.47,-0.18,0.05,0.35,-0.09,-0.06,0.03,-0.02
-1.56,-0.18,-0.07,0.04,0.46,0.02,-0.03,-0.02
-0.70,-0.18,-0.09,-0.09,0.85,0.16,-0.06,-0.02
-0.23,-0.18,0.27,-0.11,1.03,0.32,-0.07,-0.02
0.20,-0.18,-0.01,-0.16,0.99,0.43,-0.07,-0.02
0.41,-0.18,-0.06,-0.16,0.68,0.46,-0.07,0.00
0.41,-0.19,-0.03,-0.12,0.17,0.38,-0.09,0.02
0.38,-0.19,-0.04,-0.23,-0.42,0.22,-0.13,0.04
0.07,-0.20,0.04,-0.32,-0.95,0.02,-0.18,0.07
-0.28,-0.20,-0.03,-0.05,-1.19,-0.19,-0.23,0.10
-1.09,-0.21,0.06,0.34,-1.09,-0.36,-0.26,0.12
-2.05,-0.21,-0.05,0.46,-0.71,-0.46,-0.28,0.14
-2.16,-0.21,-0.19,0.32,-0.15,-0.48,-0.27,0.15
-1.95,-0.21,0.11,0.09,0.38,-0.42,-0.23,0.16
-0.30,-0.20,-0.09,-0.11,0.78,-0.27,-0.16,0.16
0.29,-0.20,0.42,-0.14,1.01,-0.08,-0.08,0.17
0.84,-0.20,-0.12,-0.03,1.00,0.11,0.00,0.18
1.07,-0.19,-0.12,-0.03,0.75,0.22,0.07,0.19
1.07,-0.19,-0.03,-0.28,0.32,0.25,0.10,0.20
1.06,-0.19,-0.03,-0.57,-0.22,0.19,0.12,0.22
0.66,-0.19,0.07,-0.46,-0.71,0.09,0.12,0.24
0.21,-0.19,-0.04,0.17,-0.97,-0.01,0.12,0.26
-0.60,-0.19,0.03,0.72,-0.95,-0.09,0.14,0.27
-1.56,-0.19,-0.02,0.69,-0.65,-0.13,0.16,0.28
-1.43,-0.18,-0.21,0.31,-0.20,-0.11,0.19,0.27
-0.59,-0.18,0.09,-0.05,0.29,-0.02,0.22,0.27
0.07,-0.17,0.26,-0.26,0.71,0.13,0.25,0.26
0.53,-0.17,0.01,-0.23,0.97,0.29,0.27,0.25
0.98,-0.16,-0.12,-0.06,0.99,0.43,0.27,0.24
1.26,-0.16,-0.02,-0.09,0.69,0.48,0.24,0.24
1.45,-0.16,-0.01,-0.43,0.13,0.44,0.18,0.24
1.29,-0.16,0.04,-0.55,-0.57,0.30,0.11,0.25
0.99,-0.16,-0.04,-0.09,-1.13,0.10,0.03,0.26
0.65,-0.16,-0.03,0.44,-1.30,-0.10,-0.03,0.27
0.02,-0.16,0.05,0.56,-1.07,-0.29,-0.07,0.27
-0.68,-0.16,-0.02,0.37,-0.49,-0.42,-0.09,0.27
-2.30,-0.16,0.13,0.14,0.20,-0.48,-0.10,0.25
-2.78,-0.15,-0.34,0.00,0.79,-0.46,-0.10,0.23
-0.84,-0.14,-0.24,-0.10,1.18,-0.36,-0.10,0.21
0.02,-0.14,0.75,-0.19,1.28,-0.21,-0.10,0.18
0.62,-0.13,0.01,-0.19,1.08,-0.06,-0.11,0.16
0.79,-0.13,-0.21,0.07,0.61,0.06,-0.13,0.14
0.83,-0.12,-0.13,0.21,-0.08,0.10,-0.17,0.12
0.86,-0.12,-0.02,-0.39,-0.76,0.08,-0.21,0.11
0.63,-0.12,0.07,-0.99,-1.21,0.02,-0.24,0.10
0.12,-0.11,0.02,-0.42,-1.30,-0.04,-0.25,0.09
-0.82,-0.11,0.01,0.66,-0.99,-0.07,-0.24,0.08
-1.56,-0.10,-0.12,1.00,-0.48,-0.07,-0.20,0.06
-1.67,-0.10,-0.08,0.63,0.06,-0.04,-0.15,0.03
-1.47,-0.09,0.11,0.08,0.51,0.02,-0.11,0.00
-0.84,-0.08,0.04,-0.26,0.83,0.12,-0.07,-0.04
0.00,-0.07,0.03,-0.23,1.07,0.23,-0.05,-0.07
0.67,-0.07,0.06,-0.10,1.14,0.30,-0.04,-0.10
0.88,-0.06,0.02,-0.19,0.95,0.29,-0.05,-0.12
0.86,-0.06,-0.09,-0.38,0.47,0.17,-0.08,-0.14
0.82,-0.06,-0.08,-0.39,-0.32,0.00,-0.12,-0.15
0.67,-0.06,0.02,-0.19,-1.10,-0.18,-0.15,-0.15
0.19,-0.06,0.06,0.09,-1.57,-0.32,-0.17,-0.16
-0.80,-0.06,0.03,0.39,-1.58,-0.40,-0.16,-0.16
-1.73,-0.05,-0.12,0.57,-1.06,-0.42,-0.14,-0.17
-1.56,-0.05,-0.19,0.43,-0.26,-0.36,-0.10,-0.18
-1.43,-0.04,0.25,0.05,0.51,-0.22,-0.07,-0.20
-0.52,-0.04,-0.03,-0.22,1.11,0.00,-0.05,-0.22
0.40,-0.03,0.09,-0.16,1.38,0.22,-0.03,-0.24
0.88,-0.03,0.09,0.01,1.32,0.39,-0.02,-0.26
1.11,-0.02,-0.08,-0.12,0.95,0.46,-0.03,-0.27
1.15,-0.02,-0.08,-0.43,0.33,0.42,-0.05,-0.28
1.11,-0.02,-0.03,-0.47,-0.40,0.28,-0.07,-0.28
0.88,-0.03,0.03,-0.24,-1.01,0.10,-0.08,-0.27
0.25,-0.03,0.05,0.14,-1.30,-0.07,-0.07,-0.26
-0.52,-0.03,-0.05,0.53,-1.19,-0.20,-0.04,-0.25
-1.51,-0.03,-0.01,0.63,-0.75,-0.25,0.02,-0.25
-2.30,-0.02,-0.06,0.34,-0.14,-0.22,0.09,-0.25
-1.39,-0.02,-0.23,-0.01,0.47,-0.10,0.16,-0.26
-0.30,-0.02,0.31,-0.19,0.94,0.08,0.22,-0.26
0.71,-0.02,0.17,-0.19,1.18,0.30,0.26,-0.27
1.11,-0.02,0.01,-0.07,1.15,0.48,0.28,-0.28
1.37,-0.02,-0.17,-0.01,0.79,0.56,0.28,-0.28
1.41,-0.02,-0.05,-0.26,0.16,0.52,0.26,-0.28
1.35,-0.03,0.00,-0.66,-0.55,0.35,0.22,-0.26
1.06,-0.03,0.03,-0.54,-1.13,0.10,0.19,-0.25
0.39,-0.04,0.03,0.19,-1.34,-0.13,0.18,-0.22
-0.28,-0.05,-0.07,0.77,-1.14,-0.33,0.18,-0.20
-1.01,-0.05,0.00,0.77,-0.65,-0.48,0.20,-0.18
-1.27,-0.05,-0.06,0.36,-0.01,-0.55,0.22,-0.17
-0.98,-0.05,0.01,-0.07,0.58,-0.53,0.24,-0.16
-0.52,-0.05,0.11,-0.25,1.03,-0.41,0.25,-0.15
0.35,-0.05,-0.01,-0.21,1.28,-0.22,0.24,-0.15
0.75,-0.05,0.12,-0.15,1.23,-0.02,0.21,-0.15
0.97,-0.05,-0.06,-0.18,0.86,0.10,0.16,-0.14
1.04,-0.06,-0.07,-0.28,0.16,0.12,0.10,-0.14
0.99,-0.06,-0.02,-0.32,-0.67,0.06,0.03,-0.13
0.83,-0.07,0.01,-0.18,-1.32,-0.03,-0.03,-0.12
0.13,-0.07,0.08,0.09,-1.57,-0.13,-0.07,-0.10
-0.50,-0.07,-0.10,0.40,-1.32,-0.20,-0.09,-0.08
-1.27,-0.07,0.01,0.52,-0.67,-0.23,-0.08,-0.07
-1.67,-0.07,-0.05,0.32,0.10,-0.21,-0.07,-0.05
-1.73,-0.07,0.02,0.02,0.76,-0.12,-0.05,-0.04
-1.03,-0.06,-0.03,-0.12,1.19,0.03,-0.04,-0.02
-0.06,-0.06,0.11,-0.10,1.32,0.21,-0.05,-0.01
0.45,-0.06,0.15,-0.09,1.17,0.35,-0.07,-0.01
0.59,-0.06,-0.05,-0.15,0.76,0.41,-0.11,0.00
0.61,-0.06,-0.13,-0.23,0.13,0.36,-0.17,0.01
0.61,-0.06,-0.04,-0.32,-0.54,0.22,-0.25,0.02
0.47,-0.07,0.04,-0.34,-1.08,0.05,-0.31,0.04
-0.07,-0.07,0.06,-0.09,-1.31,-0.10,-0.34,0.06
-0.93,-0.07,-0.02,0.39,-1.15,-0.21,-0.34,0.08
-1.39,-0.07,-0.14,0.65,-0.72,-0.26,-0.32,0.11
-1.14,-0.07,-0.04,0.45,-0.14,-0.24,-0.29,0.13
-1.12,-0.07,0.23,0.03,0.42,-0.14,-0.25,0.16
-0.68,-0.06,-0.06,-0.19,0.86,0.03,-0.22,0.18
0.17,-0.06,-0.06,-0.11,1.10,0.23,-0.19,0.19
0.73,-0.06,0.13,-0.05,1.11,0.38,-0.17,0.20
0.79,-0.06,0.04,-0.25,0.83,0.43,-0.17,0.20
0.70,-0.06,-0.12,-0.41,0.30,0.35,-0.18,0.20
0.72,-0.06,-0.09,-0.23,-0.36,0.19,-0.19,0.20
0.64,-0.06,0.06,-0.02,-0.95,-0.02,-0.19,0.21
0.05,-0.06,0.10,0.07,-1.26,-0.21,-0.16,0.22
-0.91,-0.06,-0.03,0.28,-1.18,-0.36,-0.10,0.23
-1.18,-0.05,-0.22,0.49,-0.75,-0.45,-0.01,0.25
-1.14,-0.05,0.07,0.35,-0.15,-0.44,0.09,0.27
-1.12,-0.04,0.15,-0.04,0.47,-0.33,0.18,0.28
-0.72,-0.03,-0.06,-0.21,0.91,-0.13,0.26,0.29
-0.14,-0.03,0.00,-0.05,1.11,0.11,0.32,0.30
0.27,-0.02,0.07,0.01,1.04,0.31,0.36,0.31
0.48,-0.02,0.00,-0.24,0.69,0.42,0.37,0.31
0.65,-0.02,-0.07,-0.39,0.15,0.42,0.36,0.30
0.70,-0.02,0.00,-0.21,-0.43,0.33,0.32,0.30
0.51,-0.01,0.03,-0.02,-0.88,0.17,0.29,0.29
0.15,-0.01,-0.01,0.11,-1.06,0.00,0.26,0.28
-0.32,-0.01,-0.02,0.28,-0.91,-0.15,0.26,0.27
-0.78,0.00,-0.02,0.34,-0.52,-0.25,0.27,0.26
-1.47,0.01,0.05,0.21,-0.01,-0.28,0.29,0.26
-1.73,0.02,-0.10,0.04,0.47,-0.22,0.30,0.25
-0.76,0.03,-0.14,-0.03,0.81,-0.09,0.30,0.25
-0.24,0.04,0.34,-0.07,0.96,0.08,0.28,0.24
0.66,0.05,-0.06,-0.12,0.87,0.23,0.23,0.22
0.93,0.05,0.06,-0.09,0.54,0.30,0.16,0.20
0.97,0.06,-0.08,-0.05,0.06,0.28,0.07,0.18
0.92,0.07,-0.08,-0.24,-0.45,0.18,-0.02,0.15
0.72,0.07,0.01,-0.43,-0.84,0.02,-0.11,0.12
0.47,0.08,0.01,-0.21,-0.98,-0.14,-0.16,0.09
-0.52,0.09,0.12,0.24,-0.85,-0.28,-0.19,0.07
-1.51,0.10,-0.12,0.54,-0.53,-0.37,-0.18,0.05
-1.87,0.11,-0.15,0.53,-0.11,-0.40,-0.16,0.04
-1.51,0.12,0.03,0.22,0.30,-0.35,-0.13,0.03
-0.23,0.14,0.06,-0.14,0.63,-0.23,-0.11,0.02
0.33,0.15,0.31,-0.22,0.86,-0.07,-0.10,0.01
0.58,0.15,-0.07,-0.04,0.91,0.08,-0.11,-0.01
0.70,0.16,-0.16,-0.01,0.76,0.17,-0.14,-0.03
0.70,0.17,-0.03,-0.31,0.39,0.17,-0.18,-0.05
0.66,0.17,0.01,-0.63,-0.16,0.12,-0.23,-0.08
0.15,0.17,0.08,-0.47,-0.71,0.02,-0.26,-0.11
-0.49,0.18,-0.05,0.20,-1.06,-0.07,-0.27,-0.14
-1.31,0.19,-0.02,0.74,-1.12,-0.15,-0.25,-0.16
-2.05,0.19,-0.03,0.67,-0.82,-0.18,-0.20,-0.17
-1.73,0.20,-0.15,0.24,-0.29,-0.15,-0.15,-0.18
-1.31,0.21,0.20,-0.09,0.30,-0.05,-0.09,-0.19
-0.15,0.22,-0.02,-0.18,0.83,0.09,-0.05,-0.19
0.45,0.22,0.18,-0.12,1.15,0.25,-0.03,-0.19
0.90,0.23,-0.07,-0.09,1.18,0.38,-0.03,-0.18
1.02,0.23,-0.06,-0.22,0.87,0.43,-0.04,-0.18
1.07,0.23,-0.06,-0.42,0.27,0.39,-0.08,-0.18
1.03,0.23,0.00,-0.42,-0.47,0.28,-0.12,-0.19
0.63,0.23,0.06,-0.11,-1.08,0.12,-0.15,-0.19
0.14,0.23,-0.04,0.35,-1.32,-0.05,-0.16,-0.19
-0.68,0.23,0.02,0.63,-1.14,-0.20,-0.13,-0.19
-1.12,0.23,-0.11,0.52,-0.62,-0.28,-0.08,-0.19
-1.56,0.24,0.06,0.16,0.04,-0.30,-0.01,-0.18
-1.47,0.24,-0.04,-0.13,0.62,-0.25,0.05,-0.16
-0.54,0.25,-0.05,-0.20,1.03,-0.14,0.09,-0.14
-0.23,0.25,0.28,-0.15,1.16,0.00,0.12,-0.13
0.35,0.25,-0.12,-0.12,1.00,0.13,0.14,-0.11
0.45,0.24,0.02,-0.15,0.53,0.21,0.13,-0.10
0.49,0.24,-0.06,-0.20,-0.13,0.21,0.12,-0.09
0.45,0.24,-0.03,-0.30,-0.79,0.12,0.09,-0.09
0.10,0.23,0.05,-0.24,-1.23,-0.02,0.07,-0.09
-0.19,0.23,-0.05,0.10,-1.25,-0.14,0.08,-0.09
-1.12,0.22,0.10,0.43,-0.89,-0.23,0.11,-0.09
-1.43,0.22,-0.19,0.46,-0.30,-0.27,0.16,-0.09
-1.62,0.22,0.05,0.29,0.32,-0.26,0.22,-0.08
-1.62,0.22,0.07,0.04,0.80,-0.19,0.27,-0.07
-1.09,0.22,-0.05,-0.13,1.08,-0.07,0.30,-0.05
0.09,0.21,-0.02,-0.12,1.15,0.09,0.30,-0.03
0.78,0.21,0.22,-0.08,0.98,0.24,0.29,-0.02
1.10,0.20,-0.01,-0.19,0.58,0.32,0.25,-0.01
1.27,0.19,-0.13,-0.26,0.02,0.29,0.19,-0.01
1.27,0.19,-0.03,-0.20,-0.60,0.20,0.13,-0.01
1.24,0.18,-0.01,-0.18,-1.07,0.08,0.07,-0.02
0.84,0.18,0.07,-0.10,-1.24,-0.02,0.02,-0.03
0.14,0.17,0.00,0.26,-1.07,-0.09,0.00,-0.04
-0.50,0.17,-0.08,0.56,-0.63,-0.14,0.00,-0.04
-1.12,0.17,0.00,0.46,-0.07,-0.15,0.00,-0.04
-1.01,0.17,-0.08,0.12,0.44,-0.09,0.01,-0.04
-0.28,0.17,0.04,-0.14,0.83,0.03,0.00,-0.04
0.26,0.16,0.20,-0.18,1.01,0.15,-0.02,-0.04
0.61,0.16,0.01,-0.11,0.97,0.22,-0.06,-0.04
0.88,0.15,-0.09,-0.09,0.68,0.20,-0.11,-0.04
0.91,0.14,-0.01,-0.20,0.20,0.10,-0.16,-0.05
0.88,0.14,-0.03,-0.39,-0.38,-0.07,-0.22,-0.07
0.54,0.13,0.03,-0.38,-0.89,-0.24,-0.26,-0.09
0.11,0.12,-0.03,0.01,-1.14,-0.38,-0.28,-0.11
-0.40,0.12,-0.01,0.42,-1.05,-0.48,-0.27,-0.12
-1.27,0.11,0.06,0.50,-0.67,-0.49,-0.24,-0.12
-1.51,0.11,-0.16,0.32,-0.10,-0.41,-0.20,-0.13
-1.24,0.11,0.01,0.10,0.47,-0.24,-0.15,-0.12
-0.62,0.10,0.10,-0.07,0.91,0.00,-0.10,-0.11
0.32,0.10,0.03,-0.15,1.16,0.25,-0.07,-0.10
0.78,0.09,0.12,-0.12,1.15,0.45,-0.05,-0.09
1.14,0.08,-0.09,-0.09,0.86,0.55,-0.05,-0.08
1.30,0.08,-0.05,-0.22,0.35,0.55,-0.07,-0.08
1.26,0.07,0.00,-0.37,-0.30,0.45,-0.09,-0.08
1.11,0.07,-0.01,-0.29,-0.87,0.28,-0.11,-0.08
0.50,0.07,0.06,0.03,-1.19,0.10,-0.11,-0.09
-0.06,0.07,-0.08,0.40,-1.17,-0.06,-0.09,-0.08
-0.82,0.07,0.02,0.53,-0.82,-0.17,-0.05,-0.08
-1.35,0.07,-0.04,0.35,-0.29,-0.21,-0.01,-0.07
-0.96,0.07,-0.11,0.08,0.25,-0.17,0.03,-0.05
-0.64,0.07,0.21,-0.09,0.69,-0.08,0.07,-0.03
0.26,0.07,-0.04,-0.14,0.94,0.04,0.09,-0.01
0.75,0.06,0.11,-0.13,0.97,0.13,0.09,0.01
1.04,0.06,-0.03,-0.13,0.73,0.15,0.07,0.03
0.98,0.06,-0.04,-0.25,0.25,0.08,0.04,0.04
0.93,0.05,-0.08,-0.37,-0.33,-0.06,-0.01,0.04
0.82,0.05,0.01,-0.27,-0.85,-0.24,-0.05,0.04
0.25,0.05,0.09,0.02,-1.11,-0.41,-0.06,0.04
-0.41,0.06,-0.06,0.34,-1.02,-0.52,-0.05,0.05
-1.73,0.06,0.06,0.53,-0.63,-0.56,-0.01,0.05
-1.73,0.06,-0.32,0.43,-0.07,-0.52,0.04,0.06
-1.80,0.07,0.22,0.09,0.48,-0.38,0.09,0.08
0.19,0.07,-0.21,-0.17,0.90,-0.17,0.13,0.10
0.64,0.07,0.58,-0.17,1.13,0.09,0.16,0.13
1.00,0.07,-0.15,-0.02,1.10,0.34,0.17,0.15
1.21,0.07,-0.21,-0.01,0.81,0.51,0.15,0.16
1.23,0.07,-0.01,-0.27,0.27,0.58,0.12,0.16
1.22,0.07,0.01,-0.64,-0.38,0.55,0.07,0.16
0.55,0.07,0.11,-0.56,-0.93,0.45,0.04,0.15
0.10,0.08,-0.14,0.18,-1.23,0.32,0.02,0.14
-0.60,0.09,0.04,0.85,-1.16,0.19,0.02,0.13
-1.24,0.10,0.00,0.74,-0.79,0.08,0.05,0.12
-1.35,0.11,-0.08,0.24,-0.24,0.01,0.08,0.11
-1.39,0.11,0.10,-0.07,0.34,-0.01,0.10,0.11
-0.43,0.12,-0.10,-0.19,0.83,0.03,0.12,0.12
0.09,0.12,0.23,-0.22,1.14,0.09,0.11,0.12
0.51,0.13,-0.01,-0.22,1.18,0.14,0.08,0.12
0.91,0.13,-0.10,-0.20,0.85,0.14,0.03,0.12
0.91,0.14,0.04,-0.21,0.23,0.05,-0.03,0.11
0.90,0.15,-0.06,-0.26,-0.54,-0.10,-0.09,0.09
0.61,0.15,0.02,-0.18,-1.17,-0.27,-0.14,0.07
0.23,0.16,-0.02,0.12,-1.39,-0.43,-0.16,0.04
-0.32,0.18,0.01,0.42,-1.16,-0.53,-0.15,0.03
-2.30,0.19,0.21,0.44,-0.56,-0.56,-0.12,0.01
-2.30,0.20,-0.58,0.28,0.17,-0.52,-0.07,0.00
-1.80,0.20,0.18,0.09,0.77,-0.39,-0.02,0.00
-1.18,0.21,0.30,-0.14,1.13,-0.19,0.01,0.00
0.35,0.21,-0.13,-0.22,1.21,0.04,0.04,0.00
0.77,0.21,0.26,0.03,1.03,0.25,0.05,0.01
0.86,0.22,-0.12,0.14,0.60,0.39,0.05,0.01
0.91,0.22,-0.19,-0.34,0.00,0.42,0.04,0.01
0.92,0.22,-0.01,-0.74,-0.61,0.36,0.02,0.00
0.84,0.23,0.06,-0.51,-1.08,0.24,0.00,-0.02
-0.02,0.24,0.13,0.04,-1.24,0.11,0.00,-0.03
-0.82,0.24,-0.15,0.64,-1.07,0.00,0.02,-0.04
-1.21,0.25,-0.11,0.91,-0.64,-0.07,0.05,-0.04
-1.35,0.26,0.08,0.49,-0.10,-0.10,0.08,-0.04
-1.43,0.26,0.09,-0.11,0.42,-0.07,0.10,-0.04
-0.60,0.26,-0.13,-0.28,0.90,0.01,0.11,-0.02
0.37,0.27,0.12,-0.14,1.18,0.13,0.10,-0.01
0.77,0.27,0.17,-0.12,1.25,0.23,0.07,0.01
1.11,0.27,-0.13,-0.29,0.97,0.24,0.02,0.02
1.16,0.27,-0.05,-0.32,0.31,0.16,-0.05,0.03
1.17,0.27,-0.04,-0.22,-0.49,0.01,-0.12,0.03
1.02,0.27,0.02,-0.19,-1.22,-0.16,-0.19,0.03
0.41,0.27,0.06,0.02,-1.57,-0.29,-0.23,0.02
-0.07,0.28,-0.10,0.42,-1.36,-0.38,-0.25,0.02
-0.93,0.28,0.06,0.57,-0.79,-0.42,-0.24,0.03
-0.82,0.28,-0.19,0.34,-0.01,-0.37,-0.21,0.03
-0.78,0.28,0.17,0.04,0.70,-0.24,-0.17,0.05
-0.43,0.28,0.03,-0.14,1.15,-0.04,-0.13,0.07
0.32,0.27,-0.05,-0.14,1.33,0.18,-0.10,0.09
0.89,0.27,0.09,-0.10,1.20,0.36,-0.08,0.10
1.27,0.26,0.01,-0.17,0.79,0.44,-0.07,0.12
1.18,0.26,0.00,-0.32,0.17,0.40,-0.06,0.12
1.13,0.26,-0.11,-0.29,-0.52,0.28,-0.07,0.12
0.97,0.26,0.00,-0.10,-1.08,0.10,-0.06,0.11
0.54,0.26,0.06,0.05,-1.31,-0.07,-0.04,0.11
-0.20,0.26,0.01,0.23,-1.16,-0.20,0.00,0.10
-1.67,0.26,0.05,0.41,-0.70,-0.27,0.07,0.09
-1.39,0.26,-0.42,0.40,-0.09,-0.27,0.14,0.09
-1.27,0.25,0.31,0.14,0.48,-0.18,0.20,0.10
-0.40,0.25,0.03,-0.14,0.91,-0.03,0.25,0.10
0.64,0.24,0.04,-0.18,1.11,0.15,0.28,0.11
1.25,0.24,0.10,0.03,1.05,0.31,0.28,0.11
1.50,0.23,-0.05,-0.01,0.74,0.37,0.26,0.11
1.49,0.23,-0.09,-0.40,0.22,0.30,0.21,0.10
1.50,0.23,-0.07,-0.58,-0.37,0.14,0.14,0.09
1.26,0.23,0.06,-0.32,-0.86,-0.05,0.08,0.07
0.57,0.23,0.06,0.09,-1.11,-0.24,0.04,0.05
-0.41,0.22,-0.04,0.52,-1.04,-0.38,0.02,0.03
-1.67,0.22,-0.03,0.70,-0.71,-0.47,0.02,0.01
-1.43,0.22,-0.29,0.44,-0.21,-0.47,0.04,0.00
-1.67,0.21,0.36,0.01,0.33,-0.37,0.06,-0.01
-0.15,0.21,-0.23,-0.23,0.80,-0.18,0.07,-0.01
0.68,0.20,0.33,-0.16,1.08,0.05,0.08,-0.01
