sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
117,0.71,0.24,-0.01,0.33,-0.72,0.07,-0.16,0.26
118,0.24,0.24,-0.03,0.30,-0.99,-0.10,-0.18,0.24
119,-0.41,0.24,0.02,0.17,-0.99,-0.23,-0.18,0.23
120,0.04,0.25,-0.20,0.08,-0.60,-0.30,-0.16,0.21
121,-0.12,0.25,0.30,0.06,0.04,-0.30,-0.13,0.19
122,-0.27,0.25,-0.01,0.02,0.70,-0.25,-0.10,0.18
123,-0.42,0.25,-0.09,0.00,1.13,-0.16,-0.08,0.17
124,-0.08,0.25,-0.09,-0.03,1.13,-0.07,-0.07,0.17
125,0.79,0.25,0.02,-0.21,0.73,0.01,-0.08,0.17
126,1.28,0.24,0.20,-0.39,0.16,0.06,-0.11,0.18
127,1.33,0.24,0.02,-0.20,-0.41,0.06,-0.13,0.18
128,0.95,0.25,-0.08,0.19,-0.78,0.01,-0.15,0.17
129,0.38,0.25,-0.09,0.25,-0.88,-0.07,-0.16,0.16
130,-0.14,0.25,-0.04,-0.03,-0.76,-0.15,-0.16,0.14
131,-0.41,0.26,-0.01,-0.21,-0.48,-0.21,-0.14,0.12
132,-0.71,0.26,0.08,0.00,-0.10,-0.18,-0.10,0.10
133,-0.92,0.27,0.01,0.35,0.29,-0.09,-0.04,0.07
134,-0.84,0.27,-0.05,0.44,0.62,0.02,0.01,0.05
135,-0.31,0.27,-0.02,0.20,0.78,0.14,0.05,0.04
136,0.21,0.27,0.10,-0.18,0.76,0.25,0.06,0.03
137,0.89,0.26,-0.01,-0.41,0.54,0.32,0.06,0.01
138,1.25,0.26,0.05,-0.34,0.22,0.36,0.05,0.00
139,1.31,0.26,-0.02,-0.14,-0.11,0.33,0.02,-0.02
140,0.89,0.25,-0.01,-0.06,-0.41,0.22,0.00,-0.04
141,0.23,0.25,-0.06,-0.04,-0.63,0.07,-0.01,-0.07
142,-0.60,0.25,-0.03,0.05,-0.75,-0.07,-0.01,-0.10
143,-1.16,0.25,-0.06,0.17,-0.75,-0.17,-0.01,-0.14
144,-1.37,0.26,0.01,0.28,-0.53,-0.21,0.02,-0.18
145,-1.37,0.26,0.07,0.33,-0.14,-0.18,0.05,-0.22
146,-0.71,0.26,-0.05,0.26,0.34,-0.12,0.08,-0.24
147,-0.29,0.25,0.15,0.08,0.75,-0.04,0.11,-0.27
148,0.44,0.25,-0.07,-0.16,0.92,0.05,0.11,-0.28
149,1.04,0.24,0.02,-0.38,0.81,0.10,0.09,-0.29
150,1.37,0.24,0.03,-0.45,0.47,0.10,0.06,-0.30
151,1.38,0.23,-0.02,-0.35,0.01,0.06,0.03,-0.31
152,1.03,0.23,-0.02,-0.13,-0.45,-0.04,0.01,-0.32
153,0.47,0.22,-0.04,0.14,-0.80,-0.16,0.00,-0.33
154,-0.23,0.22,-0.02,0.31,-0.95,-0.26,0.00,-0.34
155,-1.16,0.22,0.03,0.32,-0.86,-0.32,0.01,-0.35
156,-1.37,0.22,-0.14,0.31,-0.49,-0.31,0.05,-0.37
157,-1.37,0.21,0.09,0.25,0.06,-0.22,0.09,-0.39
158,-1.16,0.21,0.08,0.10,0.63,-0.07,0.14,-0.40
159,-0.77,0.20,0.00,-0.06,1.06,0.09,0.17,-0.41
160,0.38,0.19,-0.11,-0.15,1.16,0.24,0.18,-0.41
161,1.31,0.17,0.16,-0.25,0.89,0.34,0.17,-0.40
162,1.72,0.16,0.08,-0.40,0.36,0.39,0.15,-0.40
163,1.71,0.14,-0.09,-0.37,-0.28,0.38,0.12,-0.39
164,1.19,0.13,-0.05,-0.10,-0.84,0.30,0.08,-0.38
165,0.56,0.12,-0.08,0.07,-1.15,0.16,0.05,-0.38
166,-0.14,0.11,-0.01,0.06,-1.16,0.01,0.03,-0.37
167,-0.52,0.10,-0.03,0.20,-0.85,-0.11,0.03,-0.36
168,-0.48,0.10,0.01,0.46,-0.33,-0.16,0.04,-0.36
169,-0.34,0.09,0.09,0.52,0.28,-0.14,0.05,-0.34
170,-0.56,0.08,0.10,0.30,0.84,-0.08,0.06,-0.33
171,0.07,0.07,-0.23,-0.04,1.19,-0.01,0.06,-0.30
172,0.28,0.05,0.17,-0.35,1.25,0.05,0.04,-0.28
173,0.94,0.04,-0.07,-0.55,1.00,0.09,0.01,-0.25
174,1.15,0.03,0.10,-0.51,0.48,0.09,-0.04,-0.21
175,1.32,0.02,-0.05,-0.17,-0.18,0.05,-0.09,-0.18
176,1.08,0.01,0.01,0.16,-0.83,-0.05,-0.13,-0.15
177,0.74,0.00,-0.05,0.21,-1.30,-0.17,-0.16,-0.12
178,0.24,-0.01,-0.01,0.14,-1.44,-0.26,-0.18,-0.09
179,-0.31,-0.01,0.00,0.13,-1.18,-0.31,-0.17,-0.07
180,-0.92,-0.01,0.01,0.15,-0.58,-0.28,-0.14,-0.04
181,-0.77,-0.02,-0.12,0.18,0.21,-0.19,-0.10,-0.02
182,-0.92,-0.02,0.19,0.15,0.95,-0.06,-0.05,0.01
183,-0.71,-0.03,-0.05,0.02,1.36,0.09,-0.02,0.04
184,0.14,-0.04,-0.10,-0.09,1.37,0.20,0.00,0.07
185,0.92,-0.04,0.14,-0.15,0.99,0.27,0.00,0.09
186,1.29,-0.05,0.09,-0.24,0.39,0.25,-0.02,0.11
187,1.22,-0.06,-0.05,-0.29,-0.22,0.17,-0.03,0.14
188,0.74,-0.06,-0.07,-0.13,-0.70,0.02,-0.05,0.16
189,0.04,-0.07,-0.05,-0.01,-0.96,-0.14,-0.06,0.18
190,-0.52,-0.07,-0.06,-0.04,-0.99,-0.29,-0.06,0.20
191,-0.71,-0.08,-0.01,0.07,-0.82,-0.37,-0.04,0.22
192,-0.77,-0.08,0.09,0.36,-0.48,-0.35,-0.02,0.23
193,-0.56,-0.08,0.01,0.49,-0.03,-0.24,0.01,0.25
194,-0.29,-0.08,0.03,0.35,0.42,-0.06,0.05,0.27
195,-0.23,-0.09,0.04,0.04,0.78,0.15,0.06,0.29
196,0.15,-0.10,-0.11,-0.33,0.93,0.33,0.05,0.31
197,0.71,-0.10,0.00,-0.52,0.87,0.45,0.02,0.32
198,1.35,-0.11,0.05,-0.44,0.57,0.47,-0.02,0.33
199,1.39,-0.11,0.12,-0.18,0.11,0.39,-0.06,0.33
200,1.01,-0.12,-0.05,0.12,-0.40,0.23,-0.09,0.33
201,0.15,-0.12,-0.06,0.31,-0.85,0.01,-0.11,0.33
202,-0.31,-0.11,-0.16,0.22,-1.09,-0.22,-0.13,0.33
203,-0.18,-0.11,-0.02,0.00,-1.00,-0.39,-0.12,0.32
204,-0.29,-0.11,0.22,-0.03,-0.60,-0.46,-0.10,0.32
205,-0.37,-0.10,0.00,0.17,0.03,-0.42,-0.06,0.32
206,-0.60,-0.10,-0.03,0.36,0.65,-0.29,-0.01,0.32
207,-0.44,-0.10,-0.10,0.23,1.04,-0.10,0.03,0.32
208,0.31,-0.10,-0.03,-0.23,1.06,0.09,0.05,0.31
209,0.83,-0.10,0.18,-0.57,0.75,0.25,0.06,0.30
210,1.13,-0.10,0.03,-0.41,0.27,0.35,0.06,0.29
211,1.11,-0.10,-0.05,0.02,-0.23,0.37,0.05,0.28
212,0.96,-0.10,-0.07,0.24,-0.59,0.30,0.04,0.26
213,0.67,-0.09,-0.01,0.09,-0.78,0.16,0.04,0.24
214,0.24,-0.09,0.01,-0.12,-0.81,0.01,0.06,0.21
215,-0.44,-0.08,0.02,-0.04,-0.65,-0.12,0.08,0.19
216,0.76,-0.07,-0.35,0.23,-0.32,-0.18,0.11,0.17
217,0.83,-0.06,0.52,0.33,0.13,-0.17,0.16,0.16
218,0.91,-0.06,-0.04,0.18,0.57,-0.09,0.20,0.15
219,-0.31,-0.06,0.05,0.03,0.85,0.02,0.23,0.14
220,0.38,-0.05,-0.56,-0.04,0.86,0.13,0.24,0.13
221,0.84,-0.05,0.31,-0.29,0.63,0.22,0.23,0.11
222,1.28,-0.05,0.18,-0.61,0.25,0.26,0.19,0.10
223,1.30,-0.04,0.01,-0.30,-0.15,0.23,0.14,0.08
224,1.09,-0.03,-0.09,0.48,-0.47,0.14,0.09,0.05
225,0.37,-0.02,0.01,0.63,-0.70,0.00,0.05,0.03
226,-0.44,-0.01,-0.07,-0.02,-0.79,-0.16,0.02,0.00
227,-1.37,0.00,-0.01,-0.47,-0.70,-0.27,0.01,-0.02
228,-0.84,0.01,-0.23,-0.23,-0.42,-0.33,0.01,-0.03
229,-0.84,0.02,0.36,0.18,0.02,-0.31,0.03,-0.04
230,-0.71,0.03,0.01,0.35,0.47,-0.22,0.05,-0.04
231,-0.48,0.04,-0.10,0.35,0.73,-0.11,0.06,-0.05
232,0.36,0.04,-0.10,0.15,0.73,0.00,0.05,-0.05
233,0.78,0.05,0.19,-0.30,0.47,0.08,0.03,-0.06
234,1.00,0.05,0.00,-0.66,0.14,0.12,-0.02,-0.06
235,0.87,0.06,-0.04,-0.43,-0.10,0.11,-0.08,-0.07
236,0.50,0.07,-0.04,0.10,-0.22,0.04,-0.13,-0.09
237,-0.04,0.08,-0.02,0.25,-0.25,-0.06,-0.17,-0.11
238,-0.92,0.09,0.03,0.14,-0.31,-0.17,-0.19,-0.12
239,0.50,0.10,-0.42,0.17,-0.37,-0.26,-0.18,-0.14
240,0.59,0.11,0.62,0.27,-0.37,-0.26,-0.16,-0.15
241,-0.65,0.12,0.18,0.23,-0.18,-0.18,-0.12,-0.15
242,-0.44,0.12,-0.67,0.15,0.19,-0.06,-0.08,-0.15
243,-0.10,0.12,0.12,0.07,0.54,0.08,-0.06,-0.14
244,0.44,0.13,0.20,-0.37,0.73,0.21,-0.06,-0.13
245,1.26,0.13,-0.01,-0.79,0.61,0.31,-0.09,-0.13
246,1.54,0.13,0.10,-0.23,0.20,0.36,-0.13,-0.12
247,1.47,0.13,-0.04,0.60,-0.28,0.36,-0.17,-0.12
248,0.85,0.13,-0.04,0.39,-0.71,0.29,-0.21,-0.12
249,0.24,0.13,-0.11,-0.23,-0.92,0.15,-0.23,-0.13
250,-0.34,0.13,-0.01,-0.33,-0.85,-0.01,-0.24,-0.13
251,-0.48,0.14,-0.02,-0.13,-0.56,-0.15,-0.22,-0.13
252,-0.71,0.14,0.12,0.20,-0.09,-0.24,-0.18,-0.13
253,-0.56,0.15,-0.04,0.48,0.43,-0.26,-0.13,-0.12
254,-0.84,0.15,0.11,0.42,0.76,-0.23,-0.08,-0.10
255,-0.37,0.15,-0.18,0.07,0.87,-0.17,-0.04,-0.09
256,0.11,0.14,0.08,-0.31,0.72,-0.10,-0.02,-0.08
257,0.62,0.14,0.06,-0.50,0.39,-0.04,-0.02,-0.06
258,0.98,0.14,0.01,-0.38,0.12,0.01,-0.03,-0.05
259,1.00,0.14,0.00,-0.07,-0.12,0.06,-0.05,-0.05
260,0.72,0.13,-0.03,0.15,-0.33,0.09,-0.05,-0.05
261,0.11,0.13,-0.02,0.12,-0.48,0.08,-0.05,-0.06
262,-0.60,0.14,-0.04,0.02,-0.66,0.06,-0.02,-0.06
263,-1.37,0.14,-0.01,0.07,-0.66,0.05,0.02,-0.07
264,-1.16,0.14,-0.15,0.19,-0.40,0.09,0.08,-0.07
265,-0.71,0.13,0.15,0.24,0.03,0.18,0.15,-0.07
266,-0.71,0.13,0.20,0.21,0.53,0.28,0.21,-0.06
267,-0.56,0.12,-0.13,0.09,0.85,0.34,0.25,-0.05
268,0.41,0.11,-0.19,-0.05,0.85,0.34,0.26,-0.04
269,1.04,0.10,0.22,-0.29,0.58,0.29,0.25,-0.03
270,1.47,0.09,0.04,-0.57,0.15,0.22,0.23,-0.03
271,1.47,0.08,-0.03,-0.42,-0.27,0.10,0.20,-0.03
272,1.34,0.08,-0.09,0.12,-0.59,-0.05,0.17,-0.04
273,0.82,0.07,0.02,0.33,-0.79,-0.24,0.14,-0.04
274,0.36,0.07,-0.06,0.11,-0.84,-0.42,0.13,-0.05
275,-0.48,0.06,0.07,0.06,-0.71,-0.54,0.12,-0.06
276,-0.48,0.06,-0.17,0.24,-0.39,-0.55,0.14,-0.06
277,-0.71,0.05,0.17,0.29,0.10,-0.47,0.15,-0.06
278,-0.60,0.05,-0.01,0.17,0.61,-0.36,0.17,-0.06
279,-0.41,0.04,0.00,0.00,0.96,-0.24,0.16,-0.05
280,0.28,0.03,-0.06,-0.13,1.03,-0.13,0.14,-0.05
281,0.89,0.02,0.10,-0.26,0.78,-0.03,0.09,-0.05
282,1.36,0.01,0.03,-0.37,0.29,0.06,0.03,-0.05
283,1.31,0.01,0.02,-0.29,-0.25,0.11,-0.02,-0.05
284,1.00,0.00,-0.08,-0.05,-0.69,0.09,-0.07,-0.06
285,0.27,0.00,-0.01,0.06,-0.95,0.03,-0.10,-0.08
286,-0.23,0.00,-0.10,0.06,-0.96,-0.02,-0.12,-0.09
287,-0.77,-0.01,0.05,0.12,-0.74,-0.02,-0.13,-0.10
288,-0.71,-0.01,-0.05,0.26,-0.34,0.04,-0.12,-0.10
289,-0.60,-0.01,0.10,0.36,0.17,0.14,-0.10,-0.10
290,-0.77,-0.02,0.10,0.30,0.67,0.25,-0.07,-0.09
291,-0.48,-0.03,-0.15,0.08,1.01,0.34,-0.07,-0.09
292,0.27,-0.03,-0.04,-0.20,1.11,0.42,-0.08,-0.08
293,1.00,-0.04,0.13,-0.42,0.91,0.45,-0.11,-0.07
294,1.27,-0.05,0.09,-0.47,0.49,0.42,-0.14,-0.07
295,1.41,-0.05,-0.10,-0.22,-0.04,0.32,-0.18,-0.06
296,1.13,-0.06,-0.01,0.14,-0.57,0.17,-0.20,-0.07
297,0.77,-0.06,-0.05,0.17,-0.96,-0.02,-0.22,-0.07
298,0.11,-0.06,0.03,0.00,-1.13,-0.18,-0.22,-0.07
299,-0.92,-0.06,0.03,0.04,-1.01,-0.28,-0.20,-0.07
300,-1.02,-0.06,-0.22,0.26,-0.61,-0.31,-0.18,-0.06
301,-0.71,-0.06,0.09,0.34,-0.03,-0.27,-0.14,-0.04
302,-0.44,-0.07,0.18,0.20,0.56,-0.17,-0.09,-0.03
303,-0.04,-0.07,-0.02,0.01,0.96,-0.06,-0.05,-0.01
304,0.32,-0.08,-0.03,-0.06,1.05,0.03,-0.03,0.01
305,0.97,-0.08,-0.07,-0.16,0.84,0.08,-0.02,0.02
306,1.40,-0.08,0.08,-0.44,0.40,0.07,-0.01,0.04
307,1.49,-0.08,0.04,-0.52,-0.10,0.01,-0.01,0.04
308,1.07,-0.08,-0.01,-0.17,-0.53,-0.11,0.01,0.05
309,0.37,-0.08,-0.07,0.22,-0.83,-0.26,0.04,0.05
310,-0.60,-0.07,-0.02,0.33,-0.93,-0.40,0.07,0.05
311,-0.92,-0.07,-0.14,0.23,-0.82,-0.47,0.12,0.05
312,-0.71,-0.06,0.05,0.16,-0.49,-0.45,0.17,0.06
313,-0.71,-0.06,0.21,0.19,0.01,-0.33,0.23,0.07
314,-0.60,-0.06,-0.03,0.22,0.57,-0.14,0.28,0.09
315,-0.60,-0.06,-0.03,0.14,0.98,0.07,0.31,0.11
316,0.39,-0.06,-0.19,-0.10,1.14,0.27,0.33,0.13
317,0.80,-0.06,0.26,-0.48,0.95,0.43,0.32,0.14
318,1.20,-0.06,-0.02,-0.61,0.46,0.51,0.28,0.15
319,1.34,-0.05,-0.05,-0.24,-0.13,0.52,0.24,0.16
320,1.15,-0.05,0.00,0.21,-0.68,0.44,0.19,0.15
321,0.71,-0.04,-0.02,0.26,-1.03,0.29,0.14,0.15
322,-0.31,-0.03,0.04,0.07,-1.09,0.12,0.09,0.14
323,-0.65,-0.02,-0.21,0.07,-0.88,-0.02,0.05,0.13
324,-0.56,-0.02,0.03,0.22,-0.43,-0.11,0.02,0.13
325,-0.34,-0.01,0.15,0.22,0.16,-0.12,0.00,0.14
326,-0.34,-0.01,0.08,0.15,0.70,-0.07,-0.02,0.14
327,-0.23,-0.01,-0.09,0.12,1.06,0.01,-0.05,0.15
328,0.58,0.00,-0.14,0.00,1.09,0.08,-0.08,0.16
329,1.09,0.00,0.19,-0.34,0.80,0.13,-0.14,0.16
330,1.48,0.01,0.02,-0.58,0.29,0.13,-0.19,0.15
331,1.55,0.01,-0.03,-0.34,-0.26,0.07,-0.23,0.14
332,1.19,0.02,-0.01,0.12,-0.70,-0.04,-0.27,0.12
333,0.62,0.03,-0.06,0.25,-0.94,-0.18,-0.29,0.10
334,-0.84,0.05,0.10,0.10,-0.97,-0.31,-0.29,0.08
335,-5.86,0.06,0.44,0.06,-0.78,-0.39,-0.26,0.06
336,-5.86,0.07,-1.50,0.21,-0.42,-0.40,-0.22,0.05
337,-5.86,0.08,0.68,0.29,0.09,-0.33,-0.15,0.04
338,-1.37,0.09,-0.15,0.09,0.62,-0.20,-0.08,0.04
339,-0.52,0.09,1.31,-0.02,0.99,-0.03,-0.02,0.04
340,-0.08,0.10,-0.41,0.48,1.08,0.13,0.03,0.04
341,1.02,0.10,-0.71,0.65,0.84,0.24,0.05,0.04
342,1.30,0.11,0.22,-0.70,0.38,0.28,0.06,0.03
343,1.35,0.11,0.07,-2.27,-0.14,0.26,0.07,0.02
344,0.78,0.12,0.01,-1.82,-0.56,0.17,0.07,0.00
345,0.27,0.13,-0.12,0.48,-0.83,0.06,0.07,-0.02
346,-0.14,0.14,-0.02,2.13,-0.94,-0.07,0.07,-0.04
347,-0.77,0.15,0.10,1.72,-0.90,-0.17,0.08,-0.06
348,-1.37,0.15,-0.01,0.58,-0.70,-0.20,0.10,-0.07
349,-1.37,0.16,-0.11,-0.07,-0.16,-0.15,0.11,-0.07
350,-1.37,0.16,0.12,-0.41,0.66,-0.03,0.13,-0.07
351,-0.34,0.17,-0.12,-0.60,1.54,0.11,0.13,-0.07
352,0.42,0.17,0.20,-0.54,2.16,0.22,0.11,-0.06
353,0.99,0.17,0.04,-0.32,1.92,0.28,0.06,-0.06
354,1.26,0.17,-0.06,-0.12,0.78,0.29,0.00,-0.06
355,1.25,0.18,-0.05,-0.08,-0.89,0.23,-0.06,-0.06
356,0.93,0.18,-0.01,-0.13,-2.49,0.12,-0.12,-0.07
357,0.47,0.19,-0.03,-0.13,-3.16,-0.04,-0.17,-0.08
358,0.02,0.19,-0.02,0.09,-2.73,-0.19,-0.20,-0.09
359,-0.41,0.20,0.02,0.42,-1.44,-0.30,-0.21,-0.09
360,-0.44,0.21,-0.04,0.52,0.19,-0.33,-0.19,-0.09
361,-0.92,0.21,0.15,0.35,1.45,-0.28,-0.16,-0.08
362,-0.37,0.21,-0.22,0.11,2.17,-0.20,-0.12,-0.07
363,-0.10,0.21,0.18,-0.13,2.33,-0.09,-0.08,-0.06
364,0.38,0.21,0.00,-0.30,2.03,0.01,-0.06,-0.04
365,0.88,0.21,-0.02,-0.36,1.46,0.08,-0.05,-0.03
366,1.23,0.21,0.02,-0.25,0.65,0.07,-0.05,-0.03
367,1.46,0.21,-0.01,-0.11,-0.25,0.00,-0.06,-0.02
368,1.09,0.21,0.06,-0.07,-1.07,-0.09,-0.06,-0.03
369,0.54,0.21,-0.08,-0.01,-1.63,-0.15,-0.05,-0.03
