sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
47,-0.92,-0.06,-0.11,-0.10,-0.36,-0.10,0.32,0.02
48,-1.46,-0.07,-0.13,0.28,-0.35,-0.03,0.26,0.01
49,-2.35,-0.07,0.18,0.27,-0.25,0.06,0.21,-0.01
50,-1.66,-0.07,-0.25,0.10,-0.11,0.15,0.16,-0.02
51,-1.09,-0.07,0.26,0.08,0.01,0.25,0.12,-0.05
52,-0.17,-0.08,0.04,0.08,0.03,0.35,0.10,-0.07
53,0.35,-0.08,0.05,-0.05,-0.02,0.40,0.08,-0.10
54,0.69,-0.08,-0.07,-0.25,-0.14,0.35,0.08,-0.12
55,0.46,-0.08,0.01,-0.41,-0.25,0.21,0.07,-0.14
56,0.35,-0.09,-0.13,-0.51,-0.34,-0.01,0.06,-0.16
57,-0.17,-0.09,0.07,-0.33,-0.41,-0.27,0.04,-0.18
58,-0.31,-0.09,-0.09,0.14,-0.42,-0.55,0.02,-0.19
59,-1.09,-0.10,0.16,0.53,-0.36,-0.82,-0.01,-0.20
60,-1.46,-0.10,-0.13,0.63,-0.21,-1.06,-0.05,-0.22
61,-1.09,-0.10,-0.10,0.47,0.09,-1.21,-0.08,-0.23
62,-0.92,-0.10,0.22,0.10,0.47,-1.25,-0.11,-0.24
63,-0.45,-0.10,-0.03,-0.24,0.85,-1.16,-0.14,-0.25
64,-1.27,-0.09,0.20,-0.32,1.12,-0.98,-0.16,-0.26
65,0.22,-0.09,-0.61,-0.20,1.09,-0.72,-0.18,-0.27
66,0.22,-0.09,0.55,-0.20,0.74,-0.41,-0.21,-0.27
67,-0.03,-0.09,0.00,-0.34,0.10,-0.08,-0.25,-0.27
68,0.46,-0.09,-0.34,-0.19,-0.66,0.24,-0.30,-0.26
69,0.10,-0.09,0.24,0.27,-1.26,0.53,-0.37,-0.25
70,0.58,-0.09,-0.18,0.35,-1.50,0.78,-0.44,-0.24
71,-0.17,-0.09,0.27,0.00,-1.29,0.97,-0.52,-0.24
72,-0.17,-0.08,-0.27,0.00,-0.69,1.09,-0.58,-0.23
73,-0.03,-0.08,0.01,0.24,0.04,1.17,-0.64,-0.23
74,0.22,-0.08,0.10,0.10,0.70,1.17,-0.69,-0.24
75,0.58,-0.08,0.02,-0.12,1.10,1.09,-0.71,-0.25
76,0.58,-0.08,0.06,-0.07,1.17,0.95,-0.71,-0.25
77,0.46,-0.08,-0.05,0.03,0.93,0.73,-0.70,-0.26
78,1.02,-0.08,-0.17,-0.03,0.50,0.45,-0.67,-0.26
79,1.32,-0.09,0.17,-0.22,0.01,0.15,-0.64,-0.25
80,0.22,-0.09,0.25,-0.24,-0.44,-0.16,-0.61,-0.23
81,0.46,-0.10,-0.51,-0.01,-0.69,-0.43,-0.56,-0.21
82,-0.17,-0.10,0.26,0.25,-0.77,-0.64,-0.50,-0.19
83,-0.31,-0.11,-0.06,0.19,-0.67,-0.74,-0.43,-0.16
84,-1.09,-0.12,0.12,-0.08,-0.41,-0.72,-0.33,-0.13
85,-1.27,-0.13,-0.18,0.01,-0.13,-0.61,-0.20,-0.11
86,-0.76,-0.13,-0.05,0.26,0.17,-0.41,-0.06,-0.09
87,-1.65,-0.14,0.42,0.07,0.43,-0.18,0.09,-0.07
88,-1.27,-0.14,-0.41,-0.20,0.54,0.05,0.25,-0.05
89,-1.65,-0.15,0.19,-0.11,0.55,0.23,0.40,-0.03
90,-1.65,-0.15,-0.07,-0.03,0.40,0.33,0.55,-0.02
91,-1.46,-0.16,-0.03,-0.18,0.16,0.32,0.67,0.00
92,-1.65,-0.16,0.12,-0.17,-0.08,0.20,0.77,0.01
93,-1.27,-0.17,-0.15,0.09,-0.30,0.04,0.85,0.02
94,-1.09,-0.17,0.09,0.19,-0.38,-0.14,0.91,0.03
95,-0.45,-0.18,-0.06,0.09,-0.34,-0.30,0.97,0.04
96,-0.60,-0.18,0.18,0.02,-0.22,-0.41,1.02,0.04
97,-0.92,-0.18,-0.09,-0.02,0.00,-0.45,1.05,0.03
98,-0.45,-0.18,-0.24,-0.01,0.20,-0.40,1.07,0.01
99,-0.45,-0.17,0.23,-0.02,0.36,-0.26,1.07,-0.01
100,-0.17,-0.17,-0.04,-0.11,0.42,-0.09,1.03,-0.03
101,-0.45,-0.17,0.08,-0.02,0.33,0.08,0.96,-0.06
102,0.47,-0.16,-0.28,0.24,0.15,0.20,0.86,-0.08
103,0.58,-0.16,0.30,0.23,-0.10,0.25,0.72,-0.10
104,0.35,-0.15,0.02,-0.09,-0.30,0.24,0.56,-0.11
105,0.22,-0.15,-0.18,-0.21,-0.40,0.17,0.39,-0.11
106,0.35,-0.15,-0.05,-0.04,-0.41,0.07,0.20,-0.11
107,0.91,-0.14,0.02,-0.02,-0.31,-0.06,0.03,-0.11
108,0.10,-0.14,0.33,-0.15,-0.22,-0.16,-0.13,-0.11
109,-0.31,-0.13,-0.29,0.01,-0.15,-0.23,-0.27,-0.12
110,-0.60,-0.12,-0.08,0.31,-0.10,-0.24,-0.40,-0.12
111,-0.31,-0.12,0.00,0.19,-0.09,-0.20,-0.52,-0.14
112,0.46,-0.11,0.07,-0.21,-0.02,-0.12,-0.63,-0.15
113,0.91,-0.09,0.17,-0.23,0.08,-0.04,-0.72,-0.17
114,1.22,-0.08,-0.03,0.14,0.22,0.03,-0.81,-0.19
115,1.51,-0.07,-0.09,0.26,0.34,0.08,-0.88,-0.21
116,2.05,-0.06,-0.06,-0.06,0.37,0.11,-0.93,-0.22
117,2.22,-0.05,0.12,-0.40,0.31,0.12,-0.95,-0.22
118,1.51,-0.04,0.10,-0.38,0.18,0.12,-0.94,-0.23
119,0.46,-0.03,-0.14,0.01,0.04,0.12,-0.90,-0.22
120,0.58,-0.02,-0.31,0.38,-0.06,0.14,-0.83,-0.22
121,0.35,-0.01,0.30,0.33,-0.09,0.19,-0.73,-0.22
122,0.10,0.00,0.08,0.05,-0.08,0.27,-0.60,-0.21
123,-0.60,0.02,0.01,0.07,-0.01,0.37,-0.47,-0.20
124,-1.27,0.03,-0.11,0.30,0.06,0.46,-0.35,-0.19
125,-1.09,0.04,-0.16,0.13,0.15,0.53,-0.24,-0.17
126,-1.65,0.06,0.30,-0.42,0.23,0.55,-0.14,-0.15
127,-0.76,0.06,-0.29,-0.56,0.20,0.52,-0.06,-0.12
128,-1.09,0.07,0.37,-0.15,0.07,0.44,0.01,-0.08
129,-0.92,0.08,-0.19,0.23,-0.20,0.29,0.07,-0.04
130,-0.31,0.09,-0.12,0.20,-0.50,0.10,0.13,0.00
131,-0.31,0.09,0.22,-0.03,-0.68,-0.11,0.20,0.05
132,-0.03,0.10,-0.11,-0.18,-0.67,-0.32,0.27,0.10
133,-0.03,0.10,0.02,-0.14,-0.41,-0.50,0.33,0.15
134,-0.17,0.11,0.00,0.10,0.00,-0.66,0.39,0.19
135,-0.17,0.12,-0.06,0.21,0.42,-0.76,0.43,0.22
136,0.58,0.13,-0.10,0.08,0.74,-0.82,0.46,0.25
137,0.58,0.14,0.28,0.04,0.83,-0.83,0.46,0.28
138,0.46,0.15,-0.06,0.09,0.71,-0.79,0.44,0.30
139,-0.03,0.16,-0.06,0.08,0.45,-0.71,0.40,0.32
140,-0.03,0.17,-0.15,0.06,0.14,-0.61,0.36,0.34
141,0.46,0.17,0.01,-0.15,-0.11,-0.49,0.32,0.36
142,-0.45,0.18,0.38,-0.33,-0.33,-0.34,0.29,0.38
143,-0.17,0.19,-0.42,-0.08,-0.48,-0.17,0.28,0.41
144,-0.45,0.20,0.16,0.29,-0.61,0.02,0.27,0.43
145,-0.45,0.21,-0.01,0.25,-0.71,0.22,0.27,0.46
146,-0.60,0.23,0.03,-0.12,-0.66,0.39,0.26,0.48
147,-1.46,0.24,0.10,-0.23,-0.53,0.54,0.24,0.49
148,-1.46,0.26,-0.28,0.00,-0.27,0.66,0.19,0.50
149,-1.66,0.28,0.13,0.06,0.06,0.73,0.13,0.50
150,-0.92,0.29,-0.09,-0.07,0.30,0.74,0.05,0.50
151,-0.45,0.31,0.19,-0.05,0.48,0.67,-0.04,0.49
152,-0.60,0.32,0.11,0.11,0.53,0.53,-0.13,0.48
153,-0.60,0.34,-0.20,0.19,0.45,0.34,-0.21,0.47
154,-0.03,0.35,-0.13,0.03,0.35,0.14,-0.27,0.45
155,-0.17,0.36,0.26,-0.27,0.24,-0.04,-0.31,0.43
156,-0.76,0.38,0.01,-0.37,0.18,-0.19,-0.34,0.40
157,-1.27,0.39,-0.18,-0.05,0.17,-0.28,-0.37,0.37
158,-0.03,0.41,-0.29,0.39,0.11,-0.28,-0.38,0.33
159,1.02,0.42,0.40,0.33,0.03,-0.19,-0.40,0.29
160,1.12,0.44,0.27,-0.04,-0.09,-0.02,-0.41,0.25
161,1.32,0.45,-0.28,0.02,-0.19,0.18,-0.41,0.20
162,1.42,0.46,-0.10,0.26,-0.19,0.38,-0.41,0.15
163,1.70,0.48,0.00,-0.07,-0.14,0.55,-0.39,0.10
164,0.91,0.48,0.23,-0.67,-0.04,0.67,-0.34,0.05
165,-0.03,0.49,-0.15,-0.51,0.01,0.70,-0.28,0.01
166,-0.45,0.50,-0.20,0.29,-0.07,0.62,-0.19,-0.03
167,-0.31,0.50,0.04,0.61,-0.22,0.44,-0.09,-0.06
168,-0.17,0.51,0.19,0.28,-0.40,0.18,0.03,-0.09
169,-0.76,0.52,0.15,0.02,-0.48,-0.10,0.14,-0.11
170,0.22,0.52,-0.43,0.11,-0.37,-0.39,0.25,-0.13
171,0.35,0.53,0.34,0.07,-0.11,-0.66,0.36,-0.15
172,1.02,0.54,-0.09,-0.35,0.25,-0.88,0.44,-0.16
173,0.58,0.54,0.17,-0.59,0.51,-1.02,0.51,-0.18
174,0.46,0.54,-0.22,-0.25,0.57,-1.06,0.57,-0.19
175,0.35,0.55,-0.03,0.13,0.38,-1.02,0.61,-0.21
176,0.46,0.54,0.03,0.09,0.03,-0.92,0.62,-0.23
177,0.69,0.54,0.04,0.03,-0.29,-0.75,0.62,-0.24
178,0.22,0.54,0.15,0.24,-0.43,-0.56,0.60,-0.25
179,0.58,0.53,-0.26,0.40,-0.31,-0.32,0.57,-0.26
180,0.35,0.53,0.18,0.26,0.03,-0.08,0.51,-0.27
181,0.35,0.52,-0.05,-0.11,0.42,0.15,0.44,-0.26
182,-0.17,0.52,0.07,-0.34,0.71,0.35,0.35,-0.26
183,-0.31,0.51,-0.14,-0.22,0.77,0.53,0.24,-0.25
184,-0.17,0.50,-0.01,0.01,0.56,0.66,0.13,-0.24
185,-0.03,0.49,0.10,0.03,0.15,0.75,0.01,-0.22
186,0.69,0.48,-0.07,0.01,-0.31,0.79,-0.12,-0.20
187,1.12,0.47,0.13,0.10,-0.72,0.78,-0.24,-0.18
188,0.91,0.46,0.08,0.13,-0.93,0.71,-0.37,-0.16
189,0.46,0.45,-0.13,-0.02,-0.87,0.59,-0.48,-0.13
190,-0.31,0.44,-0.05,-0.17,-0.59,0.44,-0.59,-0.10
191,-0.76,0.42,-0.09,-0.22,-0.18,0.27,-0.68,-0.06
192,-1.65,0.41,0.14,-0.16,0.20,0.09,-0.74,-0.03
193,-2.62,0.40,-0.01,0.08,0.44,-0.09,-0.78,0.01
194,-1.65,0.39,-0.36,0.42,0.49,-0.27,-0.79,0.04
195,-0.45,0.39,0.32,0.45,0.40,-0.42,-0.79,0.07
196,0.10,0.38,0.31,0.10,0.26,-0.55,-0.76,0.10
197,-0.03,0.37,-0.07,-0.19,0.16,-0.64,-0.71,0.12
198,0.46,0.36,-0.36,-0.17,0.13,-0.68,-0.65,0.14
199,0.80,0.35,0.09,-0.27,0.13,-0.69,-0.57,0.15
200,0.22,0.34,0.23,-0.68,0.11,-0.65,-0.49,0.15
201,-0.76,0.33,-0.11,-0.55,-0.01,-0.55,-0.39,0.15
202,-1.09,0.31,-0.26,0.35,-0.23,-0.39,-0.29,0.15
203,-1.09,0.30,0.08,0.87,-0.45,-0.19,-0.17,0.15
204,-1.87,0.29,0.29,0.49,-0.58,0.04,-0.04,0.15
205,-2.10,0.28,-0.21,0.08,-0.46,0.27,0.09,0.15
206,-1.87,0.27,-0.07,0.13,-0.13,0.49,0.23,0.14
207,-0.17,0.26,-0.10,0.06,0.35,0.67,0.36,0.14
208,-0.76,0.25,0.67,-0.38,0.78,0.78,0.48,0.14
209,0.35,0.24,-0.61,-0.52,0.93,0.81,0.58,0.14
210,1.02,0.22,0.11,-0.13,0.72,0.76,0.66,0.14
211,0.91,0.21,0.23,0.03,0.17,0.62,0.71,0.13
212,1.02,0.19,-0.21,-0.27,-0.52,0.43,0.75,0.12
213,0.10,0.18,0.12,-0.20,-1.04,0.21,0.76,0.11
214,0.22,0.16,-0.30,0.32,-1.22,0.01,0.75,0.10
215,-1.09,0.15,0.36,0.40,-0.97,-0.16,0.73,0.08
216,-2.62,0.13,-0.10,0.17,-0.42,-0.29,0.69,0.07
217,-1.46,0.12,-0.60,0.24,0.24,-0.34,0.65,0.05
218,-0.60,0.11,0.55,0.26,0.80,-0.34,0.59,0.04
219,-0.31,0.10,0.30,-0.05,1.10,-0.30,0.53,0.02
220,0.46,0.08,-0.31,-0.21,1.12,-0.23,0.45,0.01
221,0.80,0.07,0.03,0.02,0.85,-0.17,0.37,-0.01
222,1.61,0.05,-0.10,-0.11,0.39,-0.13,0.28,-0.03
223,1.32,0.04,0.23,-0.78,-0.15,-0.11,0.18,-0.06
224,0.80,0.02,-0.12,-0.72,-0.69,-0.11,0.08,-0.09
225,0.46,0.00,-0.16,0.17,-1.03,-0.13,-0.01,-0.11
226,-0.03,-0.01,0.08,0.64,-1.12,-0.13,-0.09,-0.14
227,-0.03,-0.03,-0.04,0.48,-0.96,-0.11,-0.15,-0.16
228,-1.09,-0.04,0.26,0.29,-0.50,-0.06,-0.20,-0.18
229,-1.27,-0.06,-0.29,0.25,0.05,0.02,-0.23,-0.18
230,-1.09,-0.07,0.00,0.16,0.64,0.11,-0.24,-0.19
231,-0.92,-0.09,0.17,-0.16,1.16,0.20,-0.23,-0.19
232,0.10,-0.10,-0.12,-0.44,1.33,0.27,-0.23,-0.18
233,1.88,-0.11,-0.01,-0.33,1.21,0.29,-0.22,-0.17
234,2.70,-0.13,0.34,-0.05,0.67,0.24,-0.21,-0.17
235,2.77,-0.14,-0.03,-0.03,-0.14,0.13,-0.21,-0.16
236,2.92,-0.16,-0.29,-0.13,-0.87,-0.02,-0.22,-0.16
237,3.07,-0.17,-0.03,-0.11,-1.38,-0.19,-0.23,-0.15
238,2.38,-0.19,0.21,-0.18,-1.42,-0.31,-0.24,-0.15
239,0.80,-0.20,0.03,-0.13,-1.02,-0.39,-0.25,-0.15
240,-0.60,-0.21,-0.25,0.42,-0.40,-0.39,-0.25,-0.14
241,-0.92,-0.22,-0.17,0.82,0.29,-0.33,-0.26,-0.13
242,-1.27,-0.23,0.29,0.44,0.80,-0.21,-0.27,-0.12
243,-0.92,-0.24,-0.01,-0.10,1.08,-0.06,-0.28,-0.11
244,0.35,-0.24,-0.08,-0.11,1.10,0.10,-0.29,-0.10
245,0.46,-0.25,0.37,0.04,0.91,0.20,-0.32,-0.08
246,0.91,-0.26,-0.23,-0.24,0.57,0.22,-0.35,-0.07
247,1.02,-0.27,-0.04,-0.65,0.08,0.16,-0.39,-0.06
248,0.80,-0.27,0.03,-0.65,-0.48,0.03,-0.42,-0.06
249,0.46,-0.28,-0.04,-0.41,-1.00,-0.11,-0.44,-0.06
250,-0.92,-0.28,0.13,-0.03,-1.38,-0.23,-0.45,-0.05
251,-0.76,-0.28,-0.42,0.53,-1.41,-0.31,-0.44,-0.05
252,-1.27,-0.28,0.33,0.76,-1.06,-0.31,-0.41,-0.05
253,-1.46,-0.28,0.00,0.48,-0.41,-0.24,-0.36,-0.04
254,-1.27,-0.28,-0.09,0.18,0.44,-0.08,-0.29,-0.03
255,-0.92,-0.28,0.05,0.07,1.24,0.12,-0.22,-0.02
256,-0.92,-0.28,0.11,-0.13,1.77,0.31,-0.15,0.00
257,-1.27,-0.28,-0.02,-0.45,1.90,0.44,-0.08,0.02
258,-0.60,-0.28,-0.28,-0.48,1.53,0.47,-0.01,0.04
259,-0.17,-0.28,0.20,-0.22,0.73,0.40,0.05,0.05
260,-0.60,-0.28,0.20,-0.10,-0.29,0.27,0.10,0.06
261,-0.45,-0.27,-0.30,0.04,-1.28,0.09,0.15,0.07
262,-0.45,-0.27,0.04,0.36,-1.86,-0.08,0.20,0.07
263,-0.31,-0.27,0.04,0.34,-1.90,-0.21,0.26,0.07
264,-0.92,-0.26,0.14,-0.06,-1.43,-0.24,0.31,0.07
265,-1.27,-0.25,-0.18,-0.12,-0.59,-0.17,0.36,0.07
266,-1.09,-0.25,-0.10,0.15,0.27,-0.02,0.40,0.06
267,-1.66,-0.24,0.27,0.11,0.93,0.18,0.44,0.06
268,-0.03,-0.24,-0.44,-0.13,1.25,0.34,0.46,0.06
269,-0.03,-0.23,0.57,-0.08,1.15,0.45,0.46,0.06
270,0.80,-0.23,-0.25,0.08,0.77,0.45,0.45,0.05
271,0.58,-0.23,0.12,0.03,0.25,0.33,0.43,0.04
272,0.80,-0.23,-0.20,-0.10,-0.23,0.08,0.40,0.03
273,1.02,-0.22,0.01,-0.25,-0.54,-0.23,0.36,0.01
274,0.46,-0.22,0.19,-0.35,-0.65,-0.53,0.33,-0.01
275,0.69,-0.22,-0.26,-0.08,-0.58,-0.75,0.31,-0.03
276,-0.03,-0.21,0.23,0.37,-0.42,-0.83,0.31,-0.05
277,0.22,-0.21,-0.24,0.47,-0.21,-0.77,0.31,-0.07
278,0.35,-0.20,0.11,0.21,0.00,-0.57,0.32,-0.08
279,0.80,-0.20,0.02,-0.03,0.20,-0.24,0.33,-0.09
280,0.69,-0.20,0.12,-0.11,0.39,0.16,0.33,-0.09
281,0.35,-0.20,-0.06,-0.12,0.53,0.56,0.31,-0.10
282,0.69,-0.20,-0.21,-0.11,0.57,0.86,0.28,-0.10
283,1.70,-0.20,0.01,-0.18,0.44,1.00,0.22,-0.10
284,2.22,-0.20,0.28,-0.26,0.18,0.98,0.16,-0.10
285,2.14,-0.19,0.04,-0.09,-0.20,0.83,0.09,-0.11
286,1.88,-0.19,-0.17,0.28,-0.55,0.59,0.03,-0.12
287,1.88,-0.19,-0.13,0.37,-0.69,0.29,-0.02,-0.13
288,1.70,-0.18,0.10,-0.05,-0.62,-0.01,-0.05,-0.15
289,0.46,-0.18,0.20,-0.39,-0.31,-0.25,-0.08,-0.16
290,-0.03,-0.17,-0.33,-0.11,0.09,-0.39,-0.10,-0.17
291,-0.76,-0.17,0.09,0.39,0.43,-0.42,-0.13,-0.19
292,-0.31,-0.16,-0.12,0.38,0.63,-0.37,-0.16,-0.20
293,-0.31,-0.15,0.27,0.00,0.61,-0.29,-0.22,-0.20
294,0.58,-0.15,-0.15,-0.11,0.44,-0.21,-0.28,-0.21
295,1.22,-0.14,0.11,0.03,0.17,-0.16,-0.36,-0.21
296,1.97,-0.13,-0.02,-0.06,-0.07,-0.16,-0.44,-0.22
297,2.14,-0.12,0.06,-0.34,-0.25,-0.21,-0.50,-0.21
298,1.79,-0.11,-0.03,-0.42,-0.36,-0.29,-0.53,-0.21
299,1.79,-0.10,-0.20,-0.24,-0.40,-0.39,-0.53,-0.20
300,1.22,-0.09,0.14,0.01,-0.44,-0.46,-0.50,-0.19
301,0.69,-0.07,-0.04,0.19,-0.42,-0.48,-0.46,-0.17
302,-0.60,-0.06,0.10,0.37,-0.34,-0.44,-0.41,-0.15
303,-1.09,-0.05,-0.25,0.50,-0.12,-0.35,-0.35,-0.12
304,-0.92,-0.04,0.00,0.37,0.20,-0.23,-0.31,-0.08
305,-1.27,-0.03,0.30,0.00,0.55,-0.09,-0.28,-0.05
306,-0.31,-0.02,-0.27,-0.24,0.82,0.04,-0.26,-0.01
307,0.22,-0.01,0.21,-0.15,0.88,0.11,-0.26,0.02
308,0.80,0.00,0.01,-0.08,0.68,0.14,-0.27,0.06
309,1.12,0.01,-0.03,-0.29,0.26,0.10,-0.27,0.09
310,1.51,0.02,-0.08,-0.41,-0.32,0.05,-0.25,0.12
311,1.70,0.03,0.03,-0.24,-0.86,0.00,-0.21,0.14
312,0.69,0.04,0.18,-0.07,-1.20,-0.02,-0.16,0.17
313,0.35,0.05,-0.33,0.13,-1.23,-0.02,-0.10,0.19
314,-0.60,0.06,0.14,0.41,-0.90,0.02,-0.05,0.20
315,-0.76,0.07,-0.12,0.42,-0.33,0.12,-0.02,0.22
316,-0.60,0.08,0.06,0.19,0.31,0.25,0.00,0.23
317,-0.03,0.08,0.06,0.12,0.87,0.37,0.00,0.24
318,0.69,0.09,0.05,0.15,1.22,0.45,-0.01,0.26
319,0.91,0.09,0.10,-0.02,1.29,0.47,-0.04,0.27
320,1.32,0.10,-0.15,-0.28,1.07,0.42,-0.07,0.28
321,1.32,0.10,0.04,-0.45,0.58,0.33,-0.09,0.30
322,0.69,0.11,0.06,-0.49,-0.07,0.20,-0.09,0.31
323,0.10,0.11,-0.14,-0.30,-0.71,0.05,-0.05,0.32
324,-0.76,0.11,0.02,0.12,-1.21,-0.09,0.01,0.33
325,-0.76,0.12,-0.14,0.43,-1.38,-0.16,0.09,0.35
326,-1.09,0.11,0.21,0.45,-1.21,-0.14,0.18,0.35
327,-0.45,0.11,-0.14,0.33,-0.75,-0.05,0.27,0.36
328,0.35,0.11,0.09,0.23,-0.09,0.09,0.34,0.36
329,0.69,0.11,0.16,0.03,0.60,0.24,0.40,0.35
330,1.12,0.11,-0.12,-0.28,1.13,0.37,0.44,0.33
331,1.22,0.11,-0.01,-0.45,1.36,0.46,0.47,0.31
332,1.12,0.11,-0.01,-0.42,1.21,0.47,0.49,0.28
333,0.91,0.11,-0.03,-0.30,0.68,0.37,0.52,0.25
334,0.58,0.11,0.00,-0.05,-0.03,0.18,0.56,0.21
335,0.22,0.11,0.00,0.33,-0.70,-0.07,0.62,0.17
336,0.10,0.12,-0.04,0.49,-1.11,-0.32,0.68,0.13
337,-0.45,0.12,0.12,0.37,-1.09,-0.52,0.74,0.09
338,0.10,0.12,-0.23,0.17,-0.71,-0.63,0.78,0.05
339,-0.76,0.13,0.39,-0.03,-0.11,-0.64,0.79,0.01
340,-0.45,0.13,-0.35,-0.19,0.50,-0.55,0.77,-0.02
341,0.22,0.14,0.01,-0.23,0.89,-0.36,0.71,-0.06
342,1.32,0.14,0.11,-0.20,0.93,-0.12,0.63,-0.10
343,1.51,0.15,0.24,-0.18,0.61,0.12,0.52,-0.14
344,1.12,0.15,-0.09,-0.07,0.08,0.30,0.41,-0.17
345,1.22,0.16,-0.30,0.16,-0.50,0.37,0.29,-0.19
346,0.91,0.17,0.13,0.08,-0.87,0.34,0.17,-0.21
347,0.22,0.17,0.08,-0.28,-0.92,0.22,0.07,-0.22
348,-1.46,0.18,0.07,-0.20,-0.67,0.03,-0.02,-0.23
349,-1.46,0.19,-0.48,0.36,-0.20,-0.17,-0.11,-0.23
350,-1.87,0.19,0.32,0.59,0.27,-0.35,-0.21,-0.23
351,-1.46,0.20,-0.02,0.21,0.62,-0.48,-0.30,-0.23
352,-1.27,0.20,0.11,-0.12,0.78,-0.53,-0.41,-0.24
353,-0.92,0.21,-0.04,0.00,0.72,-0.47,-0.51,-0.24
354,-1.27,0.21,0.09,0.00,0.55,-0.34,-0.61,-0.24
355,-0.92,0.21,-0.25,-0.39,0.29,-0.18,-0.70,-0.25
356,-0.92,0.21,0.12,-0.58,-0.02,-0.02,-0.78,-0.25
357,-0.92,0.21,0.02,-0.35,-0.33,0.10,-0.85,-0.25
358,-1.09,0.21,-0.01,0.02,-0.64,0.19,-0.89,-0.25
359,-0.76,0.21,-0.12,0.39,-0.83,0.23,-0.91,-0.23
360,-0.76,0.21,0.14,0.50,-0.84,0.25,-0.91,-0.22
361,-1.09,0.21,0.04,0.23,-0.61,0.23,-0.89,-0.19
362,-0.92,0.21,-0.18,-0.02,-0.14,0.21,-0.86,-0.16
363,-0.45,0.20,0.01,-0.04,0.42,0.20,-0.82,-0.12
364,-0.03,0.19,0.12,-0.10,0.90,0.20,-0.76,-0.08
365,-0.31,0.18,0.12,-0.18,1.15,0.21,-0.70,-0.04
