Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-0.42,0.26,0.07,0.42,-0.58,-0.45,-0.05,0.06
-5.46,0.28,1.47,0.42,-0.84,-0.74,-0.03,0.08
-1.03,0.30,-2.84,0.77,-0.92,-0.65,0.04,0.11
-1.03,0.31,0.65,1.45,-0.88,-0.48,0.18,0.17
-0.91,0.32,0.36,0.04,-0.40,-0.29,0.31,0.21
-0.32,0.31,-0.17,-1.95,0.17,-0.09,0.38,0.23
0.53,0.29,-0.13,-1.14,0.92,0.11,0.46,0.24
1.31,0.27,0.00,0.00,1.69,0.21,0.51,0.24
1.57,0.25,0.18,-0.19,1.49,0.29,0.55,0.22
1.55,0.23,0.14,-0.19,1.06,0.28,0.53,0.18
0.99,0.22,0.21,0.03,0.17,0.06,0.41,0.14
0.43,0.22,0.05,0.28,-1.06,-0.14,0.23,0.11
-0.42,0.22,0.10,0.54,-1.35,-0.21,0.03,0.07
-0.38,0.23,-0.28,0.62,-1.54,-0.20,-0.06,0.05
-0.38,0.24,-0.07,0.50,-1.36,-0.05,-0.12,0.05
-0.23,0.24,-0.05,0.12,-0.73,0.24,-0.15,0.06
-0.60,0.23,0.16,-0.29,-0.25,0.37,-0.10,0.07
-0.23,0.22,-0.21,-0.36,0.36,0.52,-0.02,0.09
0.14,0.20,-0.07,-0.13,0.89,0.65,0.04,0.11
1.00,0.18,-0.17,-0.05,1.13,0.69,0.06,0.12
1.26,0.16,0.16,-0.24,1.04,0.51,0.04,0.10
1.34,0.15,0.12,-0.40,0.73,0.23,0.00,0.07
0.86,0.14,0.21,-0.28,0.32,-0.19,-0.10,0.04
0.38,0.14,0.05,0.07,-0.08,-0.67,-0.21,0.00
-0.29,0.15,0.06,0.40,-0.37,-0.79,-0.33,-0.03
-1.03,0.16,0.04,0.51,-0.62,-0.82,-0.44,-0.05
-1.24,0.17,-0.17,0.46,-0.77,-0.76,-0.42,-0.05
-0.81,0.18,-0.27,0.34,-0.74,-0.63,-0.34,-0.03
-0.55,0.19,0.00,0.06,-0.47,-0.37,-0.19,0.01
-0.55,0.18,0.10,-0.38,0.01,-0.07,-0.07,0.01
-0.08,0.17,-0.14,-0.54,0.53,0.25,0.07,0.01
0.66,0.15,-0.14,-0.28,0.90,0.51,0.21,0.00
1.07,0.14,0.09,-0.13,0.98,0.50,0.20,-0.03
1.09,0.13,0.16,-0.27,0.74,0.38,0.14,-0.10
0.68,0.13,0.18,-0.25,0.33,0.20,0.06,-0.16
0.02,0.13,0.12,0.05,-0.15,0.04,-0.03,-0.24
-0.55,0.14,-0.01,0.39,-0.55,-0.07,-0.10,-0.28
-0.73,0.15,-0.14,0.57,-0.81,-0.13,-0.15,-0.28
-0.91,0.16,-0.04,0.48,-0.88,-0.13,-0.15,-0.25
-0.55,0.15,-0.18,0.16,-0.77,-0.03,-0.11,-0.21
-0.20,0.15,-0.05,-0.13,-0.44,0.12,-0.03,-0.16
-0.13,0.14,0.10,-0.34,0.05,0.29,0.07,-0.10
0.14,0.12,-0.04,-0.41,0.53,0.43,0.13,-0.06
0.77,0.09,-0.14,-0.23,0.83,0.50,0.16,-0.04
1.22,0.07,0.03,-0.05,0.85,0.44,0.11,-0.03
1.18,0.06,0.18,-0.15,0.57,0.28,0.04,-0.05
0.69,0.05,0.20,-0.22,0.16,0.07,-0.09,-0.08
-0.17,0.04,0.17,0.02,-0.21,-0.16,-0.25,-0.11
-0.32,0.04,-0.21,0.40,-0.52,-0.31,-0.29,-0.13
-0.29,0.04,-0.13,0.62,-0.68,-0.36,-0.32,-0.13
-0.35,0.05,0.01,0.39,-0.68,-0.35,-0.30,-0.11
-0.55,0.05,0.06,-0.09,-0.56,-0.30,-0.25,-0.09
-0.55,0.04,-0.06,-0.27,-0.25,-0.18,-0.16,-0.05
-0.42,0.02,-0.06,-0.13,0.18,-0.03,-0.05,-0.02
0.11,0.00,-0.15,-0.03,0.54,0.12,0.06,0.00
0.59,-0.02,-0.02,-0.10,0.73,0.22,0.13,0.01
0.90,-0.04,0.06,-0.25,0.69,0.21,0.17,0.01
0.92,-0.05,0.11,-0.33,0.45,0.08,0.16,-0.01
0.79,-0.06,0.08,-0.19,0.18,-0.08,0.12,-0.05
0.52,-0.06,0.06,0.07,-0.06,-0.21,0.08,-0.11
0.18,-0.05,0.04,0.25,-0.30,-0.28,0.05,-0.16
-0.35,-0.05,0.07,0.30,-0.48,-0.29,0.04,-0.16
-1.24,-0.04,0.14,0.26,-0.61,-0.25,0.06,-0.14
-1.24,-0.04,-0.27,0.27,-0.62,-0.18,0.13,-0.10
-1.24,-0.06,-0.08,0.31,-0.44,-0.04,0.18,-0.06
-0.55,-0.09,-0.24,0.12,-0.12,0.15,0.25,-0.01
0.19,-0.12,-0.08,-0.25,0.25,0.32,0.31,0.02
0.58,-0.16,0.11,-0.53,0.59,0.39,0.33,0.05
1.24,-0.19,-0.06,-0.60,0.82,0.34,0.31,0.04
1.29,-0.20,0.18,-0.40,0.82,0.20,0.23,0.00
1.14,-0.20,0.12,-0.12,0.63,0.04,0.14,-0.05
0.31,-0.19,0.25,0.07,0.20,-0.08,0.04,-0.10
-0.60,-0.18,0.09,0.32,-0.35,-0.19,-0.04,-0.15
-5.46,-0.17,1.36,0.45,-0.79,-0.26,-0.10,-0.20
-0.66,-0.16,-2.94,0.93,-1.12,-0.27,-0.13,-0.20
-0.66,-0.15,0.76,1.51,-1.12,-0.17,-0.13,-0.19
-0.60,-0.15,0.42,-0.12,-0.62,0.00,-0.10,-0.17
-0.60,-0.16,0.02,-2.11,-0.01,0.18,-0.05,-0.14
0.54,-0.18,-0.38,-1.06,0.83,0.30,0.01,-0.10
0.98,-0.19,0.13,0.27,1.61,0.31,0.05,-0.08
1.18,-0.20,0.15,-0.02,1.42,0.30,0.04,-0.08
0.89,-0.20,0.19,-0.21,0.99,0.23,0.01,-0.11
0.39,-0.20,0.12,0.03,0.11,0.07,-0.04,-0.14
-0.23,-0.19,0.06,0.32,-1.02,-0.13,-0.09,-0.17
-1.24,-0.18,0.14,0.50,-1.22,-0.25,-0.14,-0.19
-1.24,-0.17,-0.31,0.54,-1.30,-0.29,-0.16,-0.19
-1.24,-0.16,-0.09,0.47,-1.07,-0.18,-0.16,-0.18
-0.81,-0.15,-0.15,0.15,-0.49,0.07,-0.15,-0.15
-0.55,-0.16,0.02,-0.31,-0.07,0.13,-0.09,-0.12
-0.23,-0.17,0.00,-0.50,0.45,0.22,-0.02,-0.09
0.62,-0.19,-0.19,-0.41,0.94,0.34,0.06,-0.05
1.07,-0.22,0.09,-0.25,1.15,0.42,0.13,-0.02
1.38,-0.24,0.08,-0.25,1.00,0.32,0.16,-0.01
1.16,-0.25,0.19,-0.25,0.58,0.13,0.15,-0.03
0.82,-0.26,0.09,-0.02,0.01,-0.18,0.11,-0.07
0.19,-0.25,0.11,0.27,-0.48,-0.55,0.05,-0.12
-0.26,-0.24,-0.03,0.46,-0.83,-0.56,0.01,-0.13
-0.55,-0.23,-0.07,0.49,-0.96,-0.51,-0.02,-0.13
-0.73,-0.23,-0.05,0.36,-0.90,-0.42,-0.05,-0.12
-0.55,-0.23,-0.13,0.11,-0.64,-0.31,-0.04,-0.09
-0.81,-0.24,0.12,-0.11,-0.19,-0.08,0.02,-0.05
-0.50,-0.25,-0.15,-0.24,0.31,0.12,0.11,-0.01
0.26,-0.27,-0.21,-0.18,0.72,0.33,0.22,0.03
0.56,-0.29,0.12,-0.15,0.93,0.45,0.33,0.05
0.98,-0.30,0.00,-0.34,0.89,0.32,0.32,0.07
0.81,-0.31,0.19,-0.37,0.63,0.10,0.28,0.08
0.63,-0.31,0.06,-0.12,0.31,-0.15,0.21,0.06
-0.15,-0.30,0.21,0.13,-0.06,-0.34,0.12,0.04
-0.66,-0.28,-0.04,0.34,-0.42,-0.46,0.03,0.03
-5.52,-0.26,1.46,0.34,-0.64,-0.48,-0.04,0.02
-0.81,-0.24,-2.87,0.70,-0.82,-0.41,-0.07,0.02
-0.50,-0.23,0.63,1.34,-0.80,-0.25,-0.04,0.03
-0.42,-0.23,0.48,-0.10,-0.37,-0.03,-0.01,0.05
-0.60,-0.23,0.11,-2.08,0.13,0.21,0.06,0.08
-0.26,-0.24,-0.15,-1.12,0.81,0.40,0.13,0.11
0.76,-0.25,-0.28,0.38,1.45,0.47,0.18,0.13
1.34,-0.26,0.09,0.33,1.15,0.47,0.14,0.13
1.56,-0.25,0.16,-0.09,0.68,0.37,0.06,0.11
1.33,-0.24,0.19,-0.32,-0.10,0.20,-0.08,0.07
0.74,-0.23,0.16,-0.12,-1.08,0.01,-0.24,0.04
0.22,-0.21,0.01,0.31,-1.10,-0.06,-0.31,0.02
-0.20,-0.19,-0.04,0.57,-1.11,-0.07,-0.35,0.02
-0.20,-0.18,-0.15,0.56,-0.95,0.03,-0.38,0.02
-0.35,-0.16,0.01,0.29,-0.57,0.26,-0.36,0.04
-0.66,-0.16,0.07,-0.05,-0.41,0.31,-0.28,0.08
-0.46,-0.17,-0.16,-0.20,0.00,0.36,-0.19,0.12
0.42,-0.18,-0.28,-0.08,0.48,0.43,-0.11,0.15
0.93,-0.19,0.06,-0.10,0.89,0.45,-0.08,0.17
1.19,-0.19,0.12,-0.42,1.03,0.28,-0.08,0.17
1.14,-0.18,0.13,-0.51,0.90,0.01,-0.11,0.15
0.77,-0.16,0.14,-0.19,0.60,-0.38,-0.16,0.11
0.33,-0.14,0.05,0.17,0.18,-0.83,-0.21,0.08
-0.60,-0.11,0.17,0.38,-0.22,-0.89,-0.22,0.07
-0.38,-0.09,-0.35,0.48,-0.56,-0.88,-0.19,0.07
-0.38,-0.07,-0.03,0.46,-0.79,-0.82,-0.13,0.09
-0.38,-0.05,0.02,0.13,-0.76,-0.71,-0.03,0.12
-1.24,-0.05,0.29,-0.31,-0.45,-0.48,0.06,0.13
-0.55,-0.06,-0.45,-0.27,0.01,-0.17,0.17,0.15
0.13,-0.07,-0.14,0.11,0.47,0.18,0.30,0.16
1.02,-0.07,-0.07,0.02,0.71,0.49,0.40,0.16
1.34,-0.08,0.18,-0.47,0.71,0.51,0.39,0.15
1.50,-0.08,0.11,-0.61,0.55,0.43,0.33,0.13
1.15,-0.07,0.19,-0.30,0.30,0.30,0.27,0.11
0.72,-0.06,0.07,0.10,0.02,0.19,0.20,0.09
0.06,-0.05,0.09,0.41,-0.29,0.10,0.14,0.08
-1.24,-0.03,0.24,0.50,-0.62,0.03,0.08,0.07
-1.24,-0.02,-0.39,0.51,-0.90,-0.01,0.03,0.08
-0.66,-0.01,-0.32,0.55,-0.93,0.01,0.02,0.09
-0.26,-0.01,0.01,0.22,-0.65,0.10,0.01,0.11
0.04,-0.02,0.05,-0.49,-0.12,0.24,0.01,0.13
0.21,-0.03,0.05,-0.75,0.51,0.38,0.03,0.15
0.86,-0.04,-0.15,-0.42,1.02,0.40,0.03,0.17
1.19,-0.05,0.07,-0.11,1.14,0.31,-0.03,0.15
1.38,-0.05,0.08,-0.07,0.90,0.16,-0.11,0.12
0.93,-0.05,0.23,-0.11,0.42,-0.04,-0.23,0.08
0.42,-0.04,0.08,0.02,-0.20,-0.22,-0.37,0.03
-0.73,-0.02,0.22,0.28,-0.64,-0.33,-0.40,0.00
-0.73,0.00,-0.33,0.52,-0.88,-0.41,-0.42,-0.02
-0.81,0.01,-0.08,0.60,-0.90,-0.41,-0.42,-0.02
-0.81,0.02,-0.02,0.29,-0.69,-0.28,-0.39,0.00
-0.81,0.02,-0.01,-0.21,-0.36,-0.10,-0.32,0.01
-0.81,0.01,0.00,-0.36,0.10,0.09,-0.21,0.03
0.89,0.00,-0.58,-0.19,0.58,0.25,-0.09,0.06
1.24,0.00,0.31,-0.16,0.88,0.35,0.00,0.06
1.53,0.00,0.14,-0.52,0.96,0.34,0.05,0.05
1.16,0.00,0.23,-0.64,0.75,0.24,0.07,0.02
0.82,0.01,0.05,-0.08,0.33,0.07,0.07,-0.03
0.25,0.03,0.08,0.43,-0.12,-0.14,0.04,-0.09
-0.60,0.04,0.12,0.56,-0.62,-0.27,0.02,-0.10
-0.81,0.06,-0.19,0.52,-0.93,-0.29,0.00,-0.09
-0.73,0.08,-0.16,0.43,-1.05,-0.24,0.00,-0.07
-0.35,0.09,-0.13,0.19,-0.88,-0.15,0.05,-0.04
-0.35,0.08,0.10,-0.23,-0.36,-0.02,0.09,-0.02
-0.42,0.07,0.06,-0.48,0.24,0.15,0.15,0.00
0.29,0.06,-0.26,-0.33,0.78,0.32,0.22,0.01
0.74,0.04,0.02,-0.06,1.03,0.42,0.27,0.01
1.10,0.03,0.05,-0.12,0.92,0.34,0.28,-0.01
1.24,0.03,0.08,-0.29,0.58,0.17,0.23,-0.05
0.95,0.02,0.17,-0.19,0.14,-0.06,0.14,-0.09
0.53,0.02,0.08,0.04,-0.22,-0.23,0.07,-0.13
-1.24,0.03,0.47,0.23,-0.51,-0.35,0.00,-0.15
0.65,0.04,-1.13,0.53,-0.67,-0.39,-0.06,-0.16
0.73,0.04,0.28,0.71,-0.75,-0.37,-0.11,-0.16
-1.03,0.04,0.79,-0.08,-0.64,-0.28,-0.10,-0.15
-0.91,0.03,-0.47,-0.78,-0.35,-0.07,-0.05,-0.12
-0.55,0.02,-0.25,0.08,0.03,0.13,0.04,-0.09
-0.15,0.01,-0.04,0.64,0.49,0.31,0.13,-0.06
1.03,-0.01,-0.27,-0.07,0.59,0.41,0.19,-0.03
1.32,-0.02,0.23,-0.53,0.59,0.39,0.21,-0.04
1.34,-0.03,0.17,-0.61,0.55,0.23,0.18,-0.06
0.65,-0.03,0.27,-0.48,0.26,0.03,0.12,-0.09
0.08,-0.02,0.02,0.09,0.23,-0.14,0.03,-0.12
-0.23,-0.02,-0.10,0.59,0.00,-0.28,-0.04,-0.13
-0.38,-0.01,-0.08,0.67,-0.48,-0.33,-0.09,-0.14
-0.73,0.00,0.05,0.37,-0.72,-0.31,-0.10,-0.14
-0.81,0.00,-0.07,0.00,-0.86,-0.31,-0.07,-0.13
-0.73,-0.01,-0.08,-0.10,-0.63,-0.20,-0.02,-0.11
-0.46,-0.03,-0.08,-0.10,-0.04,0.04,0.05,-0.09
0.26,-0.06,-0.17,-0.16,0.48,0.26,0.13,-0.06
1.03,-0.08,-0.06,-0.25,0.78,0.35,0.16,-0.04
1.31,-0.09,0.16,-0.38,0.82,0.34,0.15,-0.06
1.42,-0.10,0.10,-0.45,0.62,0.21,0.10,-0.10
0.98,-0.10,0.20,-0.22,0.32,0.03,0.02,-0.15
0.61,-0.09,0.03,0.15,-0.02,-0.01,-0.05,-0.20
0.04,-0.08,0.06,0.42,-0.39,-0.06,-0.12,-0.21
-0.26,-0.08,-0.07,0.50,-0.72,-0.17,-0.17,-0.21
-0.38,-0.07,-0.09,0.40,-0.90,-0.22,-0.19,-0.19
-1.03,-0.07,0.16,0.17,-0.85,-0.17,-0.16,-0.16
-0.15,-0.07,-0.47,-0.01,-0.51,-0.03,-0.09,-0.13
-0.02,-0.08,0.12,-0.04,-0.02,0.16,-0.02,-0.08
0.43,-0.10,-0.04,-0.25,0.48,0.32,0.05,-0.04
0.88,-0.11,-0.03,-0.47,0.81,0.33,0.07,-0.01
1.32,-0.12,0.00,-0.32,0.88,0.24,0.06,0.00
1.51,-0.12,0.09,-0.17,0.76,0.11,0.04,-0.01
1.14,-0.12,0.21,-0.14,0.40,-0.04,0.00,-0.03
0.53,-0.11,0.13,0.01,0.02,-0.19,-0.05,-0.04
-0.73,-0.10,0.24,0.26,-0.37,-0.32,-0.09,-0.06
-0.50,-0.08,-0.45,0.55,-0.72,-0.42,-0.11,-0.06
-0.50,-0.07,-0.06,0.67,-0.83,-0.42,-0.12,-0.06
-0.73,-0.06,0.10,0.26,-0.75,-0.34,-0.11,-0.04
-0.60,-0.06,-0.10,-0.31,-0.44,-0.16,-0.06,-0.02
-0.46,-0.07,-0.04,-0.34,0.06,0.06,0.03,0.02
0.42,-0.08,-0.25,-0.15,0.56,0.21,0.11,0.05
1.22,-0.09,-0.04,-0.18,0.86,0.31,0.15,0.07
1.70,-0.10,0.12,-0.36,0.92,0.31,0.16,0.06
1.72,-0.11,0.19,-0.49,0.72,0.23,0.13,0.04
1.18,-0.11,0.23,-0.30,0.29,0.08,0.08,0.02
0.45,-0.10,0.12,0.13,-0.09,-0.06,0.06,0.00
-0.50,-0.10,0.09,0.50,-0.50,-0.17,0.01,0.00
-0.73,-0.09,-0.23,0.70,-0.84,-0.24,-0.06,0.00
-1.24,-0.08,0.03,0.62,-0.99,-0.18,-0.10,0.01
-1.24,-0.08,-0.15,0.26,-0.93,-0.10,-0.11,0.03
-0.46,-0.09,-0.31,-0.06,-0.55,0.03,-0.08,0.06
-0.50,-0.10,0.21,-0.26,0.07,0.19,-0.01,0.10
0.65,-0.12,-0.33,-0.49,0.71,0.35,0.05,0.14
1.24,-0.14,0.08,-0.49,1.12,0.41,0.09,0.17
1.58,-0.14,0.14,-0.39,1.22,0.34,0.10,0.17
