sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
151,-0.97,0.39,0.44,-0.39,0.09,0.21,-0.03,0.24
152,-0.97,0.39,-0.12,-0.34,0.19,0.23,-0.04,0.23
153,0.05,0.4,-0.19,0.09,0.27,0.23,-0.06,0.22
154,0.05,0.4,0.39,0.51,0.34,0.25,-0.07,0.2
155,0.66,0.41,-0.2,0.3,0.17,0.22,-0.08,0.19
156,0.66,0.42,0.07,-0.13,0.08,0.13,-0.08,0.16
157,0.04,0.42,0.04,-0.26,0.05,0.02,-0.08,0.14
158,-0.97,0.43,-0.09,-0.28,-0.03,-0.05,-0.07,0.12
159,1.12,0.43,-0.61,-0.26,0.07,-0.08,-0.06,0.09
160,-0.36,0.44,1.16,-0.01,0.13,-0.07,-0.05,0.06
161,-0.97,0.44,-0.5,0.24,0.04,-0.03,-0.04,0.03
162,-0.36,0.45,-0.44,0.44,0,-0.01,-0.05,0.01
163,1.32,0.45,0.16,0.53,-0.15,0.05,-0.05,-0.02
164,1.67,0.45,0.57,-0.11,-0.25,0.16,-0.06,-0.05
165,1.32,0.45,-0.11,-0.71,-0.16,0.28,-0.06,-0.07
166,0.38,0.45,-0.23,-0.08,0.01,0.34,-0.06,-0.1
167,-0.36,0.46,-0.18,0.42,0.21,0.34,-0.06,-0.12
168,0.66,0.46,-0.22,-0.31,0.27,0.29,-0.06,-0.14
169,0.9,0.46,0.52,-0.71,0.14,0.21,-0.05,-0.15
170,-0.36,0.46,0.26,0.04,-0.16,0.12,-0.03,-0.16
171,0.66,0.47,-0.79,0.87,-0.45,-0.01,0,-0.17
172,0.66,0.47,0.43,0.87,-0.5,-0.14,0.03,-0.18
173,0.05,0.47,0.18,-0.04,-0.38,-0.29,0.05,-0.18
174,-0.97,0.47,-0.16,-0.89,-0.07,-0.37,0.08,-0.19
175,1.12,0.47,-0.65,-0.52,0.33,-0.41,0.11,-0.2
176,0.05,0.46,1.09,0.17,0.54,-0.43,0.14,-0.2
177,1.84,0.46,-0.75,0.04,0.56,-0.42,0.16,-0.21
178,-0.97,0.46,0.9,0.02,0.4,-0.36,0.19,-0.21
179,-0.36,0.46,-1.13,0.47,0.02,-0.29,0.21,-0.22
180,0.03,0.45,0.26,0.17,-0.35,-0.21,0.21,-0.22
181,1.32,0.45,0.21,-0.53,-0.52,-0.11,0.22,-0.22
182,0.66,0.45,0.46,-0.45,-0.46,-0.05,0.21,-0.22
183,1.12,0.44,-0.55,0.3,-0.14,0.02,0.2,-0.21
184,0.38,0.44,0.19,0.78,0.27,0.12,0.2,-0.2
185,0.82,0.44,-0.26,0.21,0.49,0.2,0.19,-0.18
186,0.9,0.43,0.19,-0.77,0.41,0.24,0.16,-0.17
187,0.38,0.43,0.15,-0.65,0.22,0.27,0.13,-0.15
188,0.38,0.42,-0.24,0.21,0,0.28,0.09,-0.13
189,1.32,0.42,-0.12,0.57,-0.17,0.28,0.05,-0.12
190,0.66,0.41,0.5,0.33,-0.14,0.3,0.01,-0.1
191,0.9,0.41,-0.36,-0.1,-0.14,0.26,-0.04,-0.08
192,0.38,0.41,0.1,-0.21,-0.24,0.17,-0.1,-0.05
193,-0.36,0.4,0,-0.03,-0.22,0.09,-0.16,-0.03
194,0.72,0.4,-0.38,-0.12,-0.18,-0.01,-0.21,-0.01
195,-0.36,0.39,0.68,-0.24,-0.06,-0.08,-0.25,0.02
196,-0.36,0.39,-0.39,0.05,0.16,-0.12,-0.27,0.05
197,-0.97,0.39,0.06,0.3,0.17,-0.15,-0.29,0.07
198,0.21,0.38,-0.29,0.26,0.03,-0.22,-0.29,0.09
199,0.9,0.37,0.37,-0.05,-0.09,-0.24,-0.29,0.11
200,1.12,0.37,0.13,-0.35,-0.21,-0.24,-0.28,0.12
201,0.9,0.36,-0.12,-0.1,-0.11,-0.22,-0.28,0.13
202,-0.97,0.36,0.11,0.25,0.14,-0.16,-0.25,0.14
203,0.66,0.35,-0.87,0,0.27,-0.13,-0.22,0.14
204,0.05,0.35,0.91,-0.42,0.3,-0.14,-0.2,0.14
205,-0.97,0.35,0.03,-0.33,0.2,-0.13,-0.17,0.14
206,-0.9,0.34,-0.52,0.28,-0.01,-0.06,-0.13,0.15
207,0.38,0.34,-0.05,0.85,-0.1,0.01,-0.08,0.15
208,-0.97,0.33,0.81,0.45,-0.1,0.09,-0.02,0.15
209,-0.97,0.33,-0.62,-0.51,-0.07,0.16,0.04,0.16
210,-0.36,0.32,-0.15,-0.47,0.07,0.18,0.1,0.16
211,-0.36,0.32,0.38,0.11,0.14,0.22,0.15,0.17
212,1.67,0.31,-0.37,-0.19,0.15,0.3,0.19,0.17
213,0.08,0.3,0.85,-0.36,0.11,0.35,0.22,0.17
214,1.5,0.3,-0.99,0.28,-0.08,0.35,0.24,0.16
215,1.12,0.3,0.48,0.42,-0.33,0.31,0.25,0.15
216,-0.97,0.29,0.28,-0.13,-0.51,0.21,0.25,0.14
217,0.05,0.29,-0.97,-0.38,-0.52,0.12,0.25,0.13
218,-0.36,0.28,0.66,-0.06,-0.34,0.06,0.23,0.12
219,-0.97,0.28,0.14,0.32,0.05,-0.01,0.22,0.12
220,0.07,0.28,-0.48,0.28,0.43,-0.1,0.21,0.11
221,0.09,0.27,0.41,0.3,0.56,-0.2,0.19,0.1
222,0.9,0.26,-0.15,0.29,0.57,-0.28,0.17,0.1
223,1.32,0.26,0.07,-0.36,0.37,-0.32,0.15,0.09
224,0.38,0.25,0.2,-0.63,0.08,-0.31,0.12,0.08
225,1.12,0.25,-0.56,-0.21,-0.03,-0.28,0.09,0.07
226,0.05,0.24,0.49,-0.11,-0.17,-0.25,0.07,0.05
227,1.32,0.24,-0.51,-0.08,-0.34,-0.22,0.03,0.03
228,0.05,0.24,0.67,0.18,-0.41,-0.16,0,0.02
229,0.05,0.24,-0.45,0.4,-0.59,-0.07,-0.03,0
230,-0.97,0.23,0.15,0.47,-0.55,0.04,-0.05,-0.01
231,0.05,0.23,-0.37,0.18,-0.22,0.16,-0.05,-0.02
232,0.05,0.22,0.47,-0.28,0.12,0.24,-0.06,-0.03
233,-0.97,0.22,0.16,-0.39,0.64,0.29,-0.06,-0.03
234,-0.36,0.22,-0.59,-0.05,0.93,0.31,-0.05,-0.04
235,0.38,0.21,0.17,0.25,0.81,0.29,-0.04,-0.04
236,-0.36,0.21,0.46,-0.04,0.55,0.26,-0.04,-0.04
237,1.67,0.2,-0.74,-0.44,-0.02,0.19,-0.03,-0.04
238,3.01,0.2,0.44,-0.1,-0.51,0.1,-0.04,-0.05
239,1.84,0.19,0.55,0.33,-0.73,-0.02,-0.05,-0.05
240,0.05,0.19,-0.48,0.07,-0.79,-0.13,-0.07,-0.06
241,0.9,0.19,-0.79,-0.06,-0.52,-0.18,-0.08,-0.07
242,0.38,0.19,0.77,0.03,-0.15,-0.2,-0.1,-0.07
243,-0.97,0.18,0.22,-0.39,0.17,-0.16,-0.11,-0.08
244,0.05,0.18,-0.72,-0.16,0.42,-0.11,-0.11,-0.08
245,-0.03,0.18,0.51,1.01,0.52,-0.06,-0.12,-0.08
246,-0.97,0.18,0.19,0.89,0.48,-0.02,-0.13,-0.08
247,0.38,0.18,-0.68,-0.42,0.35,0.03,-0.14,-0.07
248,0.9,0.18,0.45,-0.7,0.19,0.05,-0.15,-0.07
249,1.67,0.17,0.05,-0.35,-0.01,0.01,-0.16,-0.07
250,0.38,0.17,0.25,-0.41,-0.16,-0.05,-0.17,-0.07
251,0.38,0.17,-0.6,-0.07,-0.27,-0.15,-0.19,-0.07
252,-0.36,0.17,0.2,0.4,-0.46,-0.23,-0.2,-0.07
253,-0.36,0.18,-0.06,0.02,-0.6,-0.28,-0.2,-0.08
254,0.05,0.18,0.03,-0.25,-0.68,-0.29,-0.19,-0.08
255,-0.38,0.18,0.27,0.29,-0.6,-0.25,-0.16,-0.09
256,0.66,0.18,-0.38,0.68,-0.21,-0.17,-0.12,-0.09
257,-0.97,0.18,0.59,0.37,0.37,-0.07,-0.09,-0.08
258,-0.97,0.18,-0.61,-0.2,0.89,0.04,-0.05,-0.08
259,0.05,0.18,-0.12,-0.53,1.17,0.14,-0.02,-0.08
260,0.66,0.18,0.45,-0.5,1.1,0.2,0.01,-0.07
261,-0.21,0.18,0.26,-0.25,0.64,0.21,0.04,-0.06
262,0.05,0.18,-0.57,0.2,0.05,0.18,0.06,-0.06
263,0.66,0.18,0,0.62,-0.46,0.12,0.08,-0.06
264,0.38,0.19,0.37,0.21,-0.89,0.06,0.09,-0.05
265,0.38,0.19,-0.17,-0.57,-1.05,0.02,0.1,-0.06
266,0.9,0.19,-0.15,-0.31,-0.89,0.01,0.1,-0.06
267,0.74,0.19,0.25,0.42,-0.53,0.03,0.12,-0.05
268,0.38,0.19,-0.03,0.27,0.01,0.11,0.14,-0.05
269,-0.97,0.19,0.04,-0.12,0.5,0.22,0.14,-0.05
270,-0.36,0.19,-0.5,-0.01,0.72,0.33,0.14,-0.04
271,-0.97,0.19,0.51,0.01,0.61,0.39,0.14,-0.04
272,0.05,0.19,-0.28,-0.18,0.36,0.37,0.12,-0.03
273,1.67,0.19,0.05,-0.02,0.08,0.27,0.11,-0.03
274,0.38,0.19,0.7,0.32,-0.12,0.14,0.1,-0.02
275,1.32,0.2,-0.89,0.21,-0.15,0,0.09,-0.02
276,0.52,0.2,0.38,-0.19,-0.21,-0.19,0.08,-0.02
277,0.05,0.2,-0.09,-0.46,-0.28,-0.4,0.07,-0.03
278,0.66,0.2,-0.25,-0.55,-0.27,-0.53,0.07,-0.03
279,0.66,0.2,0.34,-0.13,-0.24,-0.58,0.08,-0.04
280,0.9,0.19,-0.03,0.6,-0.12,-0.51,0.11,-0.04
281,-0.36,0.19,0.19,0.69,0.02,-0.32,0.14,-0.04
282,-0.36,0.19,-0.47,0.31,0.08,-0.13,0.17,-0.04
283,0.38,0.19,0,-0.06,0.13,0.01,0.18,-0.04
284,1.5,0.19,0.23,-0.53,0.22,0.18,0.19,-0.03
285,0.38,0.19,0.49,-0.56,0.35,0.34,0.2,-0.03
286,0.05,0.19,-0.57,0.09,0.52,0.41,0.21,-0.02
287,0.66,0.18,-0.24,0.53,0.48,0.42,0.2,-0.02
288,1.99,0.18,0.2,0.1,0.2,0.33,0.19,-0.02
289,1.67,0.18,0.52,-0.6,-0.21,0.16,0.17,-0.02
290,1.32,0.18,-0.29,-0.35,-0.68,0.02,0.15,-0.02
291,-0.97,0.18,0.11,0.58,-0.79,-0.04,0.15,-0.03
292,0.05,0.18,-0.85,0.6,-0.59,-0.08,0.14,-0.03
293,0.05,0.18,0.67,-0.3,-0.23,-0.09,0.13,-0.03
294,-0.93,0.18,0.33,-0.64,0.24,-0.07,0.1,-0.03
295,0.9,0.18,-0.79,0.05,0.45,-0.06,0.06,-0.03
296,0.05,0.18,0.8,0.81,0.46,-0.01,0.01,-0.03
297,0.38,0.18,-0.4,0.53,0.41,0.06,-0.05,-0.03
298,0.05,0.18,0.03,-0.48,0.23,0.07,-0.11,-0.03
299,1.67,0.19,-0.32,-0.73,0.1,0.03,-0.17,-0.03
300,0.9,0.19,0.72,-0.31,-0.02,-0.07,-0.22,-0.03
301,2.27,0.2,-0.62,-0.13,-0.17,-0.19,-0.27,-0.03
302,0.66,0.2,0.61,0.25,-0.28,-0.29,-0.3,-0.03
303,1.72,0.21,-0.76,0.58,-0.33,-0.32,-0.31,-0.03
304,0.05,0.21,0.67,0.14,-0.37,-0.32,-0.31,-0.02
305,0.38,0.21,-0.54,-0.28,-0.3,-0.29,-0.3,-0.01
306,-0.97,0.22,0.4,-0.1,-0.1,-0.22,-0.29,-0.01
307,0.38,0.22,-0.54,0.17,0.14,-0.13,-0.29,0
308,-0.36,0.23,0.69,0.24,0.48,-0.02,-0.29,0.02
309,-0.97,0.23,-0.17,0.1,0.68,0.12,-0.29,0.03
310,-0.97,0.23,-0.31,-0.02,0.56,0.23,-0.28,0.04
311,1.67,0.24,-0.3,-0.06,0.31,0.27,-0.27,0.05
312,0.66,0.24,1.17,-0.35,-0.14,0.24,-0.25,0.06
313,1.5,0.25,-0.77,-0.52,-0.51,0.18,-0.22,0.07
314,0.66,0.25,0.18,0.05,-0.59,0.1,-0.18,0.08
315,0.66,0.25,-0.23,0.51,-0.57,0.06,-0.13,0.08
316,0.05,0.25,0.15,-0.1,-0.45,0.04,-0.08,0.09
317,0.75,0.26,-0.22,-0.55,-0.27,0,-0.03,0.09
318,-0.36,0.26,0.49,0.13,-0.13,-0.03,0,0.09
319,-0.36,0.26,-0.4,0.67,0.13,-0.03,0.02,0.1
320,0.38,0.26,-0.1,0.48,0.44,0.03,0.03,0.1
321,0.9,0.27,0.29,0.1,0.69,0.1,0.03,0.1
322,1.12,0.27,0.07,-0.36,0.77,0.14,0.03,0.11
323,0.9,0.27,-0.06,-0.46,0.66,0.12,0.03,0.12
324,0.38,0.27,-0.08,-0.06,0.4,0.04,0.03,0.12
325,0.9,0.28,-0.24,0,0.02,-0.02,0.03,0.12
326,0.38,0.28,0.37,-0.31,-0.33,-0.04,0.05,0.12
327,0.38,0.28,-0.16,-0.18,-0.62,-0.05,0.07,0.12
328,-0.36,0.28,0.1,0.31,-0.88,-0.08,0.1,0.12
329,0.05,0.28,-0.27,0.54,-0.9,-0.1,0.13,0.12
330,0.38,0.28,0.17,0.28,-0.68,-0.07,0.15,0.12
331,0.38,0.28,0.15,-0.17,-0.29,0.02,0.16,0.12
332,1.32,0.28,-0.25,-0.26,0.27,0.16,0.17,0.11
333,0.9,0.29,0.33,-0.03,0.73,0.25,0.17,0.11
334,0.66,0.29,-0.19,-0.01,0.89,0.26,0.17,0.1
335,0.38,0.29,-0.1,-0.19,0.81,0.21,0.17,0.08
336,0.66,0.29,-0.05,-0.19,0.47,0.13,0.18,0.07
337,0.05,0.29,0.28,-0.06,0,0.03,0.19,0.05
338,0.9,0.29,-0.35,0.09,-0.35,-0.1,0.21,0.03
339,0.05,0.3,0.45,0.34,-0.54,-0.24,0.22,0.01
340,-0.36,0.3,-0.25,0.39,-0.55,-0.4,0.24,0
341,0.05,0.3,-0.22,0.04,-0.33,-0.47,0.26,-0.02
342,-0.97,0.3,0.44,-0.25,-0.04,-0.43,0.26,-0.04
343,1.12,0.31,-0.67,-0.29,0.23,-0.31,0.24,-0.06
344,-0.1,0.31,0.95,-0.18,0.39,-0.14,0.21,-0.07
345,0.66,0.31,-0.65,0.12,0.38,0.05,0.18,-0.09
346,1.12,0.32,0.05,0.25,0.23,0.21,0.14,-0.11
347,2.13,0.32,0.06,0.03,-0.05,0.34,0.1,-0.12
348,0.05,0.33,0.59,-0.26,-0.28,0.43,0.06,-0.13
349,0.05,0.33,-0.89,-0.29,-0.41,0.44,0.02,-0.14
350,-0.97,0.34,0.28,0.13,-0.39,0.37,-0.03,-0.14
351,-0.36,0.34,-0.16,0.26,-0.17,0.23,-0.06,-0.15
352,-0.97,0.35,0.43,-0.14,0.06,0.03,-0.09,-0.15
353,-0.36,0.35,-0.3,0.07,0.23,-0.14,-0.11,-0.15
354,0.05,0.36,0.11,0.64,0.33,-0.25,-0.14,-0.16
355,-0.97,0.36,0.29,0.33,0.25,-0.31,-0.16,-0.16
356,0.05,0.37,-0.63,-0.42,0.18,-0.35,-0.19,-0.16
357,0.05,0.37,0.4,-0.62,0.17,-0.32,-0.22,-0.17
358,0.05,0.37,0.04,-0.41,0.07,-0.26,-0.24,-0.17
359,0.13,0.37,-0.13,-0.15,0.01,-0.17,-0.25,-0.17
360,0.66,0.38,-0.08,0.26,-0.16,-0.06,-0.25,-0.16
361,-0.97,0.38,0.46,0.47,-0.42,0.02,-0.26,-0.16
362,0.05,0.38,-0.78,0.14,-0.53,0.06,-0.26,-0.15
363,-0.36,0.38,0.52,-0.09,-0.53,0.09,-0.25,-0.14
364,0.66,0.38,-0.2,0.01,-0.29,0.11,-0.23,-0.13
365,0.18,0.37,0.35,-0.03,0.17,0.11,-0.2,-0.11
366,0.05,0.37,-0.24,0.06,0.57,0.11,-0.17,-0.09
367,-0.36,0.37,-0.04,0.24,0.82,0.1,-0.14,-0.08
368,0.9,0.36,-0.27,-0.1,0.76,0.09,-0.11,-0.06
369,0.66,0.36,0.55,-0.45,0.4,0.1,-0.08,-0.04
370,0.05,0.36,-0.07,-0.25,-0.03,0.1,-0.06,-0.02
371,1.67,0.35,-0.61,0.22,-0.44,0.07,-0.04,0
372,0.9,0.35,0.77,0.44,-0.62,0.03,-0.02,0.02
373,0.9,0.35,-0.32,0.03,-0.6,0,-0.01,0.04
374,0.38,0.35,-0.04,-0.35,-0.51,-0.01,0,0.06
