sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
26,-0.91,-0.07,0.03,0.28,0.34,-0.08,-0.34,0.03
27,-0.46,-0.07,0.06,0.13,0.70,0.00,-0.30,0.02
28,0.34,-0.06,-0.04,-0.18,0.74,0.11,-0.26,0.02
29,0.73,-0.06,0.11,-0.35,0.48,0.22,-0.23,0.03
30,1.11,-0.05,-0.07,-0.33,0.09,0.30,-0.20,0.03
31,1.09,-0.05,0.01,-0.24,-0.29,0.33,-0.19,0.03
32,0.95,-0.04,-0.05,-0.11,-0.56,0.29,-0.18,0.03
33,0.42,-0.03,0.03,0.05,-0.64,0.18,-0.16,0.02
34,-0.13,-0.03,-0.05,0.18,-0.60,0.02,-0.15,0.01
35,-0.73,-0.02,0.00,0.30,-0.43,-0.19,-0.13,-0.01
36,-0.60,-0.01,-0.10,0.34,-0.14,-0.38,-0.10,-0.02
37,-0.73,0.00,0.19,0.23,0.23,-0.51,-0.05,-0.03
38,-0.66,0.00,-0.02,0.08,0.63,-0.57,0.01,-0.04
39,-0.46,0.00,-0.04,-0.03,0.90,-0.54,0.09,-0.03
40,0.34,0.00,-0.07,-0.13,0.94,-0.45,0.16,-0.03
41,1.03,0.00,0.13,-0.30,0.69,-0.30,0.23,-0.02
42,1.32,0.00,0.08,-0.40,0.22,-0.15,0.26,-0.02
43,1.19,0.00,-0.05,-0.22,-0.34,0.00,0.27,-0.01
44,0.60,0.01,-0.05,0.06,-0.81,0.13,0.27,-0.01
45,-0.17,0.01,-0.07,0.11,-1.09,0.21,0.25,-0.02
46,-0.91,0.01,-0.04,0.00,-1.09,0.26,0.22,-0.03
47,-0.50,0.02,-0.15,0.06,-0.81,0.27,0.20,-0.04
48,-0.46,0.02,0.30,0.28,-0.33,0.27,0.17,-0.05
49,-0.46,0.02,0.04,0.40,0.25,0.28,0.15,-0.06
50,-1.04,0.02,0.01,0.32,0.76,0.29,0.14,-0.06
51,-1.04,0.02,-0.23,0.07,1.06,0.29,0.16,-0.05
52,-0.15,0.02,-0.08,-0.36,1.10,0.27,0.17,-0.05
53,0.68,0.02,0.25,-0.70,0.86,0.22,0.17,-0.04
54,1.11,0.02,0.12,-0.48,0.43,0.14,0.15,-0.03
55,1.29,0.01,-0.10,0.15,-0.08,0.04,0.10,-0.03
56,1.03,0.01,-0.04,0.51,-0.57,-0.07,0.03,-0.03
57,0.55,0.01,-0.05,0.21,-0.93,-0.19,-0.05,-0.03
58,-0.15,0.01,-0.01,-0.28,-1.05,-0.28,-0.11,-0.04
59,-0.73,0.02,-0.04,-0.27,-0.88,-0.31,-0.16,-0.05
60,-0.46,0.02,-0.10,0.15,-0.42,-0.27,-0.19,-0.07
61,-0.42,0.02,0.22,0.42,0.18,-0.15,-0.19,-0.08
62,-0.42,0.02,0.03,0.38,0.71,0.00,-0.18,-0.08
63,-0.46,0.01,-0.06,0.19,0.97,0.15,-0.14,-0.08
64,0.69,0.01,-0.23,-0.07,0.88,0.27,-0.09,-0.07
65,1.05,0.00,0.34,-0.39,0.54,0.33,-0.05,-0.07
66,1.46,0.00,-0.05,-0.58,0.13,0.31,-0.03,-0.06
67,1.22,0.00,0.00,-0.32,-0.22,0.22,-0.03,-0.05
68,0.90,-0.01,-0.11,0.15,-0.46,0.05,-0.05,-0.05
69,0.29,-0.01,0.00,0.21,-0.64,-0.14,-0.08,-0.05
70,-0.23,-0.01,-0.04,-0.01,-0.77,-0.34,-0.09,-0.06
71,-0.35,-0.01,-0.04,0.04,-0.76,-0.47,-0.08,-0.06
72,-1.04,-0.01,0.19,0.30,-0.55,-0.51,-0.05,-0.07
73,-0.91,-0.01,-0.20,0.37,-0.09,-0.46,0.00,-0.08
74,-0.91,-0.01,0.10,0.23,0.47,-0.33,0.05,-0.08
75,-0.55,-0.01,-0.01,-0.02,0.92,-0.16,0.11,-0.08
76,-0.06,-0.02,0.01,-0.30,1.08,0.01,0.16,-0.07
77,0.65,-0.02,-0.01,-0.36,0.89,0.15,0.19,-0.06
78,0.91,-0.03,0.10,-0.22,0.46,0.23,0.19,-0.05
79,0.93,-0.03,-0.04,-0.11,-0.07,0.25,0.16,-0.04
80,0.62,-0.03,-0.04,-0.05,-0.53,0.22,0.10,-0.03
81,0.28,-0.03,-0.06,0.03,-0.84,0.12,0.04,-0.03
82,-0.04,-0.04,-0.01,0.06,-0.93,0.01,-0.02,-0.03
83,-0.55,-0.04,0.06,0.11,-0.78,-0.08,-0.06,-0.04
84,-0.66,-0.04,-0.08,0.26,-0.41,-0.09,-0.07,-0.05
85,-0.73,-0.04,0.05,0.34,0.09,-0.03,-0.06,-0.05
86,-0.66,-0.05,0.02,0.21,0.57,0.08,-0.05,-0.04
87,-0.66,-0.05,0.03,-0.04,0.88,0.18,-0.03,-0.03
88,0.18,-0.06,-0.15,-0.21,0.92,0.26,-0.03,-0.02
89,0.54,-0.07,0.21,-0.26,0.71,0.31,-0.05,0.00
90,0.89,-0.07,-0.02,-0.26,0.32,0.32,-0.08,0.02
91,0.82,-0.08,-0.01,-0.18,-0.15,0.26,-0.12,0.03
92,0.56,-0.08,-0.05,0.01,-0.56,0.14,-0.17,0.05
93,-0.04,-0.09,0.00,0.06,-0.85,-0.05,-0.21,0.06
94,-1.24,-0.09,0.05,-0.02,-0.96,-0.23,-0.23,0.06
95,-5.41,-0.09,0.38,0.06,-0.80,-0.35,-0.22,0.06
96,-5.41,-0.09,-1.23,0.27,-0.44,-0.39,-0.18,0.05
97,-0.81,-0.09,-0.18,0.33,0.05,-0.35,-0.11,0.05
98,-0.81,-0.10,2.06,0.09,0.54,-0.25,-0.04,0.05
99,-0.66,-0.10,-0.58,-0.07,0.85,-0.13,0.03,0.06
100,0.51,-0.10,-0.84,0.50,0.92,-0.01,0.08,0.07
101,0.97,-0.11,0.32,0.60,0.76,0.10,0.11,0.08
102,1.40,-0.11,0.09,-1.27,0.43,0.18,0.12,0.09
103,1.27,-0.11,0.01,-2.44,0.03,0.19,0.11,0.10
104,0.93,-0.11,-0.08,-0.41,-0.33,0.13,0.10,0.10
105,0.22,-0.11,0.00,1.68,-0.65,0.03,0.10,0.10
106,-1.04,-0.11,0.04,1.39,-0.87,-0.07,0.11,0.10
107,-1.24,-0.11,-0.27,0.52,-0.88,-0.13,0.13,0.09
108,-0.60,-0.10,0.04,0.11,-0.66,-0.12,0.17,0.08
109,-0.46,-0.10,0.35,-0.20,-0.14,-0.05,0.21,0.07
110,-0.32,-0.10,-0.05,-0.25,0.68,0.06,0.25,0.07
111,0.24,-0.10,-0.18,-0.09,1.36,0.18,0.27,0.07
112,0.75,-0.10,0.07,-0.12,1.63,0.28,0.26,0.07
113,1.09,-0.10,0.06,-0.50,1.28,0.36,0.23,0.07
114,1.32,-0.10,-0.03,-0.68,0.15,0.38,0.18,0.07
115,1.32,-0.10,-0.01,-0.19,-1.09,0.31,0.12,0.08
116,1.27,-0.10,-0.03,0.34,-1.93,0.18,0.06,0.07
117,0.79,-0.10,0.06,0.36,-2.18,0.00,0.01,0.07
118,0.25,-0.10,-0.05,0.24,-1.56,-0.17,-0.03,0.06
119,-1.03,-0.09,0.09,0.20,-0.54,-0.30,-0.05,0.04
120,-5.42,-0.09,0.39,0.14,0.43,-0.37,-0.06,0.02
121,-1.24,-0.08,-1.99,0.07,1.27,-0.37,-0.05,0.00
122,-1.24,-0.08,2.02,0.00,1.71,-0.33,-0.04,-0.01
123,-1.24,-0.08,0.08,-0.19,1.75,-0.24,-0.03,-0.02
124,0.13,-0.08,-0.82,-0.03,1.47,-0.13,-0.05,-0.02
125,0.78,-0.08,0.26,0.62,0.82,-0.03,-0.08,-0.02
126,1.25,-0.08,0.10,0.09,0.00,0.00,-0.11,-0.02
127,1.19,-0.07,-0.03,-1.54,-0.75,0.00,-0.14,-0.02
128,0.82,-0.07,-0.08,-1.24,-1.22,-0.02,-0.17,-0.02
129,0.14,-0.07,-0.02,0.51,-1.29,-0.02,-0.19,-0.03
130,-0.38,-0.06,-0.07,0.89,-1.09,0.02,-0.19,-0.04
131,-0.66,-0.06,0.00,0.55,-0.74,0.10,-0.18,-0.05
132,-1.24,-0.05,0.13,0.52,-0.31,0.16,-0.15,-0.06
133,-5.42,-0.04,0.56,0.30,0.08,0.27,-0.10,-0.07
134,-0.81,-0.04,-2.12,0.06,0.60,0.43,-0.06,-0.08
135,-0.35,-0.04,1.99,-0.12,1.12,0.57,-0.02,-0.08
136,0.14,-0.04,0.10,-0.55,1.35,0.60,-0.01,-0.08
137,0.74,-0.03,-0.60,-0.51,1.34,0.49,-0.02,-0.07
138,1.21,-0.03,-0.07,0.38,0.75,0.23,-0.04,-0.06
139,1.27,-0.03,0.14,0.26,-0.29,-0.10,-0.07,-0.06
140,0.90,-0.03,0.01,-1.21,-1.16,-0.39,-0.09,-0.05
141,0.14,-0.03,-0.04,-1.05,-1.83,-0.67,-0.11,-0.05
142,-0.81,-0.02,-0.05,0.70,-1.85,-0.92,-0.12,-0.05
143,-0.91,-0.02,-0.17,1.19,-1.24,-1.05,-0.12,-0.06
144,-1.03,-0.01,0.18,0.64,-0.47,-1.02,-0.10,-0.06
145,-0.73,0.00,0.02,0.28,0.43,-0.83,-0.07,-0.06
146,-0.50,0.00,0.06,0.01,1.08,-0.47,-0.03,-0.06
147,-0.35,0.00,0.00,-0.14,1.49,-0.08,0.00,-0.05
148,0.32,0.00,-0.13,-0.30,1.70,0.22,0.01,-0.04
149,1.03,0.01,0.07,-0.55,1.46,0.45,0.00,-0.03
150,1.39,0.01,0.11,-0.53,0.98,0.57,-0.02,-0.02
151,1.40,0.01,-0.02,-0.21,0.09,0.58,-0.04,-0.01
152,0.97,0.01,-0.04,0.16,-0.98,0.51,-0.05,-0.01
153,0.36,0.02,-0.07,0.32,-1.66,0.36,-0.06,0.00
154,-0.42,0.02,-0.01,0.19,-1.97,0.21,-0.06,0.00
155,-5.46,0.03,0.69,0.05,-1.60,0.14,-0.04,-0.01
156,-1.03,0.03,-2.29,0.17,-0.65,0.15,0.00,-0.01
157,-1.03,0.04,2.12,0.30,0.29,0.23,0.05,-0.01
158,-0.91,0.04,0.11,0.08,1.12,0.39,0.11,-0.01
159,-0.32,0.05,-0.67,-0.02,1.55,0.58,0.15,-0.01
160,0.53,0.05,-0.07,0.52,1.45,0.69,0.17,-0.01
161,1.31,0.05,0.19,0.07,1.03,0.72,0.17,0.00
162,1.57,0.05,0.10,-1.62,0.41,0.61,0.14,0.00
163,1.55,0.05,-0.08,-1.44,-0.25,0.33,0.09,0.00
164,0.99,0.05,-0.01,0.52,-0.75,-0.01,0.06,0.01
165,0.43,0.05,-0.09,1.09,-1.06,-0.33,0.04,0.01
166,-0.42,0.06,0.04,0.53,-1.15,-0.65,0.03,0.00
167,-0.38,0.06,-0.16,0.27,-0.94,-0.88,0.04,0.00
168,-0.38,0.07,0.17,0.15,-0.57,-0.94,0.06,-0.01
169,-0.23,0.07,0.05,0.09,0.10,-0.88,0.10,-0.01
170,-0.60,0.08,0.08,0.07,0.88,-0.70,0.16,-0.02
171,-0.23,0.08,-0.23,-0.08,1.36,-0.37,0.21,-0.02
172,0.14,0.08,0.08,-0.29,1.56,-0.04,0.23,-0.02
173,1.00,0.08,0.00,-0.51,1.10,0.19,0.23,-0.02
174,1.26,0.08,0.17,-0.46,0.09,0.34,0.19,-0.02
175,1.34,0.08,-0.07,-0.03,-0.80,0.35,0.15,-0.03
176,0.86,0.08,-0.02,0.31,-1.55,0.21,0.12,-0.03
177,0.38,0.08,-0.10,0.23,-1.73,0.06,0.11,-0.04
178,-0.29,0.09,0.02,-0.02,-1.29,-0.08,0.11,-0.05
179,-1.03,0.09,0.02,-0.07,-0.68,-0.25,0.14,-0.05
180,-1.24,0.10,-0.09,0.12,0.10,-0.35,0.16,-0.06
181,-0.81,0.10,0.00,0.33,0.82,-0.34,0.19,-0.06
182,-0.55,0.11,0.19,0.30,1.25,-0.25,0.21,-0.06
183,-0.55,0.11,0.04,0.07,1.42,-0.07,0.22,-0.05
184,-0.08,0.11,-0.19,-0.13,1.25,0.15,0.19,-0.05
185,0.66,0.11,0.00,-0.26,0.78,0.28,0.12,-0.04
186,1.07,0.11,0.15,-0.45,0.17,0.31,0.01,-0.04
187,1.09,0.11,0.01,-0.45,-0.37,0.30,-0.12,-0.03
188,0.68,0.11,-0.05,-0.05,-0.78,0.24,-0.24,-0.03
189,0.02,0.11,-0.06,0.34,-0.99,0.15,-0.33,-0.02
190,-0.55,0.11,-0.06,0.28,-1.02,0.09,-0.39,-0.02
191,-0.73,0.12,-0.03,0.06,-0.87,0.03,-0.43,-0.02
192,-0.91,0.12,0.11,0.09,-0.53,0.00,-0.45,-0.01
193,-0.55,0.13,-0.05,0.25,-0.01,0.09,-0.45,-0.01
194,-0.20,0.13,0.08,0.28,0.54,0.26,-0.45,0.00
195,-0.13,0.13,0.07,0.10,0.96,0.40,-0.45,0.01
196,0.14,0.13,-0.11,-0.21,1.07,0.49,-0.44,0.02
197,0.77,0.13,-0.06,-0.42,0.85,0.46,-0.44,0.03
198,1.22,0.13,0.12,-0.41,0.37,0.31,-0.46,0.04
199,1.18,0.13,0.08,-0.25,-0.19,0.11,-0.48,0.04
200,0.69,0.13,-0.05,0.04,-0.65,-0.12,-0.48,0.05
201,-0.17,0.13,-0.06,0.32,-0.92,-0.40,-0.43,0.05
202,-0.32,0.14,-0.19,0.28,-0.96,-0.66,-0.34,0.06
203,-0.29,0.14,0.11,0.03,-0.76,-0.82,-0.21,0.07
204,-0.35,0.15,0.14,-0.02,-0.36,-0.85,-0.07,0.08
205,-0.55,0.15,0.00,0.18,0.16,-0.71,0.07,0.09
206,-0.55,0.16,-0.10,0.33,0.66,-0.44,0.20,0.10
207,-0.42,0.16,0.00,0.13,0.99,-0.15,0.31,0.12
208,0.11,0.16,-0.02,-0.33,1.00,0.11,0.40,0.13
209,0.59,0.16,0.09,-0.54,0.72,0.32,0.45,0.14
210,0.90,0.16,0.04,-0.27,0.24,0.46,0.47,0.15
211,0.92,0.16,-0.01,0.09,-0.27,0.51,0.45,0.15
212,0.79,0.16,-0.05,0.19,-0.64,0.46,0.42,0.14
213,0.52,0.17,-0.02,0.08,-0.81,0.32,0.40,0.14
214,0.18,0.17,0.00,-0.06,-0.80,0.15,0.38,0.13
215,-0.35,0.18,0.03,-0.03,-0.58,0.02,0.39,0.12
216,-1.24,0.18,0.03,0.15,-0.21,-0.04,0.41,0.11
217,-1.24,0.19,-0.21,0.26,0.21,-0.03,0.42,0.11
218,-1.24,0.19,0.15,0.19,0.60,0.05,0.40,0.11
219,-0.55,0.20,-0.02,0.01,0.81,0.14,0.36,0.11
220,0.19,0.20,0.09,-0.12,0.75,0.22,0.30,0.10
221,0.58,0.20,0.09,-0.08,0.49,0.26,0.21,0.10
222,1.24,0.20,-0.14,-0.08,0.13,0.24,0.10,0.09
223,1.29,0.20,0.09,-0.24,-0.22,0.16,-0.02,0.07
224,1.14,0.21,-0.05,-0.34,-0.47,0.04,-0.13,0.06
225,0.31,0.21,0.03,-0.24,-0.61,-0.12,-0.22,0.05
226,-0.60,0.21,-0.10,0.05,-0.66,-0.29,-0.26,0.03
227,-5.46,0.22,0.61,0.32,-0.58,-0.41,-0.26,0.02
228,-0.66,0.23,-2.25,0.41,-0.37,-0.45,-0.24,0.01
229,-0.66,0.23,2.25,0.33,-0.05,-0.40,-0.19,0.01
230,-0.60,0.24,0.06,0.09,0.32,-0.28,-0.14,0.00
231,-0.60,0.24,-0.65,0.09,0.65,-0.14,-0.11,0.00
232,0.54,0.24,-0.31,0.58,0.83,-0.02,-0.11,-0.01
233,0.98,0.24,0.42,-0.06,0.82,0.07,-0.13,-0.02
234,1.18,0.24,0.04,-1.83,0.57,0.12,-0.15,-0.03
235,0.89,0.24,-0.07,-1.45,0.15,0.13,-0.18,-0.05
236,0.39,0.24,-0.08,0.74,-0.34,0.08,-0.20,-0.07
237,-0.23,0.24,-0.03,1.26,-0.85,0.00,-0.19,-0.09
238,-1.24,0.24,0.06,0.45,-1.15,-0.10,-0.15,-0.11
239,-1.24,0.25,-0.21,0.11,-1.10,-0.17,-0.09,-0.13
240,-1.24,0.25,0.17,0.10,-0.77,-0.15,-0.02,-0.14
241,-0.81,0.26,0.03,0.08,-0.03,-0.07,0.06,-0.14
242,-0.55,0.26,0.07,0.02,0.84,0.04,0.12,-0.14
243,-0.23,0.26,-0.04,-0.08,1.40,0.16,0.15,-0.14
244,0.62,0.26,-0.12,-0.22,1.61,0.25,0.15,-0.13
245,1.07,0.25,0.16,-0.44,1.13,0.31,0.11,-0.12
246,1.38,0.25,-0.01,-0.47,0.14,0.33,0.04,-0.12
247,1.16,0.25,0.00,-0.16,-0.73,0.28,-0.02,-0.12
248,0.82,0.25,-0.09,0.21,-1.42,0.17,-0.07,-0.12
249,0.19,0.25,0.00,0.31,-1.55,0.02,-0.10,-0.11
250,-0.26,0.26,-0.06,0.18,-1.11,-0.11,-0.10,-0.11
251,-0.55,0.26,0.01,0.13,-0.54,-0.20,-0.09,-0.10
252,-0.73,0.27,0.05,0.21,0.14,-0.22,-0.06,-0.09
253,-0.55,0.27,-0.02,0.23,0.76,-0.18,-0.03,-0.07
254,-0.81,0.27,0.13,0.11,1.13,-0.11,-0.01,-0.05
255,-0.50,0.27,-0.16,-0.08,1.28,0.00,0.00,-0.03
256,0.26,0.27,-0.03,-0.27,1.11,0.12,0.00,-0.01
257,0.56,0.27,0.21,-0.36,0.61,0.18,-0.03,0.00
258,0.98,0.27,-0.08,-0.31,-0.04,0.17,-0.06,0.01
259,0.81,0.26,0.04,-0.08,-0.65,0.12,-0.09,0.01
260,0.63,0.26,-0.10,0.14,-1.05,0.02,-0.10,0.01
261,-0.15,0.27,0.06,0.11,-1.15,-0.08,-0.09,0.00
262,-0.66,0.27,-0.13,-0.02,-0.98,-0.14,-0.04,0.00
263,-5.52,0.27,0.73,0.07,-0.59,-0.19,0.01,0.00
264,-0.81,0.27,-2.29,0.26,-0.08,-0.21,0.08,0.01
265,-0.50,0.27,2.12,0.30,0.46,-0.14,0.14,0.03
266,-0.42,0.27,0.17,0.05,0.89,0.01,0.20,0.05
267,-0.60,0.27,-0.62,-0.01,1.07,0.14,0.24,0.07
268,-0.26,0.27,-0.27,0.52,0.96,0.24,0.26,0.09
269,0.76,0.26,0.07,0.06,0.63,0.25,0.24,0.11
270,1.34,0.26,0.29,-1.64,0.17,0.16,0.21,0.11
271,1.56,0.26,0.02,-1.43,-0.29,0.05,0.18,0.11
272,1.33,0.26,-0.07,0.71,-0.62,-0.06,0.14,0.11
273,0.74,0.26,-0.06,1.43,-0.88,-0.21,0.11,0.10
274,0.22,0.26,-0.08,0.57,-0.97,-0.37,0.10,0.10
275,-0.20,0.27,0.01,-0.16,-0.82,-0.45,0.09,0.09
276,-0.20,0.27,-0.01,-0.33,-0.52,-0.43,0.09,0.09
277,-0.35,0.27,0.12,-0.04,0.10,-0.29,0.09,0.09
278,-0.66,0.27,0.03,0.25,0.82,-0.07,0.09,0.09
279,-0.46,0.27,-0.15,0.21,1.22,0.13,0.07,0.10
280,0.42,0.26,-0.04,-0.05,1.33,0.26,0.04,0.09
281,0.93,0.26,0.23,-0.36,0.83,0.34,-0.01,0.08
282,1.19,0.25,0.01,-0.45,-0.09,0.36,-0.07,0.06
283,1.14,0.25,-0.07,-0.17,-0.78,0.29,-0.13,0.03
284,0.77,0.25,-0.03,0.12,-1.27,0.16,-0.17,0.00
285,0.33,0.25,-0.05,0.04,-1.25,-0.02,-0.20,-0.02
286,-0.60,0.25,0.07,-0.12,-0.81,-0.19,-0.22,-0.05
287,-0.38,0.25,-0.25,0.04,-0.40,-0.29,-0.21,-0.07
288,-0.38,0.25,0.22,0.34,0.06,-0.29,-0.19,-0.08
289,-0.38,0.25,0.08,0.39,0.48,-0.20,-0.15,-0.08
290,-1.24,0.25,0.09,0.24,0.80,-0.06,-0.11,-0.08
291,-0.55,0.25,-0.44,0.07,1.06,0.11,-0.07,-0.07
292,0.13,0.25,0.21,-0.19,1.11,0.27,-0.05,-0.06
293,1.02,0.24,0.12,-0.52,0.90,0.37,-0.05,-0.06
294,1.34,0.24,0.09,-0.48,0.45,0.37,-0.07,-0.06
295,1.50,0.24,-0.11,0.06,-0.08,0.32,-0.09,-0.07
296,1.15,0.24,-0.01,0.36,-0.58,0.22,-0.11,-0.09
297,0.72,0.24,-0.07,0.02,-0.95,0.10,-0.11,-0.10
298,0.06,0.25,0.01,-0.28,-1.08,0.00,-0.10,-0.12
299,-1.24,0.25,0.09,-0.08,-0.97,-0.08,-0.08,-0.13
300,-1.24,0.25,-0.32,0.29,-0.61,-0.12,-0.04,-0.14
301,-0.66,0.26,0.11,0.46,-0.07,-0.06,0.02,-0.13
302,-0.26,0.25,0.27,0.32,0.46,0.08,0.07,-0.13
303,0.04,0.25,-0.01,0.05,0.81,0.19,0.12,-0.11
304,0.21,0.25,-0.08,-0.07,0.87,0.24,0.14,-0.10
305,0.86,0.25,-0.13,-0.18,0.68,0.20,0.14,-0.09
306,1.19,0.25,0.14,-0.54,0.35,0.05,0.11,-0.09
307,1.38,0.25,0.01,-0.69,-0.01,-0.12,0.08,-0.10
308,0.93,0.25,0.04,-0.19,-0.34,-0.29,0.05,-0.11
309,0.42,0.25,-0.12,0.40,-0.63,-0.50,0.03,-0.11
310,-0.73,0.26,0.06,0.50,-0.82,-0.72,0.04,-0.12
311,-0.73,0.26,-0.27,0.26,-0.83,-0.83,0.05,-0.12
312,-0.81,0.26,0.20,0.06,-0.59,-0.82,0.08,-0.11
313,-0.81,0.26,0.10,0.07,-0.07,-0.65,0.13,-0.09
314,-0.81,0.26,-0.02,0.15,0.55,-0.35,0.17,-0.06
315,-0.81,0.26,-0.03,0.15,1.04,-0.06,0.19,-0.03
316,0.89,0.25,-0.29,-0.06,1.22,0.20,0.18,-0.01
317,1.24,0.25,0.52,-0.44,0.99,0.42,0.14,0.01
318,1.53,0.25,-0.10,-0.55,0.42,0.59,0.07,0.02
319,1.16,0.24,-0.09,-0.17,-0.23,0.67,0.00,0.02
320,0.82,0.25,-0.13,0.21,-0.78,0.65,-0.07,0.02
321,0.25,0.25,0.03,0.10,-1.08,0.53,-0.11,0.01
322,-0.60,0.25,0.05,-0.15,-1.05,0.35,-0.14,0.00
323,-0.81,0.26,-0.15,0.08,-0.78,0.20,-0.15,-0.01
324,-0.73,0.26,0.06,0.52,-0.33,0.11,-0.14,-0.02
325,-0.35,0.26,0.07,0.50,0.20,0.09,-0.12,-0.01
326,-0.35,0.26,0.12,0.14,0.66,0.10,-0.11,-0.01
327,-0.42,0.26,-0.07,-0.12,0.98,0.12,-0.11,0.01
328,0.29,0.26,-0.20,-0.29,1.03,0.13,-0.13,0.02
329,0.74,0.26,0.18,-0.45,0.79,0.14,-0.18,0.02
330,1.10,0.26,0.04,-0.50,0.35,0.10,-0.24,0.02
331,1.24,0.26,-0.03,-0.20,-0.21,0.02,-0.28,0.02
332,0.95,0.27,0.01,0.26,-0.70,-0.11,-0.31,0.01
333,0.53,0.27,-0.06,0.37,-1.03,-0.27,-0.30,0.00
334,-1.24,0.28,0.18,0.11,-1.11,-0.40,-0.27,-0.01
335,0.65,0.28,-0.82,-0.02,-0.85,-0.47,-0.22,-0.02
336,0.73,0.29,0.87,0.08,-0.35,-0.47,-0.15,-0.03
337,-1.03,0.29,0.33,0.12,0.31,-0.39,-0.07,-0.03
338,-0.91,0.29,-0.89,0.20,0.89,-0.24,0.01,-0.02
339,-0.55,0.29,0.11,0.35,1.17,-0.08,0.07,-0.01
340,-0.15,0.29,0.31,-0.12,1.08,0.08,0.12,0.00
341,1.03,0.29,-0.11,-0.91,0.67,0.20,0.14,0.01
342,1.32,0.28,0.22,-0.46,0.12,0.24,0.15,0.01
343,1.34,0.29,-0.08,0.61,-0.39,0.22,0.16,0.00
344,0.65,0.29,-0.04,0.44,-0.73,0.15,0.17,-0.01
345,0.08,0.29,-0.16,-0.30,-0.88,0.05,0.20,-0.02
346,-0.23,0.30,-0.03,-0.41,-0.84,-0.08,0.23,-0.04
347,-0.38,0.30,0.08,-0.19,-0.64,-0.17,0.27,-0.05
348,-0.73,0.31,0.10,0.22,-0.28,-0.19,0.29,-0.05
349,-0.81,0.31,-0.08,0.63,0.19,-0.13,0.32,-0.05
350,-0.73,0.31,-0.01,0.56,0.55,-0.01,0.33,-0.04
351,-0.46,0.31,0.02,0.07,0.78,0.12,0.33,-0.02
352,0.26,0.31,-0.03,-0.42,0.78,0.21,0.29,-0.01
353,1.03,0.31,0.07,-0.53,0.53,0.26,0.22,0.01
354,1.31,0.30,0.11,-0.28,0.32,0.26,0.13,0.02
355,1.42,0.30,-0.09,-0.04,0.05,0.20,0.04,0.03
356,0.98,0.31,0.00,0.05,-0.26,0.09,-0.04,0.03
357,0.61,0.31,-0.11,0.04,-0.50,-0.07,-0.11,0.03
358,0.04,0.31,0.03,-0.03,-0.79,-0.23,-0.16,0.02
359,-0.26,0.32,-0.04,0.05,-0.88,-0.33,-0.19,0.02
360,-0.38,0.32,0.02,0.27,-0.62,-0.34,-0.21,0.02
361,-1.03,0.32,0.15,0.38,-0.15,-0.26,-0.21,0.04
362,-0.15,0.31,-0.34,0.27,0.43,-0.12,-0.21,0.05
363,-0.02,0.31,0.34,0.02,0.86,0.04,-0.20,0.07
364,0.43,0.30,-0.05,-0.25,0.94,0.17,-0.20,0.08
365,0.88,0.30,-0.05,-0.38,0.74,0.26,-0.20,0.09
366,1.32,0.29,0.01,-0.25,0.36,0.31,-0.22,0.10
367,1.51,0.29,0.04,-0.13,-0.08,0.28,-0.23,0.10
368,1.14,0.29,0.04,-0.16,-0.47,0.18,-0.23,0.10
369,0.53,0.29,-0.08,-0.02,-0.76,0.04,-0.20,0.09
