Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-0.34,-0.01,-0.04,-0.07,0.90,-0.02,-0.17,-0.16
0.29,-0.01,0.35,-0.15,1.06,0.17,-0.15,-0.17
0.83,-0.01,-0.03,-0.13,0.98,0.32,-0.10,-0.17
1.01,-0.01,-0.08,-0.08,0.65,0.36,-0.04,-0.16
1.05,-0.02,-0.07,-0.14,0.14,0.30,0.03,-0.15
1.14,-0.03,-0.04,-0.41,-0.46,0.15,0.08,-0.14
0.78,-0.04,0.10,-0.50,-0.96,-0.04,0.11,-0.11
0.29,-0.04,-0.03,-0.05,-1.19,-0.23,0.12,-0.10
-0.59,-0.05,0.01,0.52,-1.09,-0.38,0.11,-0.08
-1.10,-0.06,-0.12,0.65,-0.71,-0.48,0.10,-0.08
-1.43,-0.06,0.03,0.38,-0.17,-0.49,0.08,-0.08
-1.82,-0.06,0.10,0.03,0.39,-0.42,0.08,-0.08
-1.15,-0.06,-0.17,-0.14,0.85,-0.26,0.10,-0.08
-0.37,-0.06,0.15,-0.11,1.13,-0.06,0.14,-0.08
0.17,-0.06,0.13,-0.12,1.17,0.12,0.20,-0.08
0.35,-0.07,-0.03,-0.22,0.91,0.23,0.26,-0.07
0.46,-0.07,-0.12,-0.24,0.39,0.26,0.29,-0.05
0.50,-0.08,-0.03,-0.21,-0.30,0.20,0.29,-0.03
0.36,-0.08,0.04,-0.25,-0.92,0.10,0.27,-0.01
-0.06,-0.09,0.03,-0.12,-1.24,-0.01,0.21,0.01
-0.66,-0.09,-0.03,0.29,-1.19,-0.09,0.14,0.03
-1.07,-0.10,-0.07,0.55,-0.77,-0.13,0.07,0.04
-1.31,-0.10,0.01,0.41,-0.18,-0.11,-0.01,0.04
-1.39,-0.10,0.04,0.10,0.41,-0.02,-0.06,0.03
-0.68,-0.10,-0.09,-0.10,0.85,0.12,-0.09,0.03
-0.03,-0.10,0.15,-0.11,1.07,0.29,-0.10,0.02
0.40,-0.10,0.07,-0.12,1.06,0.41,-0.09,0.02
0.65,-0.10,-0.06,-0.18,0.78,0.46,-0.10,0.03
0.67,-0.11,-0.04,-0.21,0.29,0.39,-0.11,0.04
0.59,-0.12,-0.03,-0.23,-0.32,0.24,-0.15,0.06
0.34,-0.12,0.01,-0.23,-0.88,0.04,-0.20,0.07
-0.15,-0.13,0.02,-0.03,-1.19,-0.17,-0.25,0.09
-0.89,-0.13,0.00,0.31,-1.16,-0.34,-0.28,0.10
-1.82,-0.14,-0.02,0.45,-0.81,-0.44,-0.30,0.10
-2.22,-0.14,-0.12,0.33,-0.26,-0.46,-0.29,0.10
-1.76,-0.14,-0.04,0.09,0.30,-0.40,-0.25,0.09
-0.55,-0.14,0.09,-0.10,0.75,-0.25,-0.19,0.08
0.14,-0.13,0.27,-0.14,1.01,-0.06,-0.11,0.07
0.73,-0.13,-0.08,-0.06,1.02,0.13,-0.03,0.07
1.01,-0.13,-0.08,-0.04,0.77,0.25,0.02,0.07
1.02,-0.13,-0.03,-0.27,0.33,0.27,0.06,0.08
0.97,-0.14,-0.04,-0.55,-0.21,0.21,0.07,0.10
0.66,-0.14,0.03,-0.43,-0.70,0.09,0.07,0.11
0.18,-0.14,0.00,0.15,-0.95,-0.03,0.08,0.13
-0.57,-0.14,0.01,0.63,-0.92,-0.13,0.10,0.13
-1.47,-0.14,-0.02,0.65,-0.63,-0.19,0.12,0.13
-1.39,-0.13,-0.19,0.36,-0.17,-0.19,0.16,0.12
-0.40,-0.13,0.04,0.01,0.32,-0.11,0.20,0.11
0.15,-0.12,0.33,-0.23,0.74,0.03,0.24,0.09
0.64,-0.12,-0.04,-0.23,1.00,0.22,0.26,0.08
1.14,-0.11,-0.13,-0.08,1.00,0.38,0.27,0.07
1.37,-0.11,0.02,-0.10,0.70,0.46,0.25,0.07
1.56,-0.11,-0.03,-0.44,0.14,0.45,0.20,0.07
1.36,-0.11,0.04,-0.55,-0.56,0.35,0.13,0.08
1.08,-0.11,-0.05,-0.08,-1.12,0.17,0.06,0.09
0.70,-0.12,-0.02,0.45,-1.34,-0.02,0.01,0.10
-0.05,-0.12,0.06,0.54,-1.14,-0.20,-0.02,0.10
-0.66,-0.11,-0.08,0.36,-0.59,-0.34,-0.03,0.10
-1.82,-0.11,0.10,0.16,0.10,-0.41,-0.03,0.09
-3.01,-0.11,-0.06,-0.01,0.71,-0.42,-0.03,0.07
-1.07,-0.10,-0.55,-0.11,1.15,-0.35,-0.02,0.05
0.01,-0.10,0.72,-0.16,1.28,-0.22,-0.03,0.04
0.56,-0.09,0.19,-0.18,1.11,-0.09,-0.04,0.02
0.82,-0.09,-0.26,-0.04,0.65,0.01,-0.06,0.02
0.90,-0.09,-0.14,0.16,-0.03,0.04,-0.10,0.01
0.97,-0.09,-0.02,-0.20,-0.70,0.01,-0.14,0.02
0.77,-0.09,0.07,-0.88,-1.15,-0.04,-0.18,0.03
0.20,-0.09,0.03,-0.57,-1.24,-0.09,-0.19,0.03
-0.50,-0.09,-0.06,0.53,-0.95,-0.11,-0.18,0.03
-1.25,-0.08,-0.03,1.01,-0.45,-0.10,-0.14,0.03
-1.60,-0.07,-0.06,0.66,0.08,-0.05,-0.10,0.02
-1.51,-0.07,0.02,0.14,0.53,0.04,-0.06,0.00
-0.76,-0.06,0.01,-0.19,0.82,0.17,-0.02,-0.03
0.09,-0.05,0.12,-0.24,1.03,0.31,0.00,-0.05
0.73,-0.04,0.07,-0.18,1.10,0.40,0.00,-0.07
0.92,-0.04,-0.01,-0.19,0.89,0.41,-0.01,-0.08
0.95,-0.04,-0.10,-0.27,0.44,0.31,-0.04,-0.09
0.90,-0.04,-0.05,-0.36,-0.30,0.14,-0.08,-0.09
0.69,-0.03,0.03,-0.30,-1.08,-0.05,-0.12,-0.08
0.14,-0.03,0.05,-0.01,-1.55,-0.22,-0.14,-0.07
-0.87,-0.03,0.01,0.40,-1.59,-0.35,-0.13,-0.07
-1.65,-0.03,-0.13,0.61,-1.13,-0.41,-0.11,-0.07
-1.65,-0.02,-0.10,0.44,-0.33,-0.39,-0.08,-0.08
-1.39,-0.02,0.15,0.07,0.45,-0.29,-0.05,-0.09
-0.49,-0.01,0.01,-0.18,1.07,-0.12,-0.03,-0.10
0.32,0.00,0.11,-0.14,1.39,0.08,-0.01,-0.12
0.75,0.00,0.05,-0.04,1.36,0.23,-0.01,-0.13
1.06,0.01,-0.10,-0.17,1.03,0.30,-0.02,-0.14
1.16,0.01,-0.04,-0.42,0.44,0.27,-0.05,-0.14
1.08,0.01,0.00,-0.46,-0.29,0.15,-0.07,-0.14
0.81,0.01,0.00,-0.22,-0.94,0.00,-0.09,-0.12
0.24,0.01,0.02,0.19,-1.29,-0.14,-0.09,-0.11
-0.37,0.01,-0.04,0.55,-1.24,-0.24,-0.06,-0.10
-1.28,0.01,0.04,0.56,-0.83,-0.26,-0.01,-0.09
-2.49,0.02,0.01,0.29,-0.21,-0.18,0.05,-0.09
-1.43,0.02,-0.43,0.02,0.42,-0.03,0.11,-0.09
-0.57,0.03,0.44,-0.14,0.92,0.17,0.17,-0.10
0.59,0.03,0.11,-0.21,1.18,0.40,0.20,-0.11
1.04,0.04,0.06,-0.14,1.15,0.59,0.22,-0.12
1.29,0.04,-0.15,0.03,0.77,0.67,0.21,-0.13
1.38,0.04,-0.09,-0.13,0.15,0.62,0.19,-0.13
1.30,0.04,0.01,-0.62,-0.56,0.44,0.15,-0.12
1.08,0.04,0.01,-0.61,-1.12,0.17,0.11,-0.10
0.37,0.03,0.06,0.08,-1.31,-0.10,0.09,-0.09
-0.30,0.03,-0.09,0.71,-1.12,-0.33,0.09,-0.07
-0.92,0.03,-0.02,0.79,-0.62,-0.51,0.10,-0.05
-1.35,0.03,0.01,0.43,0.00,-0.60,0.12,-0.04
-0.83,0.03,-0.10,-0.02,0.55,-0.60,0.14,-0.03
-0.39,0.04,0.20,-0.23,0.99,-0.49,0.15,-0.03
0.37,0.04,-0.01,-0.21,1.24,-0.30,0.15,-0.03
0.75,0.04,0.06,-0.17,1.21,-0.09,0.13,-0.04
1.03,0.04,-0.06,-0.19,0.89,0.05,0.08,-0.04
1.18,0.04,-0.04,-0.28,0.24,0.10,0.03,-0.04
1.09,0.03,0.01,-0.35,-0.57,0.06,-0.04,-0.04
0.92,0.03,-0.02,-0.19,-1.24,-0.01,-0.09,-0.03
0.32,0.02,0.05,0.16,-1.56,-0.09,-0.12,-0.02
-0.19,0.02,-0.08,0.43,-1.37,-0.14,-0.13,-0.01
-0.89,0.02,0.03,0.46,-0.76,-0.17,-0.11,0.00
-1.55,0.02,-0.01,0.27,0.00,-0.15,-0.07,0.01
-1.82,0.03,-0.06,0.04,0.70,-0.07,-0.04,0.02
-0.83,0.03,-0.12,-0.08,1.17,0.08,-0.01,0.02
0.00,0.03,0.29,-0.12,1.34,0.24,0.00,0.02
0.52,0.04,0.10,-0.15,1.19,0.37,-0.01,0.02
0.71,0.04,-0.09,-0.12,0.78,0.42,-0.04,0.02
0.77,0.04,-0.11,-0.09,0.16,0.36,-0.09,0.01
0.78,0.04,-0.03,-0.28,-0.52,0.21,-0.15,0.01
0.54,0.03,0.05,-0.48,-1.05,0.03,-0.20,0.02
0.01,0.03,0.02,-0.18,-1.27,-0.14,-0.23,0.03
-0.80,0.03,-0.02,0.41,-1.13,-0.26,-0.23,0.04
-1.25,0.03,-0.12,0.67,-0.70,-0.31,-0.21,0.06
-1.07,0.04,-0.04,0.46,-0.15,-0.29,-0.18,0.07
-1.07,0.04,0.20,0.08,0.39,-0.19,-0.15,0.08
-0.66,0.05,-0.06,-0.14,0.80,-0.02,-0.13,0.09
0.07,0.05,-0.03,-0.12,1.05,0.18,-0.11,0.10
0.70,0.05,0.09,-0.10,1.08,0.35,-0.10,0.10
0.85,0.05,0.07,-0.28,0.85,0.42,-0.11,0.09
0.75,0.05,-0.08,-0.39,0.37,0.37,-0.13,0.09
0.79,0.05,-0.11,-0.21,-0.28,0.21,-0.15,0.08
0.69,0.05,0.05,-0.01,-0.89,0.01,-0.16,0.08
0.22,0.04,0.08,0.07,-1.24,-0.18,-0.15,0.08
-0.63,0.04,-0.01,0.23,-1.22,-0.33,-0.10,0.09
-1.18,0.05,-0.14,0.44,-0.83,-0.43,-0.02,0.10
-1.22,0.05,-0.04,0.36,-0.21,-0.43,0.07,0.11
-1.35,0.05,0.16,0.03,0.42,-0.34,0.15,0.13
-0.63,0.06,-0.11,-0.18,0.89,-0.15,0.23,0.14
0.07,0.06,0.12,-0.09,1.11,0.08,0.29,0.15
0.43,0.06,0.10,0.00,1.05,0.28,0.32,0.15
0.69,0.07,-0.09,-0.15,0.71,0.40,0.34,0.15
0.94,0.07,-0.07,-0.30,0.18,0.40,0.32,0.15
1.01,0.06,0.03,-0.29,-0.39,0.31,0.29,0.14
0.75,0.06,0.04,-0.20,-0.84,0.16,0.25,0.13
0.30,0.06,-0.04,0.03,-1.03,0.00,0.23,0.13
-0.13,0.06,-0.05,0.38,-0.92,-0.15,0.23,0.12
-0.63,0.06,0.02,0.46,-0.56,-0.25,0.24,0.12
-1.60,0.07,0.09,0.24,-0.08,-0.27,0.26,0.13
-1.76,0.07,-0.21,0.05,0.40,-0.21,0.27,0.13
-0.70,0.08,-0.09,-0.01,0.76,-0.08,0.27,0.13
-0.21,0.08,0.40,-0.09,0.95,0.09,0.25,0.13
0.75,0.08,-0.11,-0.18,0.92,0.25,0.21,0.13
1.01,0.08,0.07,-0.10,0.64,0.33,0.14,0.12
1.08,0.08,-0.08,-0.02,0.17,0.33,0.06,0.10
1.01,0.08,-0.07,-0.28,-0.39,0.23,-0.03,0.08
0.75,0.08,0.01,-0.51,-0.86,0.07,-0.12,0.07
0.50,0.08,-0.01,-0.21,-1.07,-0.10,-0.17,0.05
-0.55,0.09,0.14,0.30,-0.97,-0.24,-0.20,0.03
-1.43,0.09,-0.15,0.58,-0.63,-0.34,-0.19,0.03
-1.88,0.09,-0.09,0.56,-0.15,-0.38,-0.16,0.02
-1.43,0.10,-0.02,0.24,0.32,-0.34,-0.12,0.02
-0.26,0.10,0.10,-0.14,0.70,-0.23,-0.10,0.02
0.24,0.11,0.29,-0.23,0.96,-0.08,-0.08,0.03
0.65,0.11,-0.11,-0.08,1.02,0.07,-0.09,0.02
0.81,0.11,-0.10,-0.05,0.85,0.15,-0.11,0.02
0.82,0.11,-0.03,-0.32,0.44,0.16,-0.15,0.00
0.75,0.11,-0.01,-0.61,-0.18,0.10,-0.19,-0.02
0.27,0.11,0.06,-0.42,-0.78,0.00,-0.23,-0.04
-0.23,0.11,-0.06,0.21,-1.18,-0.10,-0.24,-0.06
-1.25,0.12,0.06,0.68,-1.24,-0.18,-0.22,-0.07
-2.03,0.12,-0.11,0.62,-0.91,-0.21,-0.18,-0.08
-1.82,0.13,-0.14,0.28,-0.33,-0.18,-0.12,-0.09
-1.31,0.13,0.18,-0.04,0.32,-0.09,-0.07,-0.09
-0.42,0.14,0.08,-0.19,0.88,0.06,-0.03,-0.09
0.37,0.14,0.06,-0.15,1.21,0.22,-0.01,-0.08
0.92,0.14,0.00,-0.05,1.23,0.35,-0.02,-0.08
1.07,0.14,-0.02,-0.18,0.91,0.40,-0.04,-0.07
1.10,0.14,-0.08,-0.46,0.29,0.37,-0.08,-0.08
1.08,0.13,-0.03,-0.47,-0.46,0.26,-0.13,-0.08
0.79,0.13,0.05,-0.12,-1.07,0.09,-0.16,-0.09
0.26,0.13,0.01,0.30,-1.33,-0.08,-0.18,-0.09
-0.63,0.13,0.00,0.57,-1.17,-0.22,-0.16,-0.10
-1.13,0.13,-0.13,0.56,-0.66,-0.30,-0.11,-0.09
-1.31,0.13,0.01,0.26,-0.01,-0.31,-0.05,-0.09
-1.39,0.13,0.10,-0.09,0.59,-0.24,0.00,-0.08
-0.61,0.13,-0.10,-0.22,1.02,-0.12,0.04,-0.06
-0.16,0.13,0.19,-0.14,1.19,0.05,0.07,-0.05
0.43,0.13,-0.04,-0.08,1.07,0.20,0.08,-0.03
0.55,0.12,0.03,-0.19,0.63,0.30,0.08,-0.02
0.56,0.12,-0.07,-0.29,-0.05,0.30,0.06,-0.02
0.50,0.11,-0.04,-0.27,-0.74,0.21,0.04,-0.03
0.20,0.11,0.04,-0.17,-1.23,0.07,0.02,-0.04
-0.21,0.10,-0.01,0.07,-1.33,-0.08,0.02,-0.04
-1.25,0.10,0.08,0.36,-1.00,-0.19,0.05,-0.05
-1.70,0.10,-0.20,0.46,-0.43,-0.26,0.10,-0.06
-1.82,0.10,0.02,0.33,0.22,-0.27,0.16,-0.06
-1.70,0.10,0.10,0.05,0.76,-0.22,0.22,-0.05
-0.92,0.09,-0.04,-0.14,1.09,-0.11,0.25,-0.05
0.23,0.09,0.04,-0.10,1.20,0.05,0.27,-0.04
0.82,0.09,0.18,-0.04,1.05,0.20,0.27,-0.03
1.11,0.08,-0.07,-0.19,0.65,0.27,0.24,-0.02
1.36,0.07,-0.13,-0.34,0.08,0.25,0.20,-0.03
1.35,0.07,0.02,-0.31,-0.55,0.16,0.15,-0.03
1.27,0.06,-0.01,-0.22,-1.04,0.04,0.10,-0.05
0.79,0.06,0.05,0.01,-1.24,-0.07,0.06,-0.06
0.16,0.05,-0.04,0.42,-1.10,-0.14,0.05,-0.07
-0.40,0.05,-0.06,0.62,-0.69,-0.19,0.06,-0.07
-1.15,0.05,0.06,0.39,-0.13,-0.19,0.07,-0.08
-1.04,0.05,-0.15,0.04,0.41,-0.11,0.08,-0.08
-0.36,0.05,0.05,-0.15,0.84,0.02,0.08,-0.08
0.32,0.05,0.18,-0.18,1.07,0.16,0.07,-0.07
0.75,0.05,0.05,-0.15,1.04,0.26,0.04,-0.07
1.06,0.04,-0.08,-0.11,0.71,0.26,-0.01,-0.07
1.11,0.04,-0.03,-0.15,0.16,0.17,-0.07,-0.09
1.08,0.03,-0.04,-0.33,-0.48,0.01,-0.13,-0.10
0.76,0.03,0.03,-0.39,-1.02,-0.17,-0.18,-0.12
0.26,0.03,-0.01,-0.05,-1.24,-0.34,-0.21,-0.14
-0.34,0.03,-0.02,0.38,-1.08,-0.45,-0.22,-0.15
-1.15,0.03,0.02,0.53,-0.62,-0.49,-0.20,-0.16
-1.60,0.03,-0.08,0.38,0.00,-0.44,-0.16,-0.16
-1.22,0.03,-0.07,0.13,0.57,-0.29,-0.13,-0.16
-0.52,0.03,0.14,-0.06,0.99,-0.06,-0.09,-0.15
0.22,0.02,0.11,-0.15,1.21,0.19,-0.07,-0.14
0.64,0.02,0.03,-0.14,1.17,0.40,-0.06,-0.12
1.10,0.02,-0.11,-0.11,0.87,0.51,-0.07,-0.11
1.32,0.01,0.00,-0.23,0.35,0.52,-0.10,-0.10
1.26,0.01,0.02,-0.43,-0.32,0.44,-0.13,-0.10
1.06,0.01,-0.04,-0.32,-0.91,0.29,-0.16,-0.10
0.56,0.01,0.01,0.10,-1.26,0.13,-0.16,-0.10
0.12,0.01,-0.05,0.45,-1.25,-0.02,-0.15,-0.10
-0.70,0.01,0.07,0.48,-0.89,-0.12,-0.11,-0.09
-1.35,0.01,-0.07,0.30,-0.32,-0.15,-0.07,-0.07
-0.99,0.01,-0.15,0.11,0.27,-0.11,-0.02,-0.06
-0.59,0.01,0.21,-0.04,0.76,-0.02,0.02,-0.03
0.33,0.01,0.01,-0.16,1.04,0.09,0.05,-0.01
0.91,0.01,0.10,-0.16,1.06,0.17,0.06,0.02
1.21,0.01,-0.02,-0.09,0.80,0.17,0.05,0.04
1.15,0.00,-0.05,-0.17,0.28,0.08,0.02,0.05
1.12,0.00,-0.10,-0.38,-0.34,-0.09,-0.02,0.05
0.98,0.00,0.02,-0.35,-0.89,-0.29,-0.05,0.05
0.40,0.00,0.08,-0.05,-1.16,-0.47,-0.06,0.05
-0.37,0.01,-0.04,0.33,-1.08,-0.59,-0.04,0.05
-1.60,0.01,0.01,0.57,-0.69,-0.64,0.00,0.06
-1.60,0.01,-0.27,0.48,-0.13,-0.58,0.05,0.07
-1.76,0.02,0.24,0.12,0.42,-0.43,0.11,0.09
-0.20,0.02,-0.18,-0.17,0.86,-0.19,0.15,0.11
0.27,0.02,0.44,-0.17,1.11,0.09,0.18,0.14
0.71,0.02,-0.10,-0.03,1.12,0.36,0.19,0.16
1.05,0.02,-0.16,-0.06,0.87,0.54,0.17,0.17
1.12,0.02,0.01,-0.32,0.36,0.61,0.14,0.18
1.12,0.02,-0.01,-0.56,-0.30,0.57,0.09,0.17
0.63,0.02,0.06,-0.45,-0.88,0.45,0.04,0.17
0.30,0.03,-0.10,0.14,-1.23,0.31,0.02,0.16
-0.28,0.03,0.05,0.67,-1.20,0.17,0.02,0.15
-0.89,0.04,0.00,0.63,-0.83,0.05,0.04,0.15
-1.13,0.05,-0.07,0.29,-0.27,-0.02,0.07,0.14
-1.13,0.06,0.03,0.03,0.34,-0.02,0.09,0.14
-0.21,0.06,-0.07,-0.13,0.85,0.03,0.11,0.15
0.40,0.06,0.22,-0.22,1.16,0.12,0.10,0.15
0.79,0.07,0.02,-0.21,1.19,0.19,0.07,0.15
1.13,0.07,-0.11,-0.15,0.87,0.21,0.02,0.15
1.12,0.07,0.01,-0.16,0.27,0.13,-0.04,0.14
1.10,0.08,-0.05,-0.27,-0.47,-0.01,-0.11,0.12
0.75,0.09,0.04,-0.26,-1.11,-0.19,-0.16,0.09
0.22,0.10,-0.01,0.04,-1.37,-0.36,-0.19,0.07
-0.42,0.10,-0.03,0.41,-1.20,-0.49,-0.18,0.05
-2.22,0.11,0.17,0.48,-0.68,-0.55,-0.14,0.03
-2.49,0.12,-0.44,0.30,-0.01,-0.53,-0.10,0.02
-1.55,0.13,0.00,0.08,0.59,-0.43,-0.05,0.01
-1.02,0.13,0.46,-0.12,1.00,-0.25,0.00,0.01
0.33,0.13,-0.14,-0.19,1.16,-0.03,0.03,0.02
0.74,0.14,0.16,0.01,1.06,0.17,0.04,0.02
0.87,0.14,-0.10,0.10,0.71,0.31,0.04,0.02
0.94,0.14,-0.14,-0.37,0.18,0.35,0.03,0.01
0.89,0.14,0.00,-0.79,-0.43,0.29,0.01,0.00
0.78,0.14,0.03,-0.46,-0.92,0.18,-0.01,-0.02
-0.08,0.15,0.12,0.19,-1.14,0.06,0.00,-0.03
-0.85,0.16,-0.14,0.69,-1.04,-0.04,0.02,-0.04
-1.35,0.16,-0.08,0.83,-0.66,-0.11,0.06,-0.05
-1.60,0.17,0.05,0.42,-0.14,-0.12,0.10,-0.06
-1.39,0.17,0.02,-0.11,0.39,-0.07,0.12,-0.05
-0.40,0.17,-0.04,-0.27,0.87,0.05,0.13,-0.05
0.42,0.17,0.18,-0.15,1.16,0.19,0.13,-0.03
0.92,0.17,0.05,-0.12,1.19,0.32,0.10,-0.02
1.23,0.17,-0.10,-0.24,0.89,0.36,0.05,-0.01
1.36,0.17,-0.05,-0.32,0.20,0.30,-0.02,-0.01
1.35,0.17,-0.01,-0.33,-0.60,0.16,-0.10,-0.01
1.14,0.18,0.02,-0.24,-1.29,-0.02,-0.17,-0.02
0.61,0.18,0.02,0.12,-1.58,-0.19,-0.22,-0.02
0.04,0.18,-0.05,0.51,-1.33,-0.33,-0.24,-0.02
-0.64,0.18,0.00,0.57,-0.71,-0.42,-0.23,-0.02
-0.89,0.19,-0.07,0.31,0.06,-0.43,-0.21,-0.02
-0.74,0.19,0.02,0.02,0.75,-0.36,-0.18,-0.01
-0.54,0.18,0.11,-0.15,1.19,-0.21,-0.15,0.01
0.23,0.18,-0.07,-0.16,1.37,-0.03,-0.12,0.03
0.78,0.17,0.11,-0.13,1.23,0.14,-0.10,0.05
1.17,0.17,0.01,-0.16,0.79,0.24,-0.09,0.06
1.09,0.17,0.00,-0.26,0.14,0.24,-0.09,0.07
0.97,0.17,-0.10,-0.27,-0.60,0.17,-0.10,0.07
0.83,0.17,-0.03,-0.14,-1.16,0.06,-0.09,0.06
0.35,0.17,0.08,0.01,-1.37,-0.05,-0.07,0.06
-0.42,0.17,0.01,0.20,-1.18,-0.11,-0.02,0.05
-2.12,0.17,0.08,0.41,-0.66,-0.13,0.05,0.05
-1.51,0.17,-0.55,0.43,-0.02,-0.10,0.13,0.05
-1.18,0.17,0.42,0.18,0.55,0.00,0.20,0.06
-0.47,0.16,0.12,-0.14,0.97,0.16,0.25,0.07
0.57,0.16,-0.08,-0.18,1.15,0.32,0.29,0.08
1.16,0.15,0.09,0.07,1.07,0.45,0.30,0.08
1.46,0.15,-0.03,-0.01,0.76,0.47,0.28,0.09
1.44,0.15,-0.06,-0.53,0.25,0.36,0.23,0.08
1.46,0.15,-0.08,-0.66,-0.35,0.17,0.17,0.07
1.24,0.15,0.05,-0.21,-0.86,-0.06,0.11,0.05
0.55,0.15,0.07,0.23,-1.15,-0.26,0.07,0.04
-0.30,0.15,-0.06,0.53,-1.12,-0.43,0.05,0.02
-1.35,0.15,-0.02,0.65,-0.79,-0.53,0.05,0.01
-1.18,0.14,-0.22,0.39,-0.29,-0.53,0.06,0.00
-1.55,0.14,0.32,-0.02,0.28,-0.44,0.08,0.00
-0.27,0.13,-0.25,-0.22,0.80,-0.25,0.09,0.00
0.41,0.12,0.30,-0.15,1.11,-0.01,0.09,0.01
0.79,0.12,0.05,-0.06,1.16,0.18,0.07,0.01
1.02,0.11,-0.14,-0.18,0.84,0.29,0.04,0.01
1.25,0.10,-0.08,-0.36,0.20,0.28,0.00,0.00
