sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
36,-0.62,0.36,0.57,-0.26,-0.51,-0.53,-0.01,0.05
37,-0.47,0.35,-0.59,0.07,-0.26,-0.49,0.01,0.04
38,-0.62,0.35,0.16,0.44,0.19,-0.39,0.06,0.02
39,-0.57,0.35,0.12,0.38,0.55,-0.28,0.13,0.01
40,-0.35,0.35,-0.02,0.01,0.74,-0.14,0.2,0
41,-0.17,0.35,0.01,-0.19,0.67,-0.02,0.25,-0.01
42,0.98,0.34,-0.16,-0.07,0.34,0.09,0.28,-0.03
43,1.65,0.34,0.24,-0.14,0.08,0.18,0.3,-0.04
44,1.24,0.34,0.16,-0.37,-0.16,0.2,0.31,-0.06
45,0.35,0.34,-0.2,-0.2,-0.32,0.15,0.29,-0.08
46,-0.47,0.34,-0.19,0.08,-0.39,0.06,0.26,-0.1
47,0.6,0.34,-0.27,0.06,-0.57,-0.04,0.22,-0.13
48,0.63,0.34,0.58,-0.08,-0.6,-0.11,0.16,-0.15
49,0.03,0.33,0.08,0.11,-0.47,-0.11,0.13,-0.15
50,-0.86,0.33,-0.23,0.61,-0.2,-0.05,0.12,-0.16
51,-0.03,0.33,-0.4,0.69,0.26,0.02,0.11,-0.16
52,-0.86,0.32,0.61,-0.11,0.61,0.11,0.1,-0.16
53,-0.86,0.32,-0.26,-0.91,0.79,0.17,0.06,-0.16
54,0.42,0.32,-0.25,-0.59,0.79,0.21,0,-0.16
55,1.38,0.31,0.36,0.29,0.53,0.24,-0.08,-0.15
56,1.33,0.31,0.22,0.36,0.17,0.22,-0.16,-0.16
57,1.13,0.31,-0.26,-0.04,-0.29,0.14,-0.25,-0.17
58,0.49,0.3,-0.07,0.01,-0.71,0.01,-0.34,-0.18
59,1.71,0.3,-0.34,-0.06,-0.92,-0.12,-0.42,-0.2
60,2.03,0.3,0.5,-0.45,-0.86,-0.2,-0.48,-0.21
61,-0.25,0.3,0.44,-0.23,-0.47,-0.18,-0.5,-0.22
62,-0.25,0.29,-0.98,0.54,0.05,-0.1,-0.49,-0.22
63,-0.86,0.29,0.29,0.81,0.5,-0.01,-0.45,-0.22
64,-0.25,0.28,0.01,0.16,0.72,0.07,-0.4,-0.22
65,-0.35,0.28,0.29,-0.63,0.66,0.15,-0.37,-0.21
66,1.54,0.28,-0.4,-0.31,0.45,0.21,-0.33,-0.2
67,1.23,0.27,0.61,0.49,0.28,0.25,-0.31,-0.2
68,1.56,0.27,-0.36,0.24,0.12,0.23,-0.28,-0.19
69,0.75,0.27,0.06,-0.47,-0.04,0.13,-0.25,-0.19
70,-0.25,0.26,-0.09,-0.54,-0.24,-0.03,-0.21,-0.19
71,0.13,0.26,-0.31,-0.38,-0.54,-0.18,-0.16,-0.2
72,-0.86,0.26,0.5,-0.12,-0.74,-0.27,-0.1,-0.2
73,-0.86,0.26,-0.25,0.42,-0.69,-0.29,-0.01,-0.2
74,-0.12,0.26,-0.1,0.79,-0.5,-0.24,0.09,-0.19
75,-0.62,0.25,0.42,0.64,-0.1,-0.17,0.19,-0.18
76,-0.86,0.25,-0.21,0.05,0.31,-0.07,0.27,-0.17
77,-0.25,0.25,-0.25,-0.48,0.59,0.03,0.31,-0.15
78,0.42,0.24,0.19,-0.5,0.84,0.12,0.33,-0.14
79,1.26,0.24,0.08,-0.4,0.93,0.19,0.33,-0.12
80,0.91,0.24,0.19,-0.27,0.75,0.19,0.31,-0.11
81,0.52,0.23,-0.23,0.24,0.36,0.13,0.29,-0.11
82,0.39,0.23,-0.16,0.47,-0.27,0.01,0.26,-0.11
83,-0.17,0.23,0.16,0.02,-0.91,-0.13,0.22,-0.12
84,-0.62,0.24,-0.03,-0.29,-1.18,-0.23,0.2,-0.12
85,0.21,0.23,-0.22,-0.01,-0.99,-0.25,0.19,-0.12
86,-0.35,0.23,0.48,0.41,-0.45,-0.21,0.19,-0.12
87,-0.86,0.23,-0.15,0.41,0.28,-0.13,0.19,-0.11
88,-0.86,0.23,-0.24,0.07,0.75,-0.03,0.18,-0.1
89,-0.35,0.23,0.03,-0.17,0.84,0.07,0.14,-0.08
90,0.82,0.23,0.06,-0.4,0.68,0.19,0.09,-0.07
91,0.77,0.23,0.34,-0.49,0.28,0.29,0.03,-0.05
92,1.06,0.23,-0.27,-0.02,-0.08,0.32,-0.02,-0.03
93,0.61,0.24,0.03,0.42,-0.33,0.25,-0.07,-0.03
94,-0.86,0.24,0.09,0.13,-0.58,0.1,-0.1,-0.03
95,0.61,0.24,-0.69,-0.32,-0.66,-0.08,-0.13,-0.03
96,0.73,0.25,0.7,-0.27,-0.61,-0.22,-0.13,-0.03
97,0.85,0.25,0.06,0.13,-0.41,-0.29,-0.12,-0.03
98,0.98,0.25,-0.2,0.48,0.01,-0.32,-0.09,-0.03
99,-0.35,0.25,0.2,0.6,0.42,-0.31,-0.06,-0.02
100,0.81,0.25,-0.64,0.17,0.7,-0.25,-0.04,-0.01
101,-0.62,0.25,0.77,-0.66,0.79,-0.14,-0.04,-0.01
102,1.38,0.25,-0.77,-0.76,0.62,0.02,-0.05,0.01
103,1.24,0.25,0.71,-0.03,0.35,0.18,-0.06,0.02
104,1.53,0.26,-0.16,0.48,0.07,0.29,-0.08,0.03
105,0.98,0.26,-0.03,0.42,-0.24,0.32,-0.08,0.04
106,-0.86,0.26,0.08,0.08,-0.49,0.29,-0.08,0.04
107,0.4,0.27,-0.76,-0.29,-0.7,0.24,-0.07,0.03
108,-0.86,0.27,0.91,-0.48,-0.72,0.18,-0.06,0.03
109,-0.32,0.28,-0.42,-0.26,-0.47,0.15,-0.03,0.04
110,-0.17,0.28,0.1,0.38,-0.1,0.12,0,0.04
111,-0.35,0.28,0.13,0.76,0.34,0.11,0.04,0.05
112,-0.35,0.29,-0.13,0.35,0.52,0.11,0.07,0.06
113,0.84,0.29,-0.22,-0.4,0.44,0.11,0.08,0.07
114,1.21,0.3,0.38,-0.58,0.28,0.11,0.08,0.09
115,1.19,0.3,0.01,-0.34,0.1,0.09,0.07,0.1
116,1.53,0.31,-0.25,-0.07,0.09,0.03,0.06,0.12
117,1.21,0.32,0.13,0.27,0.12,-0.06,0.05,0.13
118,1,0.32,-0.07,0.22,0.03,-0.2,0.05,0.14
119,-0.62,0.33,0.2,-0.14,-0.17,-0.34,0.04,0.14
120,1.05,0.34,-0.76,0,-0.4,-0.45,0.05,0.14
121,1.15,0.35,0.76,0.31,-0.41,-0.48,0.06,0.15
122,1.24,0.36,0.04,0.19,-0.22,-0.42,0.08,0.15
123,-0.86,0.37,0.13,0.08,0.19,-0.32,0.11,0.16
124,0.8,0.38,-1.05,0.22,0.5,-0.19,0.12,0.17
125,0.83,0.38,0.81,-0.07,0.51,-0.07,0.12,0.18
126,0.87,0.39,0.11,-0.78,0.36,0.07,0.11,0.19
127,1.33,0.4,-0.28,-0.62,-0.01,0.2,0.09,0.2
128,1.47,0.41,0.08,0.49,-0.32,0.3,0.07,0.22
129,0.61,0.41,0.17,0.75,-0.5,0.31,0.04,0.23
130,-0.17,0.42,-0.23,-0.15,-0.64,0.23,0.01,0.23
131,-0.25,0.44,-0.18,-0.47,-0.6,0.1,-0.02,0.23
132,-0.86,0.45,0.27,-0.06,-0.43,-0.02,-0.04,0.23
133,-1,0.46,-0.08,0.09,-0.13,-0.09,-0.04,0.24
134,-1.36,0.46,0.05,0.21,0.3,-0.12,-0.04,0.24
135,-1.71,0.47,-0.01,0.45,0.65,-0.13,-0.03,0.24
136,-0.35,0.48,-0.3,0.2,0.78,-0.14,-0.03,0.25
137,0.03,0.49,0.46,-0.3,0.67,-0.14,-0.04,0.25
138,0.55,0.5,-0.06,-0.42,0.38,-0.09,-0.06,0.26
139,1.29,0.51,-0.16,-0.21,0.08,-0.01,-0.08,0.26
140,1.58,0.51,0.1,0.03,-0.11,0.07,-0.11,0.26
141,0.8,0.52,0.13,-0.03,-0.22,0.11,-0.15,0.26
142,-0.86,0.53,-0.09,-0.23,-0.35,0.12,-0.18,0.26
143,-0.47,0.54,-0.56,-0.01,-0.44,0.11,-0.21,0.24
144,0.09,0.55,0.34,0.32,-0.49,0.14,-0.23,0.24
145,0.04,0.56,0.37,0.24,-0.4,0.21,-0.21,0.23
146,-0.62,0.57,-0.05,0.27,-0.09,0.28,-0.18,0.22
147,-0.47,0.57,-0.37,0.58,0.27,0.34,-0.14,0.21
148,-0.35,0.58,0.11,0.29,0.55,0.34,-0.1,0.19
149,-0.17,0.58,0.1,-0.69,0.66,0.31,-0.07,0.18
150,0.93,0.59,-0.15,-1.04,0.52,0.25,-0.05,0.16
151,1.67,0.59,0.2,-0.26,0.21,0.17,-0.04,0.15
152,1.45,0.59,0.15,0.43,-0.15,0.05,-0.02,0.13
153,0.98,0.6,-0.2,0.36,-0.55,-0.11,-0.01,0.11
154,0.13,0.6,-0.07,0.09,-0.89,-0.28,0,0.09
155,1.46,0.61,-0.39,-0.12,-1,-0.45,0.01,0.07
156,1.67,0.61,0.6,-0.29,-0.84,-0.54,0.04,0.05
157,1.89,0.62,0,-0.06,-0.34,-0.54,0.09,0.03
158,-0.62,0.62,0.27,0.51,0.35,-0.46,0.15,0.02
159,1.48,0.62,-1.27,0.69,0.92,-0.35,0.22,0
160,-0.86,0.62,1.37,0.06,1.18,-0.24,0.27,-0.01
161,0.23,0.62,-0.87,-0.79,1.04,-0.12,0.29,-0.02
162,1.21,0.62,0.18,-0.66,0.63,0,0.29,-0.04
163,1.96,0.62,0.33,0.34,0.17,0.11,0.27,-0.05
164,1.42,0.63,0.13,0.59,-0.2,0.2,0.24,-0.06
165,1.1,0.63,-0.38,0.03,-0.46,0.24,0.21,-0.08
166,0.08,0.63,0.04,-0.16,-0.64,0.21,0.17,-0.1
167,-0.86,0.63,-0.05,-0.36,-0.74,0.19,0.13,-0.12
168,0.45,0.63,-0.36,-0.63,-0.71,0.2,0.1,-0.13
169,0.13,0.63,0.71,-0.04,-0.44,0.25,0.08,-0.15
170,-0.86,0.63,0.01,0.73,-0.05,0.33,0.07,-0.16
171,-0.25,0.63,-0.61,0.78,0.3,0.41,0.07,-0.17
172,-0.86,0.63,0.43,0.39,0.52,0.42,0.05,-0.17
173,0.13,0.63,-0.28,-0.39,0.5,0.4,0.01,-0.18
174,0.58,0.62,0.24,-0.97,0.39,0.35,-0.05,-0.19
175,1.73,0.62,-0.09,-0.42,0.41,0.23,-0.11,-0.2
176,1.23,0.61,0.31,0.37,0.38,0.06,-0.17,-0.2
177,0.93,0.61,-0.3,0.32,0.27,-0.14,-0.22,-0.21
178,0.23,0.6,-0.05,0.03,0.02,-0.39,-0.26,-0.22
179,-0.62,0.6,0.02,-0.15,-0.47,-0.61,-0.29,-0.23
180,0.85,0.59,-0.39,-0.27,-0.81,-0.74,-0.3,-0.23
181,0.97,0.59,0.65,0.03,-0.76,-0.74,-0.29,-0.23
182,-0.86,0.58,0.27,0.48,-0.44,-0.66,-0.26,-0.22
183,-0.47,0.57,-0.92,0.59,0.1,-0.48,-0.22,-0.21
184,-0.35,0.56,0.27,0.29,0.54,-0.29,-0.18,-0.2
185,-0.86,0.55,0.35,-0.44,0.61,-0.1,-0.16,-0.19
186,0.42,0.54,-0.45,-0.98,0.43,0.08,-0.15,-0.17
187,1.34,0.53,0.27,-0.29,0.21,0.24,-0.14,-0.16
188,1.26,0.52,0.26,0.63,-0.07,0.33,-0.12,-0.16
189,0.49,0.51,-0.15,0.34,-0.27,0.31,-0.1,-0.16
190,-0.17,0.5,-0.26,-0.17,-0.42,0.21,-0.08,-0.16
191,-0.62,0.5,-0.02,-0.19,-0.61,0.04,-0.05,-0.16
192,0.54,0.49,-0.14,-0.36,-0.64,-0.09,-0.02,-0.16
193,-0.47,0.48,0.69,-0.23,-0.39,-0.13,0.02,-0.16
194,0.36,0.47,-0.58,0.51,0.05,-0.13,0.07,-0.15
195,-0.25,0.47,0.32,0.86,0.48,-0.1,0.12,-0.14
196,0.23,0.46,-0.26,0.36,0.77,-0.04,0.15,-0.13
197,-0.47,0.45,0.26,-0.47,0.76,0.04,0.16,-0.12
198,0.46,0.44,-0.38,-0.77,0.48,0.14,0.15,-0.11
199,1.48,0.42,0.18,-0.32,0.29,0.29,0.13,-0.1
200,1.47,0.41,0.33,0.11,0.11,0.39,0.1,-0.09
201,0.23,0.41,-0.02,0.21,-0.1,0.41,0.07,-0.09
202,-0.86,0.4,-0.38,0.29,-0.27,0.38,0.04,-0.09
203,-0.25,0.39,-0.31,0.16,-0.58,0.3,0.01,-0.09
204,-0.03,0.38,0.48,-0.32,-0.81,0.24,-0.01,-0.08
205,-0.62,0.38,0.24,-0.43,-0.68,0.23,-0.01,-0.07
206,-0.47,0.37,-0.37,0.28,-0.32,0.24,0,-0.06
207,-0.47,0.36,0.05,0.89,0.2,0.21,0.02,-0.05
208,-0.62,0.35,0.09,0.33,0.63,0.18,0.04,-0.03
209,-0.17,0.35,-0.14,-0.68,0.68,0.14,0.05,-0.02
210,0.64,0.34,0.02,-0.73,0.49,0.06,0.05,-0.01
211,1,0.33,0.19,-0.09,0.21,0.03,0.04,0
212,1.04,0.32,-0.02,0.2,-0.05,-0.04,0.05,0.01
213,0.69,0.32,-0.07,0.19,-0.18,-0.19,0.06,0
214,0.61,0.32,-0.14,0.16,-0.28,-0.36,0.07,0
215,0.23,0.32,0.1,-0.08,-0.39,-0.51,0.1,-0.01
216,0.78,0.32,-0.15,-0.22,-0.43,-0.63,0.14,-0.02
217,0.87,0.32,0.22,0.05,-0.3,-0.62,0.2,-0.02
218,-0.86,0.31,0.29,0.35,0,-0.52,0.26,-0.01
219,0.65,0.31,-0.92,0.35,0.37,-0.42,0.31,-0.01
220,0.71,0.31,0.67,0.1,0.6,-0.28,0.35,0
221,-0.03,0.31,0.21,-0.3,0.56,-0.13,0.36,0.01
222,0.77,0.3,-0.58,-0.46,0.32,0.02,0.35,0.02
223,0.82,0.3,0.3,0.01,0.01,0.18,0.32,0.03
224,1.85,0.3,-0.11,0.28,-0.24,0.31,0.29,0.03
225,0.98,0.29,0.4,-0.2,-0.37,0.34,0.24,0.04
226,-0.1,0.29,-0.25,-0.24,-0.47,0.27,0.18,0.03
227,0.85,0.3,-0.54,0.26,-0.51,0.19,0.12,0.03
228,0.88,0.3,0.56,0.14,-0.47,0.09,0.05,0.02
229,0.92,0.3,0.06,-0.25,-0.3,0.04,0,0.02
230,-0.17,0.3,0.04,-0.03,0.02,0.04,-0.04,0.03
231,0.54,0.3,-0.53,0.51,0.34,0.02,-0.09,0.03
232,-0.86,0.3,0.6,0.4,0.57,0,-0.15,0.04
233,-0.17,0.3,-0.52,-0.4,0.63,-0.01,-0.23,0.04
234,1.34,0.3,0.04,-0.58,0.48,0,-0.31,0.05
235,1.24,0.3,0.61,0.02,0.32,0.02,-0.39,0.06
236,0.91,0.3,-0.22,0.28,0.1,0.05,-0.45,0.06
237,0.35,0.31,-0.23,0.18,-0.14,0.04,-0.5,0.06
238,-0.86,0.31,0.08,0.08,-0.27,-0.02,-0.54,0.05
239,0.37,0.32,-0.47,-0.37,-0.45,-0.09,-0.57,0.04
240,0.39,0.33,0.62,-0.61,-0.5,-0.11,-0.57,0.04
241,-0.86,0.34,0.22,0.07,-0.35,-0.06,-0.54,0.04
242,-0.08,0.34,-0.74,0.78,-0.17,0.03,-0.49,0.04
243,-0.47,0.35,0.43,0.71,0.09,0.12,-0.42,0.05
244,-0.25,0.36,-0.07,-0.03,0.27,0.17,-0.35,0.06
245,0.03,0.37,-0.03,-0.77,0.29,0.19,-0.29,0.07
246,1.36,0.37,-0.13,-0.51,0.29,0.22,-0.24,0.08
247,1.38,0.38,0.41,0.21,0.27,0.23,-0.18,0.09
248,1.39,0.39,-0.17,0.17,0.21,0.19,-0.11,0.1
249,0.55,0.4,-0.02,-0.01,0.09,0.07,-0.04,0.1
250,0.23,0.41,-0.22,0.06,-0.1,-0.09,0.02,0.1
251,-0.47,0.43,0.13,-0.15,-0.42,-0.25,0.08,0.09
252,0.63,0.44,-0.27,-0.24,-0.56,-0.37,0.14,0.09
253,-0.25,0.45,0.63,0.17,-0.43,-0.39,0.22,0.08
254,-0.52,0.46,-0.31,0.53,-0.18,-0.36,0.3,0.08
255,-0.47,0.47,-0.17,0.46,0.24,-0.31,0.38,0.08
256,-0.86,0.48,0.2,0.05,0.48,-0.21,0.44,0.09
257,-0.25,0.49,-0.18,-0.51,0.43,-0.09,0.46,0.09
258,0.93,0.5,0.03,-0.66,0.33,0.02,0.46,0.09
259,0.67,0.5,0.42,-0.13,0.12,0.15,0.45,0.09
260,1.28,0.51,-0.39,0.29,-0.07,0.23,0.43,0.09
261,0.27,0.52,0.25,0.22,-0.19,0.25,0.4,0.09
262,-0.17,0.53,-0.28,0.02,-0.4,0.23,0.36,0.08
263,0.82,0.55,-0.24,-0.24,-0.55,0.16,0.31,0.07
264,0.96,0.56,0.49,-0.27,-0.52,0.09,0.26,0.06
265,1.11,0.57,-0.02,0.14,-0.27,0.06,0.23,0.06
266,-0.35,0.58,0.12,0.51,0.16,0.06,0.21,0.06
267,-0.25,0.58,-0.56,0.53,0.56,0.08,0.2,0.06
268,-0.62,0.59,0.26,0.04,0.77,0.08,0.18,0.05
269,0.3,0.6,-0.09,-0.67,0.67,0.08,0.13,0.05
270,0.27,0.61,0.34,-0.6,0.42,0.09,0.07,0.04
271,1.58,0.61,-0.32,0.2,0.17,0.13,0,0.04
272,1.73,0.62,0.3,0.6,-0.12,0.15,-0.05,0.03
273,1.28,0.62,-0.01,0.2,-0.32,0.13,-0.1,0.01
274,0.82,0.63,-0.23,-0.36,-0.5,0.07,-0.14,-0.01
275,1.38,0.64,-0.2,-0.47,-0.7,-0.02,-0.17,-0.03
276,-0.03,0.65,0.57,-0.26,-0.66,-0.06,-0.19,-0.05
277,0.08,0.65,-0.49,0,-0.43,-0.05,-0.19,-0.07
278,0.3,0.66,0.06,0.43,-0.09,-0.02,-0.17,-0.08
279,-0.47,0.66,0.35,0.68,0.3,-0.02,-0.14,-0.09
280,-0.47,0.66,-0.3,0.24,0.46,-0.03,-0.12,-0.1
281,-0.35,0.67,-0.01,-0.21,0.44,-0.06,-0.11,-0.11
282,1.15,0.67,-0.11,-0.19,0.39,-0.07,-0.12,-0.11
283,1.34,0.67,0.47,-0.3,0.35,-0.07,-0.13,-0.11
284,1.04,0.67,-0.08,-0.37,0.36,-0.12,-0.14,-0.12
285,1.02,0.68,-0.31,0.05,0.29,-0.21,-0.14,-0.12
286,-0.1,0.68,0.2,0.21,0.01,-0.3,-0.13,-0.13
287,1.17,0.69,-0.5,-0.19,-0.39,-0.38,-0.12,-0.14
288,1.34,0.69,0.54,-0.33,-0.72,-0.39,-0.11,-0.14
289,0.18,0.7,0.25,0.14,-0.81,-0.31,-0.09,-0.14
290,1.2,0.7,-0.75,0.62,-0.55,-0.19,-0.06,-0.13
291,1.31,0.71,0.41,0.59,-0.06,-0.05,-0.03,-0.13
292,-0.86,0.71,0.46,-0.02,0.38,0.09,-0.01,-0.12
293,-0.1,0.71,-1,-0.64,0.69,0.22,0,-0.11
294,0.67,0.71,0.32,-0.38,0.76,0.33,-0.02,-0.1
295,1.78,0.71,0.3,0.12,0.59,0.42,-0.04,-0.1
296,1.33,0.71,0.27,-0.04,0.35,0.44,-0.07,-0.09
297,1.29,0.72,-0.42,0.13,-0.03,0.35,-0.09,-0.09
298,0.75,0.72,0,0.57,-0.41,0.2,-0.1,-0.08
299,1.87,0.72,-0.27,-0.11,-0.71,0.02,-0.12,-0.08
300,-0.86,0.72,0.93,-0.9,-0.83,-0.13,-0.14,-0.07
301,1.12,0.72,-1.31,-0.38,-0.62,-0.2,-0.14,-0.06
302,1.21,0.72,0.8,0.55,-0.26,-0.22,-0.13,-0.04
303,-0.17,0.72,0.38,0.68,0.17,-0.23,-0.12,-0.02
304,0.08,0.72,-0.76,0.16,0.47,-0.2,-0.11,0
305,0.23,0.71,0.14,-0.02,0.43,-0.13,-0.11,0.02
306,0.35,0.71,0.22,-0.04,0.38,-0.03,-0.11,0.05
307,1.54,0.7,-0.19,-0.56,0.29,0.08,-0.12,0.07
308,1.38,0.69,0.36,-0.46,0.22,0.14,-0.12,0.09
309,1.19,0.69,-0.16,0.39,0.3,0.13,-0.11,0.1
310,1.8,0.69,-0.29,0.37,0.16,0.06,-0.1,0.11
311,-0.25,0.68,0.6,-0.18,-0.15,-0.02,-0.09,0.11
312,1.33,0.68,-0.96,-0.29,-0.4,-0.07,-0.06,0.12
313,1.46,0.67,0.66,-0.15,-0.64,-0.09,-0.01,0.13
314,-0.35,0.67,0.43,0.17,-0.56,-0.07,0.04,0.14
315,1.07,0.66,-1.06,0.4,-0.15,-0.02,0.1,0.15
316,1.13,0.65,0.6,0.39,0.15,0.04,0.15,0.16
317,-0.35,0.65,0.37,0.09,0.43,0.12,0.19,0.16
318,1.93,0.64,-1.06,-0.5,0.51,0.22,0.22,0.17
319,1.23,0.63,1,-0.37,0.3,0.3,0.24,0.17
320,1.31,0.62,-0.28,0.18,0.22,0.33,0.26,0.16
321,0.89,0.62,-0.11,-0.04,0.07,0.3,0.27,0.15
322,-0.25,0.62,0.1,-0.07,-0.15,0.2,0.27,0.14
323,-0.62,0.61,-0.24,0.19,-0.24,0.04,0.26,0.12
324,-0.2,0.61,-0.03,-0.17,-0.47,-0.11,0.26,0.11
325,-0.62,0.6,0.38,-0.15,-0.55,-0.21,0.26,0.1
326,-0.47,0.6,-0.19,0.36,-0.32,-0.29,0.27,0.09
327,-0.03,0.59,-0.07,0.42,-0.12,-0.32,0.28,0.08
328,-0.62,0.59,0.27,0.19,0.25,-0.3,0.27,0.08
329,-0.86,0.58,-0.22,-0.26,0.53,-0.27,0.24,0.07
330,1.04,0.57,-0.39,-0.59,0.45,-0.19,0.21,0.06
331,1.08,0.57,0.75,-0.31,0.42,-0.08,0.17,0.05
332,1.17,0.56,-0.16,-0.01,0.24,0.03,0.12,0.04
333,1.42,0.56,-0.27,0.18,-0.06,0.08,0.08,0.02
334,-0.86,0.56,0.45,0.46,-0.15,0.1,0.03,0
335,0.93,0.56,-1.05,0.12,-0.37,0.07,-0.02,-0.03
336,1.07,0.56,0.81,-0.45,-0.48,0.02,-0.05,-0.05
337,1.22,0.55,0.12,-0.21,-0.26,0.01,-0.07,-0.07
338,1.37,0.55,-0.22,0.36,-0.05,0.01,-0.07,-0.08
339,-0.62,0.55,0.29,0.64,0.27,0.03,-0.06,-0.08
340,-0.86,0.54,-0.64,0.35,0.54,0.06,-0.07,-0.09
341,-0.25,0.54,0.02,-0.54,0.44,0.08,-0.09,-0.09
342,0.27,0.53,0.4,-0.89,0.21,0.11,-0.11,-0.09
343,1.96,0.53,-0.14,-0.2,-0.04,0.15,-0.13,-0.09
344,1.24,0.53,0.5,0.55,-0.32,0.19,-0.15,-0.09
345,0.35,0.52,-0.36,0.76,-0.45,0.18,-0.16,-0.1
346,-0.03,0.52,-0.36,0.15,-0.45,0.12,-0.19,-0.1
347,-0.1,0.52,0.1,-0.76,-0.53,0.02,-0.21,-0.11
348,-0.62,0.52,0.26,-0.9,-0.44,-0.08,-0.22,-0.11
349,-0.47,0.52,-0.17,-0.21,-0.16,-0.15,-0.22,-0.1
350,-0.48,0.51,0.08,0.79,0.1,-0.18,-0.2,-0.09
351,-0.86,0.51,0.09,1.08,0.48,-0.19,-0.18,-0.08
352,-0.35,0.5,-0.24,0.27,0.62,-0.19,-0.16,-0.06
353,-0.25,0.49,0.18,-0.47,0.46,-0.18,-0.16,-0.05
354,0.87,0.49,-0.15,-0.54,0.36,-0.17,-0.16,-0.03
355,1.72,0.48,0.17,-0.38,0.22,-0.1,-0.16,-0.02
356,1.21,0.47,0.24,-0.09,0.24,-0.02,-0.15,0
357,1.26,0.47,-0.4,0.19,0.32,0.03,-0.15,0.01
358,0.23,0.47,0.15,0.16,0.08,0.07,-0.14,0.02
359,-0.17,0.46,-0.19,-0.05,-0.29,0.09,-0.14,0.02
360,0.08,0.46,-0.05,-0.17,-0.7,0.1,-0.13,0.03
361,-0.28,0.45,0.3,0.05,-0.89,0.15,-0.11,0.04
362,-0.62,0.45,-0.06,0.45,-0.58,0.24,-0.06,0.06
363,-1.06,0.44,-0.07,0.51,-0.06,0.32,-0.01,0.08
364,0.42,0.44,-0.33,0.18,0.42,0.35,0.04,0.09
365,-0.03,0.43,0.67,-0.32,0.68,0.34,0.07,0.11
366,0.77,0.43,-0.4,-0.65,0.56,0.27,0.09,0.13
367,1.45,0.42,0.01,-0.33,0.28,0.18,0.1,0.14
368,1.6,0.42,0.18,0.15,0.01,0.09,0.11,0.15
369,1.42,0.41,-0.05,0.03,-0.28,-0.05,0.11,0.16
370,-0.86,0.41,0.21,-0.17,-0.5,-0.24,0.11,0.16
371,0.67,0.41,-1,0.07,-0.63,-0.45,0.09,0.15
372,-0.35,0.41,0.98,0.21,-0.67,-0.62,0.09,0.14
373,-0.25,0.41,-0.23,0.03,-0.42,-0.67,0.09,0.14
374,-0.05,0.41,-0.11,0.18,0.03,-0.61,0.1,0.13
375,-0.14,0.41,0.14,0.59,0.52,-0.5,0.13,0.13
