sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
27,0.51,-0.01,-0.09,0.01,0.30,-0.06,-0.34,0.07
28,0.78,-0.01,-0.07,-0.12,0.17,-0.08,-0.30,0.06
29,0.89,-0.01,-0.03,-0.34,-0.15,-0.04,-0.25,0.06
30,0.84,-0.01,-0.01,-0.49,-0.50,0.07,-0.21,0.06
31,0.57,-0.01,0.01,-0.35,-0.76,0.21,-0.18,0.06
32,0.27,-0.01,-0.03,0.16,-0.81,0.32,-0.16,0.06
33,-0.37,-0.01,0.05,0.59,-0.62,0.34,-0.16,0.05
34,-1.06,-0.01,-0.04,0.57,-0.26,0.27,-0.18,0.04
35,-1.62,-0.01,-0.05,0.31,0.18,0.11,-0.21,0.02
36,-1.35,-0.01,-0.10,0.04,0.60,-0.08,-0.24,0.00
37,-0.49,-0.01,0.08,-0.16,0.92,-0.30,-0.23,-0.03
38,0.39,-0.01,0.16,-0.22,1.09,-0.52,-0.20,-0.05
39,0.78,-0.01,0.08,-0.13,1.02,-0.70,-0.14,-0.06
40,0.89,-0.01,-0.10,-0.05,0.66,-0.79,-0.06,-0.07
41,0.88,-0.01,-0.10,-0.14,0.06,-0.78,0.01,-0.08
42,0.84,-0.02,-0.02,-0.39,-0.64,-0.65,0.07,-0.08
43,0.56,-0.02,0.06,-0.42,-1.19,-0.44,0.11,-0.07
44,-0.12,-0.03,0.04,-0.02,-1.38,-0.19,0.12,-0.07
45,-0.98,-0.04,-0.05,0.50,-1.18,0.08,0.12,-0.08
46,-1.51,-0.04,-0.10,0.65,-0.65,0.34,0.09,-0.09
47,-1.62,-0.04,0.01,0.37,-0.01,0.56,0.06,-0.10
48,-1.56,-0.04,0.10,-0.02,0.56,0.70,0.02,-0.12
49,-0.96,-0.04,-0.03,-0.18,0.98,0.77,0.01,-0.14
50,-0.11,-0.04,0.04,-0.11,1.18,0.74,0.02,-0.16
51,0.45,-0.04,0.11,-0.09,1.14,0.64,0.05,-0.17
52,0.81,-0.04,-0.04,-0.24,0.84,0.48,0.09,-0.18
53,0.93,-0.05,-0.05,-0.34,0.29,0.26,0.12,-0.18
54,0.93,-0.05,-0.04,-0.27,-0.38,0.02,0.14,-0.17
55,0.81,-0.06,0.00,-0.14,-0.96,-0.19,0.14,-0.16
56,0.38,-0.06,0.04,0.06,-1.23,-0.34,0.11,-0.16
57,-0.17,-0.07,-0.03,0.34,-1.12,-0.41,0.06,-0.15
58,-0.93,-0.07,0.00,0.48,-0.68,-0.41,0.00,-0.16
59,-1.39,-0.08,-0.08,0.36,-0.07,-0.33,-0.07,-0.17
60,-1.24,-0.08,-0.04,0.09,0.50,-0.20,-0.12,-0.18
61,0.01,-0.08,-0.03,-0.11,0.91,-0.03,-0.14,-0.20
62,0.45,-0.08,0.37,-0.17,1.09,0.15,-0.13,-0.21
63,0.95,-0.09,-0.11,-0.12,1.00,0.28,-0.10,-0.21
64,1.12,-0.09,-0.07,-0.07,0.64,0.32,-0.04,-0.21
65,1.12,-0.10,-0.04,-0.18,0.09,0.26,0.01,-0.21
66,1.16,-0.11,-0.04,-0.45,-0.52,0.11,0.06,-0.19
67,0.70,-0.11,0.10,-0.44,-1.02,-0.07,0.09,-0.17
68,0.29,-0.12,-0.07,0.07,-1.22,-0.25,0.10,-0.15
69,-0.60,-0.13,0.06,0.56,-1.08,-0.40,0.09,-0.14
70,-1.24,-0.14,-0.10,0.58,-0.66,-0.49,0.08,-0.14
71,-1.39,-0.14,-0.05,0.30,-0.09,-0.50,0.06,-0.13
72,-1.67,-0.14,0.15,0.00,0.46,-0.42,0.06,-0.14
73,-1.03,-0.14,-0.13,-0.15,0.90,-0.27,0.09,-0.14
74,-0.13,-0.14,0.08,-0.13,1.15,-0.08,0.14,-0.14
75,0.25,-0.15,0.19,-0.10,1.14,0.11,0.21,-0.14
76,0.42,-0.15,-0.08,-0.18,0.85,0.22,0.27,-0.13
77,0.55,-0.15,-0.12,-0.26,0.30,0.25,0.31,-0.11
78,0.56,-0.16,0.00,-0.24,-0.37,0.20,0.32,-0.09
79,0.43,-0.16,0.03,-0.23,-0.94,0.11,0.30,-0.07
80,-0.11,-0.17,0.05,-0.06,-1.21,0.02,0.25,-0.05
81,-0.55,-0.17,-0.09,0.35,-1.10,-0.05,0.18,-0.04
82,-0.96,-0.18,-0.01,0.56,-0.66,-0.09,0.10,-0.03
83,-1.47,-0.18,0.05,0.35,-0.09,-0.06,0.03,-0.02
84,-1.56,-0.18,-0.07,0.04,0.46,0.02,-0.03,-0.02
85,-0.70,-0.18,-0.09,-0.09,0.85,0.16,-0.06,-0.02
86,-0.23,-0.18,0.27,-0.11,1.03,0.32,-0.07,-0.02
87,0.20,-0.18,-0.01,-0.16,0.99,0.43,-0.07,-0.02
88,0.41,-0.18,-0.06,-0.16,0.68,0.46,-0.07,0.00
89,0.41,-0.19,-0.03,-0.12,0.17,0.38,-0.09,0.02
90,0.38,-0.19,-0.04,-0.23,-0.42,0.22,-0.13,0.04
91,0.07,-0.20,0.04,-0.32,-0.95,0.02,-0.18,0.07
92,-0.28,-0.20,-0.03,-0.05,-1.19,-0.19,-0.23,0.10
93,-1.09,-0.21,0.06,0.34,-1.09,-0.36,-0.26,0.12
94,-2.05,-0.21,-0.05,0.46,-0.71,-0.46,-0.28,0.14
95,-2.16,-0.21,-0.19,0.32,-0.15,-0.48,-0.27,0.15
96,-1.95,-0.21,0.11,0.09,0.38,-0.42,-0.23,0.16
97,-0.30,-0.20,-0.09,-0.11,0.78,-0.27,-0.16,0.16
98,0.29,-0.20,0.42,-0.14,1.01,-0.08,-0.08,0.17
99,0.84,-0.20,-0.12,-0.03,1.00,0.11,0.00,0.18
100,1.07,-0.19,-0.12,-0.03,0.75,0.22,0.07,0.19
101,1.07,-0.19,-0.03,-0.28,0.32,0.25,0.10,0.20
102,1.06,-0.19,-0.03,-0.57,-0.22,0.19,0.12,0.22
103,0.66,-0.19,0.07,-0.46,-0.71,0.09,0.12,0.24
104,0.21,-0.19,-0.04,0.17,-0.97,-0.01,0.12,0.26
105,-0.60,-0.19,0.03,0.72,-0.95,-0.09,0.14,0.27
106,-1.56,-0.19,-0.02,0.69,-0.65,-0.13,0.16,0.28
107,-1.43,-0.18,-0.21,0.31,-0.20,-0.11,0.19,0.27
108,-0.59,-0.18,0.09,-0.05,0.29,-0.02,0.22,0.27
109,0.07,-0.17,0.26,-0.26,0.71,0.13,0.25,0.26
110,0.53,-0.17,0.01,-0.23,0.97,0.29,0.27,0.25
111,0.98,-0.16,-0.12,-0.06,0.99,0.43,0.27,0.24
112,1.26,-0.16,-0.02,-0.09,0.69,0.48,0.24,0.24
113,1.45,-0.16,-0.01,-0.43,0.13,0.44,0.18,0.24
114,1.29,-0.16,0.04,-0.55,-0.57,0.30,0.11,0.25
115,0.99,-0.16,-0.04,-0.09,-1.13,0.10,0.03,0.26
116,0.65,-0.16,-0.03,0.44,-1.30,-0.10,-0.03,0.27
117,0.02,-0.16,0.05,0.56,-1.07,-0.29,-0.07,0.27
118,-0.68,-0.16,-0.02,0.37,-0.49,-0.42,-0.09,0.27
119,-2.30,-0.16,0.13,0.14,0.20,-0.48,-0.10,0.25
120,-2.78,-0.15,-0.34,0.00,0.79,-0.46,-0.10,0.23
121,-0.84,-0.14,-0.24,-0.10,1.18,-0.36,-0.10,0.21
122,0.02,-0.14,0.75,-0.19,1.28,-0.21,-0.10,0.18
123,0.62,-0.13,0.01,-0.19,1.08,-0.06,-0.11,0.16
124,0.79,-0.13,-0.21,0.07,0.61,0.06,-0.13,0.14
125,0.83,-0.12,-0.13,0.21,-0.08,0.10,-0.17,0.12
126,0.86,-0.12,-0.02,-0.39,-0.76,0.08,-0.21,0.11
127,0.63,-0.12,0.07,-0.99,-1.21,0.02,-0.24,0.10
128,0.12,-0.11,0.02,-0.42,-1.30,-0.04,-0.25,0.09
129,-0.82,-0.11,0.01,0.66,-0.99,-0.07,-0.24,0.08
130,-1.56,-0.10,-0.12,1.00,-0.48,-0.07,-0.20,0.06
131,-1.67,-0.10,-0.08,0.63,0.06,-0.04,-0.15,0.03
132,-1.47,-0.09,0.11,0.08,0.51,0.02,-0.11,0.00
133,-0.84,-0.08,0.04,-0.26,0.83,0.12,-0.07,-0.04
134,0.00,-0.07,0.03,-0.23,1.07,0.23,-0.05,-0.07
135,0.67,-0.07,0.06,-0.10,1.14,0.30,-0.04,-0.10
136,0.88,-0.06,0.02,-0.19,0.95,0.29,-0.05,-0.12
137,0.86,-0.06,-0.09,-0.38,0.47,0.17,-0.08,-0.14
138,0.82,-0.06,-0.08,-0.39,-0.32,0.00,-0.12,-0.15
139,0.67,-0.06,0.02,-0.19,-1.10,-0.18,-0.15,-0.15
140,0.19,-0.06,0.06,0.09,-1.57,-0.32,-0.17,-0.16
141,-0.80,-0.06,0.03,0.39,-1.58,-0.40,-0.16,-0.16
142,-1.73,-0.05,-0.12,0.57,-1.06,-0.42,-0.14,-0.17
143,-1.56,-0.05,-0.19,0.43,-0.26,-0.36,-0.10,-0.18
144,-1.43,-0.04,0.25,0.05,0.51,-0.22,-0.07,-0.20
145,-0.52,-0.04,-0.03,-0.22,1.11,0.00,-0.05,-0.22
146,0.40,-0.03,0.09,-0.16,1.38,0.22,-0.03,-0.24
147,0.88,-0.03,0.09,0.01,1.32,0.39,-0.02,-0.26
148,1.11,-0.02,-0.08,-0.12,0.95,0.46,-0.03,-0.27
149,1.15,-0.02,-0.08,-0.43,0.33,0.42,-0.05,-0.28
150,1.11,-0.02,-0.03,-0.47,-0.40,0.28,-0.07,-0.28
151,0.88,-0.03,0.03,-0.24,-1.01,0.10,-0.08,-0.27
152,0.25,-0.03,0.05,0.14,-1.30,-0.07,-0.07,-0.26
153,-0.52,-0.03,-0.05,0.53,-1.19,-0.20,-0.04,-0.25
154,-1.51,-0.03,-0.01,0.63,-0.75,-0.25,0.02,-0.25
155,-2.30,-0.02,-0.06,0.34,-0.14,-0.22,0.09,-0.25
156,-1.39,-0.02,-0.23,-0.01,0.47,-0.10,0.16,-0.26
157,-0.30,-0.02,0.31,-0.19,0.94,0.08,0.22,-0.26
158,0.71,-0.02,0.17,-0.19,1.18,0.30,0.26,-0.27
159,1.11,-0.02,0.01,-0.07,1.15,0.48,0.28,-0.28
160,1.37,-0.02,-0.17,-0.01,0.79,0.56,0.28,-0.28
161,1.41,-0.02,-0.05,-0.26,0.16,0.52,0.26,-0.28
162,1.35,-0.03,0.00,-0.66,-0.55,0.35,0.22,-0.26
163,1.06,-0.03,0.03,-0.54,-1.13,0.10,0.19,-0.25
164,0.39,-0.04,0.03,0.19,-1.34,-0.13,0.18,-0.22
165,-0.28,-0.05,-0.07,0.77,-1.14,-0.33,0.18,-0.20
166,-1.01,-0.05,0.00,0.77,-0.65,-0.48,0.20,-0.18
167,-1.27,-0.05,-0.06,0.36,-0.01,-0.55,0.22,-0.17
168,-0.98,-0.05,0.01,-0.07,0.58,-0.53,0.24,-0.16
169,-0.52,-0.05,0.11,-0.25,1.03,-0.41,0.25,-0.15
170,0.35,-0.05,-0.01,-0.21,1.28,-0.22,0.24,-0.15
171,0.75,-0.05,0.12,-0.15,1.23,-0.02,0.21,-0.15
172,0.97,-0.05,-0.06,-0.18,0.86,0.10,0.16,-0.14
173,1.04,-0.06,-0.07,-0.28,0.16,0.12,0.10,-0.14
174,0.99,-0.06,-0.02,-0.32,-0.67,0.06,0.03,-0.13
175,0.83,-0.07,0.01,-0.18,-1.32,-0.03,-0.03,-0.12
176,0.13,-0.07,0.08,0.09,-1.57,-0.13,-0.07,-0.10
177,-0.50,-0.07,-0.10,0.40,-1.32,-0.20,-0.09,-0.08
178,-1.27,-0.07,0.01,0.52,-0.67,-0.23,-0.08,-0.07
179,-1.67,-0.07,-0.05,0.32,0.10,-0.21,-0.07,-0.05
180,-1.73,-0.07,0.02,0.02,0.76,-0.12,-0.05,-0.04
181,-1.03,-0.06,-0.03,-0.12,1.19,0.03,-0.04,-0.02
182,-0.06,-0.06,0.11,-0.10,1.32,0.21,-0.05,-0.01
183,0.45,-0.06,0.15,-0.09,1.17,0.35,-0.07,-0.01
184,0.59,-0.06,-0.05,-0.15,0.76,0.41,-0.11,0.00
185,0.61,-0.06,-0.13,-0.23,0.13,0.36,-0.17,0.01
186,0.61,-0.06,-0.04,-0.32,-0.54,0.22,-0.25,0.02
187,0.47,-0.07,0.04,-0.34,-1.08,0.05,-0.31,0.04
188,-0.07,-0.07,0.06,-0.09,-1.31,-0.10,-0.34,0.06
189,-0.93,-0.07,-0.02,0.39,-1.15,-0.21,-0.34,0.08
190,-1.39,-0.07,-0.14,0.65,-0.72,-0.26,-0.32,0.11
191,-1.14,-0.07,-0.04,0.45,-0.14,-0.24,-0.29,0.13
192,-1.12,-0.07,0.23,0.03,0.42,-0.14,-0.25,0.16
193,-0.68,-0.06,-0.06,-0.19,0.86,0.03,-0.22,0.18
194,0.17,-0.06,-0.06,-0.11,1.10,0.23,-0.19,0.19
195,0.73,-0.06,0.13,-0.05,1.11,0.38,-0.17,0.20
196,0.79,-0.06,0.04,-0.25,0.83,0.43,-0.17,0.20
197,0.70,-0.06,-0.12,-0.41,0.30,0.35,-0.18,0.20
198,0.72,-0.06,-0.09,-0.23,-0.36,0.19,-0.19,0.20
199,0.64,-0.06,0.06,-0.02,-0.95,-0.02,-0.19,0.21
200,0.05,-0.06,0.10,0.07,-1.26,-0.21,-0.16,0.22
201,-0.91,-0.06,-0.03,0.28,-1.18,-0.36,-0.10,0.23
202,-1.18,-0.05,-0.22,0.49,-0.75,-0.45,-0.01,0.25
203,-1.14,-0.05,0.07,0.35,-0.15,-0.44,0.09,0.27
204,-1.12,-0.04,0.15,-0.04,0.47,-0.33,0.18,0.28
205,-0.72,-0.03,-0.06,-0.21,0.91,-0.13,0.26,0.29
206,-0.14,-0.03,0.00,-0.05,1.11,0.11,0.32,0.30
207,0.27,-0.02,0.07,0.01,1.04,0.31,0.36,0.31
208,0.48,-0.02,0.00,-0.24,0.69,0.42,0.37,0.31
209,0.65,-0.02,-0.07,-0.39,0.15,0.42,0.36,0.30
210,0.70,-0.02,0.00,-0.21,-0.43,0.33,0.32,0.30
211,0.51,-0.01,0.03,-0.02,-0.88,0.17,0.29,0.29
212,0.15,-0.01,-0.01,0.11,-1.06,0.00,0.26,0.28
213,-0.32,-0.01,-0.02,0.28,-0.91,-0.15,0.26,0.27
214,-0.78,0.00,-0.02,0.34,-0.52,-0.25,0.27,0.26
215,-1.47,0.01,0.05,0.21,-0.01,-0.28,0.29,0.26
216,-1.73,0.02,-0.10,0.04,0.47,-0.22,0.30,0.25
217,-0.76,0.03,-0.14,-0.03,0.81,-0.09,0.30,0.25
218,-0.24,0.04,0.34,-0.07,0.96,0.08,0.28,0.24
219,0.66,0.05,-0.06,-0.12,0.87,0.23,0.23,0.22
220,0.93,0.05,0.06,-0.09,0.54,0.30,0.16,0.20
221,0.97,0.06,-0.08,-0.05,0.06,0.28,0.07,0.18
222,0.92,0.07,-0.08,-0.24,-0.45,0.18,-0.02,0.15
223,0.72,0.07,0.01,-0.43,-0.84,0.02,-0.11,0.12
224,0.47,0.08,0.01,-0.21,-0.98,-0.14,-0.16,0.09
225,-0.52,0.09,0.12,0.24,-0.85,-0.28,-0.19,0.07
226,-1.51,0.10,-0.12,0.54,-0.53,-0.37,-0.18,0.05
227,-1.87,0.11,-0.15,0.53,-0.11,-0.40,-0.16,0.04
228,-1.51,0.12,0.03,0.22,0.30,-0.35,-0.13,0.03
229,-0.23,0.14,0.06,-0.14,0.63,-0.23,-0.11,0.02
230,0.33,0.15,0.31,-0.22,0.86,-0.07,-0.10,0.01
231,0.58,0.15,-0.07,-0.04,0.91,0.08,-0.11,-0.01
232,0.70,0.16,-0.16,-0.01,0.76,0.17,-0.14,-0.03
233,0.70,0.17,-0.03,-0.31,0.39,0.17,-0.18,-0.05
234,0.66,0.17,0.01,-0.63,-0.16,0.12,-0.23,-0.08
235,0.15,0.17,0.08,-0.47,-0.71,0.02,-0.26,-0.11
236,-0.49,0.18,-0.05,0.20,-1.06,-0.07,-0.27,-0.14
237,-1.31,0.19,-0.02,0.74,-1.12,-0.15,-0.25,-0.16
238,-2.05,0.19,-0.03,0.67,-0.82,-0.18,-0.20,-0.17
239,-1.73,0.20,-0.15,0.24,-0.29,-0.15,-0.15,-0.18
240,-1.31,0.21,0.20,-0.09,0.30,-0.05,-0.09,-0.19
241,-0.15,0.22,-0.02,-0.18,0.83,0.09,-0.05,-0.19
242,0.45,0.22,0.18,-0.12,1.15,0.25,-0.03,-0.19
243,0.90,0.23,-0.07,-0.09,1.18,0.38,-0.03,-0.18
244,1.02,0.23,-0.06,-0.22,0.87,0.43,-0.04,-0.18
245,1.07,0.23,-0.06,-0.42,0.27,0.39,-0.08,-0.18
246,1.03,0.23,0.00,-0.42,-0.47,0.28,-0.12,-0.19
247,0.63,0.23,0.06,-0.11,-1.08,0.12,-0.15,-0.19
248,0.14,0.23,-0.04,0.35,-1.32,-0.05,-0.16,-0.19
249,-0.68,0.23,0.02,0.63,-1.14,-0.20,-0.13,-0.19
250,-1.12,0.23,-0.11,0.52,-0.62,-0.28,-0.08,-0.19
251,-1.56,0.24,0.06,0.16,0.04,-0.30,-0.01,-0.18
252,-1.47,0.24,-0.04,-0.13,0.62,-0.25,0.05,-0.16
253,-0.54,0.25,-0.05,-0.20,1.03,-0.14,0.09,-0.14
254,-0.23,0.25,0.28,-0.15,1.16,0.00,0.12,-0.13
255,0.35,0.25,-0.12,-0.12,1.00,0.13,0.14,-0.11
256,0.45,0.24,0.02,-0.15,0.53,0.21,0.13,-0.10
257,0.49,0.24,-0.06,-0.20,-0.13,0.21,0.12,-0.09
258,0.45,0.24,-0.03,-0.30,-0.79,0.12,0.09,-0.09
259,0.10,0.23,0.05,-0.24,-1.23,-0.02,0.07,-0.09
260,-0.19,0.23,-0.05,0.10,-1.25,-0.14,0.08,-0.09
261,-1.12,0.22,0.10,0.43,-0.89,-0.23,0.11,-0.09
262,-1.43,0.22,-0.19,0.46,-0.30,-0.27,0.16,-0.09
263,-1.62,0.22,0.05,0.29,0.32,-0.26,0.22,-0.08
264,-1.62,0.22,0.07,0.04,0.80,-0.19,0.27,-0.07
265,-1.09,0.22,-0.05,-0.13,1.08,-0.07,0.30,-0.05
266,0.09,0.21,-0.02,-0.12,1.15,0.09,0.30,-0.03
267,0.78,0.21,0.22,-0.08,0.98,0.24,0.29,-0.02
268,1.10,0.20,-0.01,-0.19,0.58,0.32,0.25,-0.01
269,1.27,0.19,-0.13,-0.26,0.02,0.29,0.19,-0.01
270,1.27,0.19,-0.03,-0.20,-0.60,0.20,0.13,-0.01
271,1.24,0.18,-0.01,-0.18,-1.07,0.08,0.07,-0.02
272,0.84,0.18,0.07,-0.10,-1.24,-0.02,0.02,-0.03
273,0.14,0.17,0.00,0.26,-1.07,-0.09,0.00,-0.04
274,-0.50,0.17,-0.08,0.56,-0.63,-0.14,0.00,-0.04
275,-1.12,0.17,0.00,0.46,-0.07,-0.15,0.00,-0.04
276,-1.01,0.17,-0.08,0.12,0.44,-0.09,0.01,-0.04
277,-0.28,0.17,0.04,-0.14,0.83,0.03,0.00,-0.04
278,0.26,0.16,0.20,-0.18,1.01,0.15,-0.02,-0.04
279,0.61,0.16,0.01,-0.11,0.97,0.22,-0.06,-0.04
280,0.88,0.15,-0.09,-0.09,0.68,0.20,-0.11,-0.04
281,0.91,0.14,-0.01,-0.20,0.20,0.10,-0.16,-0.05
282,0.88,0.14,-0.03,-0.39,-0.38,-0.07,-0.22,-0.07
283,0.54,0.13,0.03,-0.38,-0.89,-0.24,-0.26,-0.09
284,0.11,0.12,-0.03,0.01,-1.14,-0.38,-0.28,-0.11
285,-0.40,0.12,-0.01,0.42,-1.05,-0.48,-0.27,-0.12
286,-1.27,0.11,0.06,0.50,-0.67,-0.49,-0.24,-0.12
287,-1.51,0.11,-0.16,0.32,-0.10,-0.41,-0.20,-0.13
288,-1.24,0.11,0.01,0.10,0.47,-0.24,-0.15,-0.12
289,-0.62,0.10,0.10,-0.07,0.91,0.00,-0.10,-0.11
290,0.32,0.10,0.03,-0.15,1.16,0.25,-0.07,-0.10
291,0.78,0.09,0.12,-0.12,1.15,0.45,-0.05,-0.09
292,1.14,0.08,-0.09,-0.09,0.86,0.55,-0.05,-0.08
293,1.30,0.08,-0.05,-0.22,0.35,0.55,-0.07,-0.08
294,1.26,0.07,0.00,-0.37,-0.30,0.45,-0.09,-0.08
295,1.11,0.07,-0.01,-0.29,-0.87,0.28,-0.11,-0.08
296,0.50,0.07,0.06,0.03,-1.19,0.10,-0.11,-0.09
297,-0.06,0.07,-0.08,0.40,-1.17,-0.06,-0.09,-0.08
298,-0.82,0.07,0.02,0.53,-0.82,-0.17,-0.05,-0.08
299,-1.35,0.07,-0.04,0.35,-0.29,-0.21,-0.01,-0.07
300,-0.96,0.07,-0.11,0.08,0.25,-0.17,0.03,-0.05
301,-0.64,0.07,0.21,-0.09,0.69,-0.08,0.07,-0.03
302,0.26,0.07,-0.04,-0.14,0.94,0.04,0.09,-0.01
303,0.75,0.06,0.11,-0.13,0.97,0.13,0.09,0.01
304,1.04,0.06,-0.03,-0.13,0.73,0.15,0.07,0.03
305,0.98,0.06,-0.04,-0.25,0.25,0.08,0.04,0.04
306,0.93,0.05,-0.08,-0.37,-0.33,-0.06,-0.01,0.04
307,0.82,0.05,0.01,-0.27,-0.85,-0.24,-0.05,0.04
308,0.25,0.05,0.09,0.02,-1.11,-0.41,-0.06,0.04
309,-0.41,0.06,-0.06,0.34,-1.02,-0.52,-0.05,0.05
310,-1.73,0.06,0.06,0.53,-0.63,-0.56,-0.01,0.05
311,-1.73,0.06,-0.32,0.43,-0.07,-0.52,0.04,0.06
312,-1.80,0.07,0.22,0.09,0.48,-0.38,0.09,0.08
313,0.19,0.07,-0.21,-0.17,0.90,-0.17,0.13,0.10
314,0.64,0.07,0.58,-0.17,1.13,0.09,0.16,0.13
315,1.00,0.07,-0.15,-0.02,1.10,0.34,0.17,0.15
316,1.21,0.07,-0.21,-0.01,0.81,0.51,0.15,0.16
317,1.23,0.07,-0.01,-0.27,0.27,0.58,0.12,0.16
318,1.22,0.07,0.01,-0.64,-0.38,0.55,0.07,0.16
319,0.55,0.07,0.11,-0.56,-0.93,0.45,0.04,0.15
320,0.10,0.08,-0.14,0.18,-1.23,0.32,0.02,0.14
321,-0.60,0.09,0.04,0.85,-1.16,0.19,0.02,0.13
322,-1.24,0.10,0.00,0.74,-0.79,0.08,0.05,0.12
323,-1.35,0.11,-0.08,0.24,-0.24,0.01,0.08,0.11
324,-1.39,0.11,0.10,-0.07,0.34,-0.01,0.10,0.11
325,-0.43,0.12,-0.10,-0.19,0.83,0.03,0.12,0.12
326,0.09,0.12,0.23,-0.22,1.14,0.09,0.11,0.12
327,0.51,0.13,-0.01,-0.22,1.18,0.14,0.08,0.12
328,0.91,0.13,-0.10,-0.20,0.85,0.14,0.03,0.12
329,0.91,0.14,0.04,-0.21,0.23,0.05,-0.03,0.11
330,0.90,0.15,-0.06,-0.26,-0.54,-0.10,-0.09,0.09
331,0.61,0.15,0.02,-0.18,-1.17,-0.27,-0.14,0.07
332,0.23,0.16,-0.02,0.12,-1.39,-0.43,-0.16,0.04
333,-0.32,0.18,0.01,0.42,-1.16,-0.53,-0.15,0.03
334,-2.30,0.19,0.21,0.44,-0.56,-0.56,-0.12,0.01
335,-2.30,0.20,-0.58,0.28,0.17,-0.52,-0.07,0.00
336,-1.80,0.20,0.18,0.09,0.77,-0.39,-0.02,0.00
337,-1.18,0.21,0.30,-0.14,1.13,-0.19,0.01,0.00
338,0.35,0.21,-0.13,-0.22,1.21,0.04,0.04,0.00
339,0.77,0.21,0.26,0.03,1.03,0.25,0.05,0.01
340,0.86,0.22,-0.12,0.14,0.60,0.39,0.05,0.01
341,0.91,0.22,-0.19,-0.34,0.00,0.42,0.04,0.01
342,0.92,0.22,-0.01,-0.74,-0.61,0.36,0.02,0.00
343,0.84,0.23,0.06,-0.51,-1.08,0.24,0.00,-0.02
344,-0.02,0.24,0.13,0.04,-1.24,0.11,0.00,-0.03
345,-0.82,0.24,-0.15,0.64,-1.07,0.00,0.02,-0.04
346,-1.21,0.25,-0.11,0.91,-0.64,-0.07,0.05,-0.04
347,-1.35,0.26,0.08,0.49,-0.10,-0.10,0.08,-0.04
348,-1.43,0.26,0.09,-0.11,0.42,-0.07,0.10,-0.04
349,-0.60,0.26,-0.13,-0.28,0.90,0.01,0.11,-0.02
350,0.37,0.27,0.12,-0.14,1.18,0.13,0.10,-0.01
351,0.77,0.27,0.17,-0.12,1.25,0.23,0.07,0.01
352,1.11,0.27,-0.13,-0.29,0.97,0.24,0.02,0.02
353,1.16,0.27,-0.05,-0.32,0.31,0.16,-0.05,0.03
354,1.17,0.27,-0.04,-0.22,-0.49,0.01,-0.12,0.03
355,1.02,0.27,0.02,-0.19,-1.22,-0.16,-0.19,0.03
356,0.41,0.27,0.06,0.02,-1.57,-0.29,-0.23,0.02
357,-0.07,0.28,-0.10,0.42,-1.36,-0.38,-0.25,0.02
358,-0.93,0.28,0.06,0.57,-0.79,-0.42,-0.24,0.03
359,-0.82,0.28,-0.19,0.34,-0.01,-0.37,-0.21,0.03
360,-0.78,0.28,0.17,0.04,0.70,-0.24,-0.17,0.05
361,-0.43,0.28,0.03,-0.14,1.15,-0.04,-0.13,0.07
362,0.32,0.27,-0.05,-0.14,1.33,0.18,-0.10,0.09
363,0.89,0.27,0.09,-0.10,1.20,0.36,-0.08,0.10
364,1.27,0.26,0.01,-0.17,0.79,0.44,-0.07,0.12
365,1.18,0.26,0.00,-0.32,0.17,0.40,-0.06,0.12
