sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
253,-0.15,0.44,0.6,-0.04,-0.38,-0.36,-0.14,0.04
254,0.64,0.44,-0.52,0.54,0.06,-0.39,-0.09,0.05
255,-0.52,0.43,0.39,0.65,0.52,-0.38,-0.04,0.06
256,-0.68,0.43,-0.35,0.11,0.74,-0.35,0,0.07
257,0.03,0.42,-0.13,-0.56,0.66,-0.28,0.02,0.08
258,0.6,0.42,0.3,-0.72,0.46,-0.18,0.03,0.08
259,1.04,0.41,0.08,-0.28,0.18,-0.05,0.03,0.09
260,1.22,0.41,-0.06,0.25,-0.07,0.07,0.03,0.09
261,0.68,0.4,0.03,0.5,-0.25,0.16,0.04,0.09
262,-0.08,0.4,-0.11,0.23,-0.44,0.21,0.04,0.08
263,-0.92,0.4,-0.06,-0.34,-0.59,0.24,0.05,0.07
264,0.04,0.4,-0.28,-0.41,-0.58,0.28,0.08,0.07
265,0.01,0.39,0.52,0.01,-0.32,0.33,0.11,0.06
266,-0.68,0.39,0.08,0.35,0.1,0.39,0.16,0.05
267,-0.31,0.38,-0.45,0.53,0.52,0.43,0.21,0.05
268,-0.11,0.38,0.15,0.41,0.75,0.44,0.25,0.05
269,-0.31,0.37,0.17,-0.26,0.62,0.39,0.26,0.04
270,1.22,0.37,-0.38,-0.8,0.34,0.33,0.24,0.03
271,1.51,0.36,0.45,-0.42,0.05,0.26,0.22,0.02
272,1.58,0.36,-0.04,0.22,-0.17,0.14,0.19,0.01
273,1.22,0.35,-0.13,0.25,-0.24,-0.01,0.16,-0.01
274,1.12,0.35,-0.14,0.11,-0.37,-0.17,0.13,-0.03
275,1.1,0.35,0.05,-0.02,-0.52,-0.33,0.11,-0.05
276,-0.15,0.35,0.27,-0.25,-0.59,-0.45,0.09,-0.07
277,-0.31,0.34,-0.39,-0.04,-0.49,-0.48,0.09,-0.09
278,-0.42,0.34,0.08,0.46,-0.12,-0.46,0.1,-0.11
279,-0.68,0.33,0.17,0.41,0.31,-0.4,0.11,-0.12
280,-0.15,0.33,-0.16,-0.03,0.64,-0.33,0.12,-0.14
281,-0.31,0.32,0.21,-0.16,0.71,-0.26,0.1,-0.15
282,0.9,0.32,-0.29,-0.07,0.47,-0.2,0.06,-0.16
283,1.45,0.31,0.27,-0.2,0.18,-0.13,0.02,-0.17
284,1.59,0.31,0.06,-0.35,-0.1,-0.09,-0.01,-0.18
285,0.68,0.31,0,-0.21,-0.32,-0.09,-0.03,-0.19
286,0.45,0.31,-0.35,0.01,-0.43,-0.11,-0.05,-0.21
287,0.97,0.31,-0.05,0.08,-0.55,-0.16,-0.06,-0.22
288,1.07,0.31,0.33,-0.01,-0.57,-0.17,-0.06,-0.23
289,-0.22,0.31,0.22,0.08,-0.41,-0.11,-0.05,-0.23
290,-0.92,0.31,-0.43,0.5,-0.11,0,-0.03,-0.23
291,-0.68,0.3,-0.17,0.63,0.33,0.12,-0.01,-0.23
292,-0.52,0.3,0.3,-0.02,0.7,0.23,0,-0.22
293,-0.15,0.3,0.05,-0.67,0.89,0.3,-0.01,-0.22
294,0.92,0.29,-0.14,-0.39,0.86,0.37,-0.05,-0.21
295,1.62,0.29,0.17,0.3,0.58,0.42,-0.09,-0.21
296,1.14,0.29,0.17,0.23,0.18,0.42,-0.13,-0.2
297,1.36,0.29,-0.39,-0.3,-0.31,0.35,-0.17,-0.2
298,0.8,0.29,0.15,-0.39,-0.75,0.23,-0.2,-0.2
299,-0.92,0.29,0.17,-0.21,-0.99,0.09,-0.22,-0.19
300,-0.52,0.3,-0.6,-0.05,-1,-0.02,-0.24,-0.18
301,0,0.3,0.29,0.33,-0.69,-0.05,-0.25,-0.17
302,-0.05,0.3,0.36,0.6,-0.23,-0.04,-0.24,-0.15
303,-0.15,0.3,-0.13,0.37,0.24,-0.02,-0.23,-0.12
304,-0.22,0.29,-0.14,0.22,0.61,0,-0.21,-0.1
305,0.3,0.29,-0.09,0.03,0.78,0,-0.19,-0.07
306,0.73,0.29,0.15,-0.65,0.81,0,-0.19,-0.04
307,1.55,0.29,-0.03,-0.9,0.71,-0.01,-0.18,-0.01
308,1.68,0.29,0.15,-0.19,0.47,-0.05,-0.16,0.01
309,1.1,0.3,0,0.43,0.06,-0.16,-0.12,0.04
310,-0.31,0.3,-0.06,0.4,-0.45,-0.3,-0.08,0.06
311,-0.41,0.3,-0.4,0.1,-0.91,-0.42,-0.02,0.08
312,0.39,0.31,0.08,-0.14,-1.12,-0.47,0.04,0.11
313,0.39,0.31,0.46,-0.15,-0.89,-0.43,0.12,0.13
314,-0.15,0.31,-0.01,0.17,-0.31,-0.3,0.2,0.16
315,0.28,0.31,-0.4,0.59,0.36,-0.14,0.28,0.19
316,-0.68,0.31,0.35,0.44,0.9,0.03,0.35,0.22
317,-0.15,0.31,-0.37,-0.43,1.02,0.22,0.4,0.24
318,1.14,0.31,0.02,-0.93,0.76,0.38,0.44,0.26
319,1.02,0.32,0.51,-0.38,0.35,0.49,0.46,0.28
320,1.37,0.32,-0.3,0.28,-0.11,0.52,0.45,0.28
321,1.51,0.32,-0.07,0.45,-0.46,0.44,0.44,0.29
322,0.18,0.33,0.26,0.31,-0.63,0.29,0.41,0.29
323,-0.41,0.33,-0.37,-0.18,-0.71,0.09,0.37,0.28
324,0.78,0.34,-0.27,-0.46,-0.63,-0.07,0.33,0.28
325,-0.41,0.34,0.84,-0.04,-0.33,-0.17,0.29,0.28
326,-0.22,0.34,-0.49,0.31,0.09,-0.22,0.26,0.29
327,-0.22,0.34,0,0.43,0.52,-0.21,0.22,0.3
328,-0.41,0.35,0.14,0.46,0.79,-0.16,0.17,0.3
329,0.03,0.35,-0.14,-0.15,0.73,-0.07,0.1,0.3
330,1.34,0.35,-0.07,-0.72,0.41,0.03,0.02,0.3
331,1.45,0.35,0.41,-0.33,0.09,0.12,-0.05,0.3
332,1.55,0.35,-0.17,0.09,-0.19,0.16,-0.13,0.29
333,1.54,0.36,-0.14,0.09,-0.32,0.13,-0.19,0.27
334,-0.31,0.36,0.3,0.11,-0.36,0.06,-0.25,0.25
335,0.72,0.37,-0.77,-0.09,-0.51,-0.04,-0.3,0.23
336,0.74,0.38,0.56,-0.23,-0.57,-0.13,-0.33,0.21
337,0.77,0.38,0.13,0.11,-0.44,-0.19,-0.33,0.2
338,0.79,0.38,-0.14,0.44,-0.18,-0.18,-0.3,0.18
339,0.81,0.39,-0.05,0.54,0.26,-0.15,-0.26,0.17
340,-0.92,0.39,0.3,0.25,0.65,-0.08,-0.23,0.16
341,0.03,0.39,-0.74,-0.51,0.72,0,-0.2,0.14
342,0.3,0.4,0.46,-0.76,0.62,0.05,-0.18,0.12
343,1.9,0.4,-0.05,-0.25,0.38,0.08,-0.17,0.1
344,1.22,0.4,0.5,0.15,0,0.1,-0.15,0.08
345,0.57,0.4,-0.37,0.45,-0.28,0.08,-0.13,0.05
346,0.41,0.41,-0.3,0.5,-0.52,0,-0.12,0.03
347,-0.31,0.41,0.24,-0.19,-0.77,-0.11,-0.1,0
348,0.28,0.42,-0.2,-0.8,-0.74,-0.19,-0.09,-0.03
349,-0.92,0.42,0.48,-0.37,-0.45,-0.21,-0.07,-0.04
350,-0.05,0.42,-0.55,0.54,-0.04,-0.14,-0.03,-0.06
351,-0.11,0.42,0.34,0.84,0.47,-0.04,0,-0.06
352,-0.92,0.42,0.15,0.29,0.74,0.06,0.03,-0.07
353,0.26,0.42,-0.57,-0.33,0.63,0.11,0.03,-0.07
354,1.04,0.42,0.34,-0.43,0.43,0.17,0.02,-0.07
355,1.4,0.42,0.2,-0.29,0.17,0.23,-0.01,-0.07
356,1.26,0.42,-0.08,-0.2,0,0.25,-0.04,-0.07
357,1,0.42,-0.15,0.1,0.01,0.19,-0.07,-0.08
358,0.38,0.42,0.02,0.31,-0.11,0.09,-0.1,-0.09
359,-0.31,0.42,-0.02,-0.08,-0.33,-0.06,-0.12,-0.1
360,-0.02,0.42,-0.17,-0.29,-0.53,-0.17,-0.13,-0.11
361,0.28,0.42,0.19,0.16,-0.61,-0.18,-0.13,-0.11
362,-0.41,0.42,0.26,0.47,-0.39,-0.13,-0.1,-0.1
363,0.14,0.42,-0.42,0.36,0.02,-0.07,-0.07,-0.1
364,0.09,0.42,0.21,0.16,0.44,0.02,-0.03,-0.09
365,0.26,0.41,-0.01,-0.24,0.61,0.08,-0.01,-0.09
366,0.76,0.41,-0.08,-0.61,0.53,0.13,0,-0.08
367,1.37,0.41,0.05,-0.41,0.32,0.18,0.01,-0.08
368,1.44,0.41,0.14,0.07,-0.01,0.19,0.01,-0.08
369,1.48,0.41,-0.1,0.19,-0.25,0.12,0.01,-0.08
370,-0.92,0.4,0.33,0.13,-0.46,0.01,0.01,-0.09
371,0.89,0.4,-1.11,0.12,-0.64,-0.15,0.01,-0.1
372,-0.68,0.4,1.14,-0.03,-0.6,-0.28,0.03,-0.11
373,-0.22,0.4,-0.5,-0.13,-0.39,-0.31,0.06,-0.12
374,0.29,0.39,-0.01,0.12,0.04,-0.28,0.11,-0.12
375,0.29,0.39,0.26,0.52,0.51,-0.22,0.16,-0.12
